PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount
1544441,1952-07-01T17:46:16Z,-37.56,0.0,176.71,0.0,250.0,3.0,ML,,,,4.5,0.1,2
1544442,1952-07-02T13:44:40Z,-38.5,0.0,175.84,0.0,144.0,7.0,ML,,,,4.0,0.2,2
1544443,1952-07-03T09:52:02Z,-38.59,0.0,176.27,0.0,12.0,0.0,ML,,,,4.0,0.5,5
1544444,1952-07-08T13:33:11Z,-38.01,0.1,179.59,0.2,140.0,27.0,ML,,,,4.9,0.1,2
1544445,1952-07-08T16:52:58Z,-38.13,0.1,178.25,0.2,89.0,23.0,ML,,,,3.8,0.6,2
1544446,1952-07-08T16:54:03Z,-38.07,0.1,178.8,0.1,131.0,14.0,ML,,,,4.3,0.3,2
1544447,1952-07-09T06:04:35Z,-37.98,0.1,179.49,0.2,123.0,25.0,ML,,,,4.2,0.1,2
1544448,1952-07-09T09:16:47Z,-40.94,0.1,173.47,0.1,116.0,11.0,ML,,,,3.7,nan,1
1544449,1952-07-09T11:52:36Z,-38.64,0.1,175.75,0.1,200.0,9.0,ML,,,,5.4,nan,2
1544451,1952-07-10T13:52:19Z,-41.35,0.0,173.79,0.0,33.0,0.0,ML,,,,4.1,0.3,6
1544452,1952-07-10T17:18:51Z,-42.97,0.0,173.32,0.1,33.0,0.0,ML,,,,3.3,0.2,4
1544453,1952-07-14T00:59:41Z,-39.09,0.1,174.94,0.1,217.0,10.0,ML,,,,4.1,0.1,2
1544454,1952-07-14T22:18:15Z,-42.31,0.0,173.02,0.1,33.0,0.0,ML,,,,3.8,0.5,4
1544455,1952-07-15T03:35:56Z,-37.91,0.0,176.96,0.0,167.0,3.0,ML,,,,4.9,0.1,2
1544456,1952-07-15T10:13:34Z,-41.38,0.0,174.41,0.0,12.0,0.0,ML,,,,3.8,0.1,3
1544457,1952-07-16T03:20:22Z,-41.33,0.1,172.76,0.1,136.0,7.0,ML,,,,4.7,0.4,2
1544458,1952-07-18T09:54:01Z,-39.9,0.0,177.11,0.1,12.0,0.0,ML,,,,4.3,0.2,5
1544459,1952-07-19T10:49:03Z,-40.99,0.0,174.12,0.0,12.0,0.0,ML,,,,4.0,0.5,6
1544462,1952-07-26T03:49:48Z,-42.22,0.0,172.72,0.0,33.0,0.0,ML,,,,3.7,0.2,5
1544463,1952-07-28T16:15:13Z,-41.86,0.0,172.82,0.0,33.0,0.0,ML,,,,4.0,0.1,4
1544464,1952-07-30T08:56:41Z,-38.31,0.0,176.28,0.0,154.0,2.0,ML,,,,4.3,0.3,2
1544465,1952-07-30T19:36:43Z,-38.13,0.1,177.73,0.1,120.0,14.0,ML,,,,3.8,0.2,2
1544467,1952-08-02T03:05:45Z,-36.96,0.1,179.26,0.3,12.0,0.0,ML,,,,5.5,0.2,6
1544468,1952-08-02T09:00:22Z,-37.0,0.2,179.33,0.3,176.0,34.0,ML,,,,4.4,nan,2
1544471,1952-08-04T08:12:21Z,-42.86,0.0,173.1,0.1,33.0,0.0,ML,,,,3.0,0.2,4
1544473,1952-08-07T00:44:46Z,-36.96,0.0,179.11,0.1,164.0,5.0,ML,,,,4.5,0.1,2
1544474,1952-08-09T00:29:30Z,-38.79,0.1,179.55,0.3,33.0,0.0,ML,,,,4.6,0.2,6
1544475,1952-08-09T11:46:26Z,-40.21,0.0,176.31,0.1,12.0,0.0,ML,,,,4.5,0.2,6
1544476,1952-08-10T04:39:55Z,-41.37,0.1,174.93,0.1,33.0,0.0,ML,,,,3.8,0.3,3
1544479,1952-08-13T08:42:20Z,-38.6,0.0,175.44,0.1,151.0,9.0,ML,,,,4.0,0.1,2
1544480,1952-08-13T16:16:10Z,-38.63,0.1,175.52,0.1,166.0,14.0,ML,,,,4.2,0.4,2
1544481,1952-08-17T05:07:48Z,-42.85,0.0,173.16,0.1,33.0,0.0,ML,,,,3.5,0.2,4
1544482,1952-08-19T03:07:40Z,-43.1,0.0,170.94,0.1,12.0,0.0,ML,,,,4.3,0.2,6
1544483,1952-08-19T07:05:46Z,-37.9,0.0,175.5,0.0,33.0,0.0,ML,,,,3.4,nan,1
1544484,1952-08-20T08:34:55Z,-39.64,0.1,179.69,0.2,33.0,0.0,ML,,,,4.5,0.3,7
1544485,1952-08-24T10:33:29Z,-41.29,0.1,172.7,0.1,183.0,8.0,ML,,,,3.5,nan,1
1544486,1952-08-28T10:40:12Z,-40.08,0.0,177.19,0.1,12.0,0.0,MS,5.9,nan,0,5.8,0.2,7
1544487,1952-08-28T10:45:36Z,-40.14,0.2,177.42,0.3,12.0,0.0,ML,,,,4.2,0.2,6
1544488,1952-08-28T19:40:46Z,-41.88,0.0,172.56,0.0,12.0,0.0,ML,,,,3.7,0.3,5
1544489,1952-08-29T08:31:55Z,-40.04,0.1,176.91,0.1,12.0,0.0,ML,,,,5.3,0.3,7
1544490,1952-08-29T09:54:43Z,-39.62,0.0,176.63,0.0,12.0,0.0,ML,,,,4.2,0.1,7
1544492,1952-08-29T16:50:13Z,-39.59,0.1,176.05,0.1,12.0,0.0,ML,,,,3.6,0.3,5
1544493,1952-09-02T01:13:49Z,-45.01,0.3,167.39,0.3,12.0,0.0,ML,,,,4.6,0.2,6
1544494,1952-09-02T14:00:24Z,-40.13,0.0,174.16,0.1,94.0,10.0,ML,,,,4.0,nan,1
1544495,1952-09-03T09:39:12Z,-39.39,0.1,176.42,0.2,33.0,0.0,ML,,,,3.6,0.3,4
1544496,1952-09-05T01:37:12Z,-38.17,0.1,176.37,0.1,167.0,14.0,ML,,,,4.5,0.2,2
1544497,1952-09-10T11:18:09Z,-38.63,0.0,175.9,0.0,176.0,4.0,ML,,,,3.6,0.2,2
1544498,1952-09-10T19:38:07Z,-39.23,0.1,177.77,0.2,33.0,0.0,ML,,,,4.1,0.3,5
1544499,1952-09-10T22:42:43Z,-39.81,0.1,178.3,0.3,33.0,0.0,ML,,,,4.2,0.1,4
1544500,1952-09-13T01:46:44Z,-40.24,0.0,175.13,0.1,12.0,0.0,ML,,,,3.8,0.0,5
1544501,1952-09-14T08:16:43Z,-39.7,0.1,174.21,0.1,198.0,10.0,ML,,,,4.1,nan,1
1544502,1952-09-14T13:46:37Z,-41.96,0.0,173.96,0.1,12.0,0.0,ML,,,,4.4,0.2,6
1544503,1952-09-14T15:24:45Z,-42.05,0.0,173.99,0.0,12.0,0.0,ML,,,,4.0,0.2,6
1544504,1952-09-14T21:14:42Z,-41.18,0.0,174.02,0.0,12.0,0.0,ML,,,,5.1,0.6,7
1544505,1952-09-16T07:09:58Z,-39.0,0.0,175.58,0.0,150.0,2.0,ML,,,,3.9,nan,1
1544506,1952-09-16T08:04:45Z,-37.95,0.0,176.66,0.1,186.0,7.0,ML,,,,4.0,0.1,2
1544507,1952-09-17T09:33:37Z,-40.2,0.0,174.1,0.1,112.0,14.0,ML,,,,4.5,0.1,2
1544508,1952-09-17T16:17:26Z,-40.41,0.1,178.46,0.1,33.0,0.0,ML,,,,5.1,0.2,7
1544509,1952-09-23T04:58:06Z,-41.77,0.1,174.04,0.1,12.0,0.0,ML,,,,4.5,0.2,6
1544510,1952-09-23T07:10:44Z,-41.77,0.0,175.3,0.1,12.0,0.0,ML,,,,4.0,0.3,5
1544511,1952-09-26T05:53:21Z,-39.15,0.1,175.09,0.1,207.0,9.0,ML,,,,4.2,0.4,2
1544512,1952-09-26T13:00:58Z,-38.47,0.0,176.09,0.1,168.0,7.0,ML,,,,4.0,nan,2
1544513,1952-09-28T01:31:35Z,-39.94,0.0,174.07,0.1,154.0,11.0,ML,,,,5.0,0.1,2
1544515,1952-09-29T11:48:20Z,-38.57,0.1,175.58,0.1,181.0,18.0,ML,,,,5.0,0.1,2
1544516,1952-10-01T15:29:23Z,-38.15,0.1,177.79,0.2,33.0,0.0,ML,,,,4.4,0.2,7
1544517,1952-10-03T02:00:38Z,-40.56,0.0,174.05,0.0,97.0,12.0,ML,,,,3.8,nan,1
1544518,1952-10-06T08:19:49Z,-41.52,0.0,174.3,0.0,12.0,0.0,ML,,,,4.2,0.4,7
1544519,1952-10-12T11:30:13Z,-41.33,0.1,173.92,0.1,33.0,0.0,ML,,,,3.8,0.2,5
1544520,1952-10-13T21:21:28Z,-39.96,0.0,176.85,0.0,12.0,0.0,ML,,,,4.4,0.1,6
1544522,1952-10-14T08:10:40Z,-41.03,0.1,172.56,0.1,12.0,0.0,ML,,,,3.9,0.1,3
1544523,1952-10-15T15:32:06Z,-37.85,0.1,175.81,0.2,268.0,14.0,ML,,,,4.5,0.2,2
1544525,1952-10-22T22:20:30Z,-39.17,0.0,175.52,0.0,104.0,14.0,ML,,,,3.4,0.1,2
1544526,1952-10-24T06:58:27Z,-41.44,0.0,172.89,0.0,112.0,1.0,ML,,,,3.8,nan,1
1544527,1952-10-24T23:39:54Z,-41.42,0.1,172.0,0.1,12.0,0.0,ML,,,,4.3,0.3,7
1544528,1952-10-24T23:47:32Z,-41.43,0.1,172.02,0.1,12.0,0.0,ML,,,,3.9,0.2,5
1544529,1952-10-25T08:10:50Z,-38.74,0.1,175.96,0.1,158.0,14.0,ML,,,,4.6,0.1,2
1544530,1952-10-26T00:53:53Z,-38.46,0.1,176.15,0.1,178.0,14.0,ML,,,,4.3,0.1,2
1544531,1952-10-26T08:15:25Z,-38.75,0.0,174.36,0.0,33.0,0.0,ML,,,,3.6,0.3,5
1544532,1952-10-26T20:20:29Z,-40.82,0.0,174.02,0.0,33.0,0.0,ML,,,,3.7,0.1,4
1544534,1952-10-27T05:25:00Z,-41.52,0.1,176.37,0.1,33.0,0.0,ML,,,,3.6,0.3,5
1544536,1952-11-02T08:29:24Z,-38.48,0.1,176.14,0.1,159.0,14.0,ML,,,,4.3,0.1,2
