PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2014p496037,2014-07-03T12:48:43Z,-36.38,8.2,178.33,10.1,155.0,13.0,M,,,,,,,2.8,nan,9,,,,2.8,0.2,9
2014p496148,2014-07-03T13:48:06Z,-40.46,0.5,175.97,1.0,24.0,1.0,M,,,,3.9,0.2,17,3.5,nan,17,,,,3.5,0.1,17
2014p496196,2014-07-03T14:13:43Z,-45.1,2.1,167.51,3.3,114.0,4.0,M,,,,,,,2.9,nan,10,,,,2.9,0.4,10
2014p496243,2014-07-03T14:38:34Z,-39.48,0.9,175.68,0.5,20.0,1.0,M,,,,2.2,0.3,19,2.1,nan,19,,,,2.1,0.3,19
2014p497782,2014-07-04T04:18:22Z,-38.26,3.9,175.91,6.7,194.0,7.0,M,,,,,,,2.4,nan,15,,,,2.4,0.3,15
2014p498501,2014-07-04T10:41:47Z,-37.8,4.6,176.08,9.9,206.0,8.0,M,,,,3.0,0.2,10,2.7,nan,15,,,,2.7,0.3,15
2014p498576,2014-07-04T11:21:47Z,-39.52,1.3,175.66,0.9,18.0,2.0,M,,,,2.3,0.2,12,2.1,nan,12,,,,2.1,0.2,12
2014p499027,2014-07-04T15:21:59Z,-39.18,4.1,175.5,4.5,103.0,8.0,M,,,,,,,2.6,nan,7,,,,2.6,0.6,7
2014p499087,2014-07-04T15:53:45Z,-37.89,1.3,176.92,0.9,10.0,1.0,M,,,,2.3,0.1,7,2.2,nan,7,,,,2.2,0.2,7
2014p499238,2014-07-04T17:14:32Z,-39.16,3.9,174.81,5.5,235.0,8.0,M,,,,,,,2.8,nan,21,,,,2.8,0.4,21
2014p499581,2014-07-04T20:17:01Z,-38.55,3.2,175.4,4.9,121.0,8.0,M,,,,3.0,0.2,7,2.9,nan,15,,,,2.9,0.2,15
2014p499801,2014-07-04T22:14:27Z,-40.43,3.4,173.31,6.3,191.0,12.0,M,,,,,,,2.9,nan,19,,,,2.9,0.3,19
2014p500094,2014-07-05T00:50:18Z,-44.11,1.8,168.79,2.2,5.0,0.0,M,,,,2.9,0.1,8,3.0,nan,8,,,,3.0,0.2,8
2014p500235,2014-07-05T02:05:30Z,-36.36,12.4,177.23,5.3,5.0,0.0,M,,,,3.1,0.2,8,3.1,nan,8,,,,3.1,0.2,8
2014p500795,2014-07-05T07:04:03Z,-37.31,10.1,177.14,6.2,5.0,0.0,M,,,,2.9,0.2,10,2.7,nan,10,,,,2.7,0.2,10
2014p500811,2014-07-05T07:12:26Z,-37.45,8.0,177.08,3.4,6.0,7.0,M,,,,2.6,0.2,8,2.4,nan,8,,,,2.4,0.2,8
2014p501103,2014-07-05T09:47:48Z,-39.53,3.7,175.68,2.7,17.0,7.0,M,,,,1.7,0.4,7,1.7,nan,7,,,,1.7,0.4,7
2014p501629,2014-07-05T14:28:24Z,-38.93,0.5,175.81,0.8,10.0,1.0,M,,,,3.0,0.2,31,2.8,nan,31,,,,2.8,0.2,31
2014p501639,2014-07-05T14:33:22Z,-38.94,1.5,175.82,2.3,7.0,4.0,M,,,,2.2,0.2,18,2.0,nan,18,,,,2.0,0.2,18
2014p501649,2014-07-05T14:38:36Z,-38.93,0.7,175.84,0.9,11.0,1.0,M,,,,2.0,0.2,8,1.8,nan,8,,,,1.8,0.2,8
2014p501658,2014-07-05T14:43:23Z,-38.94,1.1,175.88,1.4,13.0,1.0,M,,,,1.8,0.3,7,1.6,nan,7,,,,1.6,0.3,7
2014p501668,2014-07-05T14:48:51Z,-38.93,0.6,175.83,0.7,11.0,1.0,M,,,,1.9,0.2,6,1.6,nan,6,,,,1.6,0.2,6
2014p501702,2014-07-05T15:06:52Z,-38.93,0.5,175.82,0.8,10.0,1.0,M,,,,2.1,0.2,12,1.8,nan,12,,,,1.8,0.2,12
2014p501768,2014-07-05T15:42:23Z,-38.93,2.0,175.82,2.3,7.0,4.0,M,,,,2.2,0.2,13,2.0,nan,13,,,,2.0,0.2,13
2014p501776,2014-07-05T15:46:25Z,-38.93,0.6,175.84,0.8,11.0,1.0,M,,,,1.7,0.2,6,1.4,nan,6,,,,1.4,0.3,6
2014p501786,2014-07-05T15:51:55Z,-38.93,1.0,175.85,1.3,12.0,1.0,M,,,,1.8,0.3,6,1.6,nan,6,,,,1.6,0.3,6
2014p501825,2014-07-05T16:12:22Z,-38.93,0.7,175.84,1.1,10.0,2.0,M,,,,1.7,0.2,6,1.5,nan,6,,,,1.5,0.2,6
2014p501829,2014-07-05T16:14:57Z,-38.93,0.6,175.83,0.7,10.0,1.0,M,,,,2.1,0.4,9,1.9,nan,9,,,,1.9,0.4,9
2014p501839,2014-07-05T16:19:55Z,-38.93,1.1,175.82,2.0,11.0,1.0,M,,,,1.5,0.2,4,1.2,nan,4,,,,1.2,0.2,4
2014p501870,2014-07-05T16:36:44Z,-38.93,0.7,175.84,0.6,11.0,1.0,M,,,,1.8,0.3,7,1.6,nan,7,,,,1.6,0.3,7
2014p501906,2014-07-05T16:55:45Z,-38.94,0.7,175.82,1.5,10.0,2.0,M,,,,2.6,0.2,30,2.4,nan,30,,,,2.4,0.2,30
2014p501909,2014-07-05T16:57:17Z,-38.94,0.6,175.84,0.8,10.0,1.0,M,,,,1.8,0.3,8,1.6,nan,8,,,,1.6,0.3,8
2014p501965,2014-07-05T17:27:06Z,-38.93,0.5,175.84,0.5,10.0,1.0,M,,,,2.1,0.3,11,1.8,nan,11,,,,1.8,0.3,11
2014p502020,2014-07-05T17:56:21Z,-39.26,1.0,175.21,1.2,22.0,1.0,M,,,,2.0,0.4,9,1.8,nan,9,,,,1.8,0.5,9
2014p502063,2014-07-05T18:19:38Z,-38.93,0.6,175.84,0.6,11.0,1.0,M,,,,1.8,0.5,8,1.6,nan,8,,,,1.6,0.5,8
2014p502140,2014-07-05T19:00:29Z,-38.98,1.5,173.86,2.5,6.0,2.0,M,,,,2.6,0.4,7,2.5,nan,7,,,,2.5,0.5,7
2014p502915,2014-07-06T01:53:31Z,-40.64,0.9,175.86,0.8,29.0,2.0,M,,,,1.5,0.2,6,1.2,nan,6,,,,1.2,0.2,6
2014p503147,2014-07-06T03:57:04Z,-39.27,1.1,174.86,1.2,36.0,2.0,M,,,,2.6,0.2,11,2.3,nan,12,,,,2.3,0.3,12
2014p503254,2014-07-06T04:54:09Z,-37.53,7.1,178.79,5.2,33.0,0.0,M,,,,4.4,0.3,19,4.0,nan,19,,,,4.0,0.2,19
2014p503369,2014-07-06T05:55:05Z,-43.6,1.8,172.6,2.4,2.0,2.0,M,,,,2.5,0.1,7,2.4,nan,7,,,,2.4,0.2,7
2014p503559,2014-07-06T07:36:40Z,-38.32,7.4,178.73,6.0,33.0,0.0,M,,,,3.4,0.3,12,3.3,nan,12,,,,3.3,0.3,12
2014p504503,2014-07-06T15:59:34Z,-39.8,0.9,176.8,1.3,30.0,4.0,M,,,,3.7,0.3,16,3.4,nan,16,,,,3.4,0.3,16
2014p504566,2014-07-06T16:32:54Z,-42.11,1.9,172.17,2.3,2.0,2.0,M,,,,2.7,0.2,11,2.6,nan,11,,,,2.6,0.2,11
2014p504952,2014-07-06T19:58:43Z,-39.04,3.6,174.94,7.8,227.0,11.0,M,,,,,,,2.3,nan,19,,,,2.5,0.2,19
2014p505417,2014-07-07T00:06:36Z,-38.68,10.3,175.03,12.9,281.0,15.0,M,,,,,,,2.9,nan,43,,,,2.9,0.3,43
2014p505795,2014-07-07T03:27:58Z,-45.37,3.0,167.2,3.7,94.0,4.0,M,,,,,,,3.5,nan,16,,,,3.5,0.6,16
2014p505969,2014-07-07T05:00:48Z,-36.67,23.1,177.11,19.2,244.0,23.0,M,,,,,,,2.8,nan,6,,,,2.8,0.1,6
2014p505990,2014-07-07T05:11:39Z,-36.56,9.1,177.73,8.2,216.0,9.0,M,,,,,,,2.7,nan,17,,,,2.7,0.2,17
2014p506450,2014-07-07T09:16:44Z,-39.6,3.7,174.19,5.3,214.0,8.0,M,,,,,,,2.7,nan,21,,,,2.7,0.3,21
2014p506626,2014-07-07T10:50:39Z,-47.04,8.4,166.18,5.3,33.0,0.0,M,,,,3.4,0.3,8,3.4,nan,8,,,,3.4,0.2,8
2014p506894,2014-07-07T13:13:46Z,-40.54,3.0,173.36,5.4,168.0,5.0,M,,,,3.0,0.4,7,3.1,nan,12,,,,3.1,0.5,12
2014p507037,2014-07-07T14:29:27Z,-41.67,1.9,174.15,1.4,8.0,2.0,M,,,,2.8,0.2,23,2.7,nan,23,,,,2.7,0.3,23
2014p507041,2014-07-07T14:32:34Z,-39.24,1.9,175.22,1.4,19.0,3.0,M,,,,1.8,0.3,10,1.4,nan,8,,,,1.4,0.2,8
2014p507097,2014-07-07T15:01:25Z,-42.47,1.4,172.79,1.3,6.0,1.0,M,,,,2.5,0.2,7,2.6,nan,7,,,,2.6,0.2,7
2014p507139,2014-07-07T15:24:08Z,-40.25,1.1,174.84,1.5,61.0,3.0,M,,,,2.9,0.2,20,2.6,nan,20,,,,2.6,0.3,20
2014p507215,2014-07-07T16:05:03Z,-37.91,6.3,176.01,4.6,294.0,9.0,M,,,,,,,3.3,nan,63,,,,3.3,0.3,63
2014p507351,2014-07-07T17:16:54Z,-37.1,7.8,178.92,5.8,33.0,0.0,M,,,,3.2,0.2,17,3.0,nan,17,,,,3.0,0.2,17
2014p507352,2014-07-07T17:19:29Z,-45.43,4.5,166.15,5.2,12.0,0.0,M,,,,2.9,0.2,7,2.9,nan,7,,,,2.9,0.3,7
2014p507377,2014-07-07T17:30:35Z,-45.03,1.7,167.53,2.6,54.0,4.0,M,,,,3.2,0.2,8,3.1,nan,8,,,,3.1,0.1,8
2014p507733,2014-07-07T20:40:31Z,-45.1,1.9,167.56,3.3,66.0,4.0,M,,,,3.1,0.2,11,3.0,nan,11,,,,3.0,0.3,11
2014p507901,2014-07-07T22:09:55Z,-37.62,3.9,176.04,11.3,185.0,9.0,M,,,,,,,2.7,nan,17,,,,2.7,0.2,17
2014p507918,2014-07-07T22:19:13Z,-41.67,1.3,172.01,2.3,18.0,3.0,M,,,,2.6,0.1,6,2.4,nan,6,,,,2.4,0.2,6
2014p508070,2014-07-07T23:39:53Z,-40.66,0.6,175.84,1.0,27.0,1.0,M,,,,3.8,0.2,15,3.4,nan,15,,,,3.4,0.2,15
2014p508093,2014-07-07T23:52:12Z,-45.11,2.7,167.54,4.2,122.0,4.0,M,,,,,,,2.9,nan,11,,,,2.9,0.3,11
2014p508095,2014-07-07T23:53:21Z,-38.31,4.3,178.16,2.8,12.0,0.0,M,,,,2.2,0.2,9,2.0,nan,9,,,,2.0,0.2,9
2014p508692,2014-07-08T05:11:09Z,-39.92,2.1,174.37,2.9,127.0,5.0,M,,,,,,,2.8,nan,19,,,,2.8,0.2,19
2014p508782,2014-07-08T05:59:14Z,-36.91,5.1,177.82,3.3,152.0,5.0,M,,,,,,,3.8,nan,42,,,,3.8,0.2,42
2014p508789,2014-07-08T06:02:52Z,-40.67,0.6,175.83,1.0,28.0,1.0,M,,,,3.3,0.2,19,2.9,nan,19,,,,2.9,0.2,19
2014p509013,2014-07-08T08:02:39Z,-40.53,0.7,175.93,1.0,28.0,1.0,M,,,,3.0,0.1,22,2.7,nan,22,,,,2.7,0.2,22
2014p509314,2014-07-08T10:42:38Z,-41.17,2.3,172.74,3.8,168.0,4.0,M,,,,,,,3.1,nan,16,,,,3.1,0.3,16
2014p509324,2014-07-08T10:48:09Z,-43.66,1.0,172.78,0.9,6.0,1.0,M,,,,3.3,0.2,7,3.2,nan,6,,,,3.2,0.2,6
2014p509344,2014-07-08T10:58:50Z,-45.16,2.3,167.36,3.6,118.0,4.0,M,,,,,,,2.3,nan,2,,,,2.3,0.1,2
2014p509573,2014-07-08T13:00:31Z,-40.6,0.8,175.89,1.1,30.0,1.0,M,,,,2.5,0.5,13,2.0,nan,17,,,,2.0,0.3,17
2014p509955,2014-07-08T16:24:11Z,-43.09,1.7,171.03,1.6,5.0,0.0,M,,,,2.9,0.3,11,2.2,nan,4,,,,2.2,0.8,4
2014p510076,2014-07-08T17:28:49Z,-40.3,0.9,176.66,1.6,15.0,1.0,M,,,,3.4,0.1,19,3.1,nan,19,,,,3.1,0.1,19
2014p510501,2014-07-08T21:15:11Z,-41.98,1.6,171.86,2.8,5.0,0.0,M,,,,3.0,0.2,6,2.7,nan,4,,,,2.7,0.4,4
2014p511168,2014-07-09T03:10:36Z,-39.87,2.0,173.89,3.5,137.0,5.0,M,,,,,,,3.0,nan,20,,,,3.0,0.3,20
2014p511409,2014-07-09T05:18:46Z,-39.76,1.4,176.99,2.1,31.0,2.0,M,,,,3.1,0.3,25,2.9,nan,25,,,,2.9,0.2,25
2014p511892,2014-07-09T09:36:16Z,-46.77,6.6,165.75,9.1,12.0,0.0,M,,,,3.2,0.2,5,3.2,nan,5,,,,3.2,0.2,5
2014p512470,2014-07-09T14:44:33Z,-39.98,2.0,173.64,3.7,165.0,5.0,M,,,,,,,2.8,nan,24,,,,2.8,0.2,24
2014p512520,2014-07-09T15:10:50Z,-41.78,0.9,173.88,1.1,24.0,2.0,M,,,,3.1,0.1,16,2.9,nan,16,,,,2.9,0.2,16
2014p512752,2014-07-09T17:14:18Z,-39.58,8.6,174.11,12.0,248.0,9.0,M,,,,,,,3.1,nan,7,,,,3.1,0.5,7
2014p513694,2014-07-10T01:36:08Z,-40.47,1.3,174.66,1.5,80.0,3.0,M,,,,2.6,0.2,6,2.6,nan,20,,,,2.6,0.3,20
2014p514019,2014-07-10T04:29:37Z,-43.58,1.0,172.42,1.0,10.0,2.0,M,,,,2.9,0.1,8,2.8,nan,8,,,,2.8,0.1,8
2014p514276,2014-07-10T06:46:24Z,-40.34,1.9,173.94,2.3,89.0,7.0,M,,,,2.7,0.2,11,2.5,nan,13,,,,2.5,0.2,13
2014p514659,2014-07-10T10:10:21Z,-38.34,0.5,176.24,0.5,7.0,1.0,M,,,,2.0,0.2,11,1.8,nan,11,,,,1.8,0.2,11
2014p514715,2014-07-10T10:40:24Z,-36.48,17.6,177.34,10.0,289.0,11.0,M,,,,,,,2.9,nan,13,,,,2.9,0.2,13
2014p514836,2014-07-10T11:45:05Z,-42.87,3.5,173.75,3.9,33.0,0.0,M,,,,2.9,0.2,8,2.7,nan,8,,,,2.7,0.2,8
2014p515128,2014-07-10T14:20:21Z,-36.14,8.6,178.19,7.0,168.0,12.0,M,,,,,,,3.2,nan,15,,,,3.2,0.1,15
2014p515141,2014-07-10T14:27:38Z,-45.27,8.6,166.82,7.5,12.0,0.0,M,,,,3.3,0.1,6,3.2,nan,6,,,,3.2,0.2,6
2014p515228,2014-07-10T15:13:33Z,-45.05,3.4,167.66,4.5,138.0,5.0,M,,,,,,,3.0,nan,7,,,,3.0,0.4,7
2014p515512,2014-07-10T17:45:14Z,-37.93,4.0,176.32,4.5,203.0,8.0,M,,,,,,,2.9,nan,37,,,,2.9,0.4,37
2014p515688,2014-07-10T19:18:58Z,-37.31,2.5,177.72,3.2,48.0,7.0,M,,,,3.1,0.2,15,2.8,nan,15,,,,2.8,0.4,15
2014p515689,2014-07-10T19:19:05Z,-36.04,15.6,178.82,15.1,33.0,0.0,M,,,,3.8,0.2,8,3.6,nan,11,,,,3.6,0.1,11
2014p515826,2014-07-10T20:32:35Z,-38.07,2.8,176.38,5.7,154.0,5.0,M,,,,,,,2.8,nan,25,,,,2.8,0.3,25
2014p517595,2014-07-11T12:14:39Z,-36.95,5.2,176.68,17.1,251.0,12.0,M,,,,,,,3.1,nan,22,,,,3.1,0.3,22
2014p518123,2014-07-11T16:56:20Z,-44.06,1.8,169.49,1.7,5.0,0.0,M,,,,3.0,0.2,10,3.0,nan,10,,,,3.0,0.2,10
2014p518710,2014-07-11T22:09:07Z,-36.76,7.9,177.53,12.6,235.0,10.0,M,,,,,,,3.3,nan,19,,,,3.3,0.3,19
2014p518807,2014-07-11T23:00:29Z,-43.6,0.5,172.48,0.7,9.0,1.0,M,,,,2.9,0.1,6,2.8,nan,5,,,,2.8,0.3,5
2014p518978,2014-07-12T00:32:05Z,-38.35,5.4,175.74,8.0,191.0,10.0,M,,,,,,,2.5,nan,9,,,,2.5,0.4,9
2014p519242,2014-07-12T02:52:31Z,-38.33,4.6,175.56,7.4,135.0,9.0,M,,,,,,,2.6,nan,15,,,,2.6,0.4,15
2014p520271,2014-07-12T12:00:34Z,-42.02,1.5,173.87,2.3,42.0,4.0,M,,,,3.1,0.2,13,3.0,nan,13,,,,3.0,0.2,13
2014p520838,2014-07-12T17:02:49Z,-36.94,6.8,176.78,6.6,214.0,8.0,M,,,,,,,2.7,nan,10,,,,2.7,0.2,10
2014p521136,2014-07-12T19:41:16Z,-41.33,2.5,173.03,2.8,118.0,4.0,M,,,,,,,3.5,nan,13,,,,3.5,0.3,13
2014p521914,2014-07-13T02:35:53Z,-40.64,0.6,175.85,1.4,29.0,1.0,M,,,,3.1,0.1,31,2.8,nan,31,,,,2.8,0.2,31
2014p521974,2014-07-13T03:08:02Z,-43.17,1.8,172.0,2.5,5.0,0.0,M,,,,2.9,0.2,7,2.7,nan,7,,,,2.7,0.2,7
2014p521982,2014-07-13T03:12:31Z,-43.23,0.9,172.02,1.3,11.0,1.0,M,,,,2.9,0.1,7,2.8,nan,7,,,,2.8,0.1,7
2014p522003,2014-07-13T03:23:27Z,-39.18,6.1,174.8,9.6,222.0,12.0,M,,,,,,,2.5,nan,12,,,,2.5,0.5,12
2014p522047,2014-07-13T03:47:03Z,-42.2,6.0,177.6,4.4,33.0,0.0,M,,,,3.0,0.2,16,3.0,nan,16,,,,3.0,0.2,16
2014p522682,2014-07-13T09:25:04Z,-43.42,1.9,170.98,2.6,5.0,0.0,M,,,,2.8,0.4,7,2.8,nan,7,,,,2.8,0.4,7
2014p522716,2014-07-13T09:43:23Z,-37.01,7.6,177.3,6.4,121.0,9.0,M,,,,,,,2.6,nan,10,,,,2.6,0.3,10
2014p522734,2014-07-13T09:53:11Z,-46.14,4.2,165.73,4.6,5.0,0.0,M,,,,4.6,0.2,11,4.6,nan,18,,,,4.6,0.2,18
2014p523108,2014-07-13T13:12:07Z,-40.59,0.7,175.86,1.1,32.0,1.0,M,,,,3.0,0.2,13,2.7,nan,13,,,,2.7,0.3,13
2014p523118,2014-07-13T13:17:42Z,-40.6,0.6,175.86,0.8,32.0,1.0,M,,,,3.7,0.2,14,3.4,nan,14,,,,3.4,0.3,14
2014p523135,2014-07-13T13:26:53Z,-36.63,10.0,177.41,13.2,209.0,14.0,M,,,,,,,2.9,nan,12,,,,2.9,0.3,12
2014p523366,2014-07-13T15:29:30Z,-34.83,8.9,178.86,7.9,222.0,15.0,M,,,,,,,4.0,nan,15,,,,4.0,0.2,15
2014p523377,2014-07-13T15:35:39Z,-37.67,6.0,176.27,7.3,231.0,10.0,M,,,,,,,2.4,nan,15,,,,2.4,0.3,15
2014p523390,2014-07-13T15:42:20Z,-43.55,1.2,172.47,1.2,6.0,1.0,M,,,,2.8,0.2,9,2.7,nan,9,,,,2.7,0.3,9
2014p523465,2014-07-13T16:22:30Z,-37.79,4.6,176.26,3.6,213.0,7.0,M,,,,,,,2.7,nan,52,,,,2.7,0.5,52
2014p523795,2014-07-13T19:18:13Z,-37.94,4.6,176.26,4.3,191.0,7.0,M,,,,,,,2.9,nan,72,,,,2.9,0.7,72
2014p523824,2014-07-13T19:33:23Z,-45.21,3.2,167.51,3.7,116.0,4.0,M,,,,3.6,nan,1,3.5,nan,11,,,,3.5,0.4,11
2014p523905,2014-07-13T20:17:01Z,-37.79,2.4,177.07,1.3,7.0,2.0,M,,,,2.7,0.1,14,2.4,nan,14,,,,2.4,0.2,14
2014p524102,2014-07-13T22:01:39Z,-40.09,4.0,173.51,6.1,215.0,7.0,M,,,,,,,2.9,nan,12,,,,2.9,0.3,12
2014p524207,2014-07-13T22:57:24Z,-37.05,51.6,178.27,41.1,161.0,44.0,M,,,,3.0,0.4,8,2.7,nan,10,,,,2.7,0.4,10
2014p524858,2014-07-14T04:44:25Z,-36.13,10.0,177.94,15.9,237.0,15.0,M,,,,,,,3.1,nan,12,,,,3.1,0.2,12
2014p524895,2014-07-14T05:04:09Z,-38.57,1.4,177.82,2.1,18.0,2.0,M,,,,2.8,0.2,15,2.5,nan,15,,,,2.5,0.2,15
2014p524981,2014-07-14T05:50:06Z,-37.66,4.9,176.12,6.0,160.0,8.0,M,,,,,,,2.4,nan,13,,,,2.4,0.2,13
2014p525127,2014-07-14T07:07:11Z,-37.65,10.1,176.16,25.3,313.0,15.0,M,,,,,,,2.7,nan,13,,,,2.7,0.5,13
2014p525323,2014-07-14T08:52:26Z,-37.67,7.3,180.08,5.0,33.0,0.0,M,,,,4.6,0.2,18,4.3,nan,18,,,,4.3,0.2,18
2014p525401,2014-07-14T09:33:39Z,-37.97,4.3,176.08,4.5,198.0,7.0,M,,,,,,,3.1,nan,66,,,,3.1,0.6,66
2014p525874,2014-07-14T13:45:54Z,-39.17,4.4,175.06,2.5,20.0,5.0,M,,,,2.2,0.5,7,2.0,nan,7,,,,2.0,0.6,7
2014p525957,2014-07-14T14:30:37Z,-39.25,7.9,175.09,3.8,15.0,13.0,M,,,,2.1,0.3,7,1.9,nan,7,,,,1.9,0.4,7
2014p526641,2014-07-14T20:35:08Z,-39.23,3.1,175.22,4.3,10.0,6.0,M,,,,2.1,0.4,11,1.9,nan,11,,,,1.9,0.5,11
2014p527017,2014-07-14T23:54:52Z,-40.65,0.6,175.84,0.7,26.0,1.0,M,,,,3.3,0.2,14,3.0,nan,14,,,,3.0,0.2,14
2014p527272,2014-07-15T02:10:56Z,-39.28,1.9,173.75,2.1,5.0,1.0,M,,,,2.8,0.3,7,2.6,nan,8,,,,2.6,0.3,8
2014p527429,2014-07-15T03:34:11Z,-43.59,1.4,172.37,1.2,10.0,3.0,M,,,,2.3,0.2,6,2.2,nan,6,,,,2.2,0.3,6
2014p527867,2014-07-15T07:27:49Z,-37.09,4.1,177.29,3.8,105.0,7.0,M,,,,,,,2.7,nan,11,,,,2.7,0.2,11
2014p527940,2014-07-15T08:06:47Z,-36.8,5.9,179.45,7.7,33.0,0.0,M,,,,3.3,0.3,12,3.2,nan,12,,,,3.2,0.4,12
2014p527989,2014-07-15T08:32:49Z,-37.67,4.3,176.32,4.5,133.0,7.0,M,,,,,,,2.6,nan,10,,,,2.6,0.4,10
2014p528587,2014-07-15T13:51:10Z,-37.3,4.4,177.12,2.9,33.0,0.0,M,,,,2.7,0.2,8,2.6,nan,8,,,,2.6,0.2,8
