PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1551652,1969-01-01T09:16:20Z,-40.61,0.1,173.9,0.1,119.0,24.0,ML,4.3,0.1,3
1551653,1969-01-01T12:43:31Z,-46.37,0.1,166.6,0.1,12.0,0.0,ML,4.4,0.1,6
1551654,1969-01-01T14:08:33Z,-39.85,0.0,176.71,0.1,33.0,0.0,ML,4.3,0.2,8
1551655,1969-01-01T23:01:09Z,-38.9,0.0,176.04,0.0,118.0,6.0,ML,4.0,0.2,5
1551656,1969-01-02T01:02:26Z,-37.99,0.1,176.75,0.1,188.0,10.0,ML,3.8,0.2,4
1551657,1969-01-02T04:20:26Z,-40.81,0.0,176.46,0.0,33.0,0.0,ML,3.7,0.2,3
1551658,1969-01-02T07:19:12Z,-41.05,0.1,176.87,0.1,12.0,0.0,ML,3.9,0.4,4
1551659,1969-01-02T10:25:21Z,-45.09,0.0,167.47,0.1,134.0,11.0,ML,5.8,0.3,6
1551660,1969-01-02T11:19:04Z,-37.69,0.1,177.28,0.1,180.0,9.0,ML,4.2,0.2,5
1551661,1969-01-02T14:13:12Z,-38.33,0.1,176.14,0.1,192.0,8.0,ML,4.0,0.3,5
1551662,1969-01-04T08:22:36Z,-42.32,0.1,174.04,0.0,33.0,0.0,ML,3.6,0.2,6
1551663,1969-01-04T08:57:07Z,-42.13,0.0,173.95,0.0,12.0,0.0,ML,3.8,0.1,6
1551664,1969-01-04T16:48:14Z,-42.03,0.0,171.98,0.1,12.0,0.0,ML,4.8,0.2,8
1551665,1969-01-04T19:26:22Z,-41.8,0.0,171.98,0.1,12.0,0.0,ML,3.6,0.2,5
1551666,1969-01-05T09:08:22Z,-38.54,0.1,175.92,0.1,99.0,19.0,ML,3.8,0.2,4
1551667,1969-01-05T19:50:15Z,-41.82,0.0,172.03,0.1,12.0,0.0,ML,3.5,0.2,4
1551668,1969-01-06T22:56:03Z,-39.74,0.1,174.16,0.1,201.0,14.0,ML,4.5,0.2,4
1551669,1969-01-07T03:38:52Z,-41.44,0.0,172.73,0.0,185.0,5.0,ML,4.1,0.3,2
1551670,1969-01-07T16:56:53Z,-44.57,0.1,167.45,0.1,12.0,0.0,ML,3.9,0.2,4
1551671,1969-01-09T06:24:45Z,-39.18,0.0,173.75,0.0,12.0,0.0,ML,4.0,0.3,8
1551672,1969-01-09T06:55:08Z,-39.1,0.0,173.72,0.1,12.0,0.0,ML,4.7,0.3,9
1551673,1969-01-09T13:40:58Z,-40.55,0.0,176.57,0.1,33.0,0.0,ML,4.0,0.1,5
1551675,1969-01-10T06:57:01Z,-41.7,0.0,172.01,0.0,12.0,0.0,ML,4.1,0.2,5
1551676,1969-01-10T09:22:50Z,-37.5,0.0,176.48,0.0,247.0,3.0,ML,4.3,0.2,5
1551677,1969-01-11T17:14:11Z,-38.8,0.1,175.83,0.1,132.0,17.0,ML,3.6,0.2,4
1551679,1969-01-12T01:13:04Z,-37.0,0.0,176.86,0.0,309.0,5.0,ML,4.5,0.2,5
1551680,1969-01-12T07:58:07Z,-37.83,0.1,179.64,0.3,104.0,19.0,ML,3.9,0.2,5
1551681,1969-01-12T11:27:55Z,-36.12,0.1,178.17,0.1,247.0,11.0,ML,4.4,0.1,5
1551682,1969-01-12T13:15:09Z,-40.87,0.0,175.26,0.0,12.0,0.0,ML,4.5,0.3,8
1551683,1969-01-13T08:46:19Z,-38.35,0.0,176.82,0.0,54.0,13.0,ML,4.6,0.2,5
1551684,1969-01-13T12:40:52Z,-40.88,0.0,174.89,0.1,33.0,0.0,ML,3.5,0.2,3
1551685,1969-01-14T10:11:03Z,-38.22,0.0,175.47,0.1,131.0,12.0,ML,3.8,0.2,3
1551687,1969-01-16T01:29:49Z,-38.64,0.0,175.99,0.1,12.0,0.0,ML,3.1,0.1,2
1551688,1969-01-16T04:11:34Z,-40.32,0.0,173.94,0.0,105.0,6.0,ML,4.1,0.1,3
1551689,1969-01-16T16:56:11Z,-37.87,0.0,176.48,0.0,171.0,5.0,ML,3.6,0.3,3
1551690,1969-01-19T12:44:31Z,-40.58,0.0,175.74,0.0,12.0,0.0,ML,3.6,0.3,3
1551691,1969-01-20T09:17:43Z,-37.24,0.1,176.74,0.1,293.0,11.0,ML,4.2,0.1,5
1551692,1969-01-20T09:20:50Z,-41.93,0.0,173.6,0.0,33.0,0.0,ML,3.8,0.1,3
1551693,1969-01-20T18:40:27Z,-41.75,0.0,173.08,0.1,33.0,0.0,ML,3.6,0.3,5
1551694,1969-01-23T13:58:30Z,-39.59,0.0,174.29,0.0,193.0,7.0,ML,3.7,0.2,4
1551696,1969-01-23T15:49:13Z,-39.79,0.0,174.09,0.0,120.0,9.0,ML,3.8,0.2,4
1551697,1969-01-23T20:18:39Z,-38.36,0.0,176.07,0.0,187.0,5.0,ML,3.9,0.3,3
1551698,1969-01-25T00:55:59Z,-38.18,0.0,176.4,0.0,166.0,8.0,ML,4.5,0.2,5
1551699,1969-01-25T07:45:42Z,-38.65,0.0,175.82,0.0,167.0,5.0,ML,4.7,0.2,5
1551700,1969-01-25T08:18:24Z,-40.41,0.0,176.74,0.1,33.0,0.0,ML,4.0,0.1,7
1551701,1969-01-25T09:05:15Z,-41.38,0.1,172.77,0.1,163.0,8.0,ML,3.8,0.2,2
1551702,1969-01-26T22:53:21Z,-39.94,0.0,176.97,0.1,12.0,0.0,ML,3.7,0.2,5
1551703,1969-01-27T08:25:12Z,-37.56,0.1,176.88,0.2,260.0,11.0,ML,4.3,0.2,4
1551704,1969-01-27T20:43:35Z,-38.16,0.1,176.15,0.2,182.0,25.0,ML,4.0,0.3,4
1551705,1969-01-28T04:44:04Z,-42.08,0.1,177.91,0.1,12.0,0.0,ML,4.2,0.3,7
1551706,1969-01-28T17:40:28Z,-41.91,0.0,171.97,0.0,12.0,0.0,ML,3.7,0.2,5
1551707,1969-01-30T06:01:48Z,-37.94,0.0,176.46,0.0,184.0,7.0,ML,4.5,0.2,5
1551708,1969-01-31T02:52:36Z,-44.34,0.0,168.2,0.0,12.0,0.0,ML,3.6,0.3,4
1551709,1969-01-31T04:47:00Z,-43.34,0.0,170.99,0.0,12.0,0.0,ML,3.8,0.3,7
1551710,1969-01-31T22:07:36Z,-39.48,0.0,174.15,0.0,149.0,8.0,ML,3.9,0.3,4
