PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,Md,Md_Uncertainty,Md_StationCount
25198,1987-02-26T04:15:05Z,-40.86,0.1,175.66,0.1,12.0,0.0,ML,,,,1.9,0.3,2,,,
24516,1987-03-02T01:38:48Z,-37.94,0.0,176.77,0.0,5.0,0.0,ML,,,,2.9,nan,1,,,
24517,1987-03-02T01:40:34Z,-37.93,0.0,176.84,0.0,5.0,0.0,ML,,,,3.1,nan,1,,,
24518,1987-03-02T01:41:11Z,-37.9,0.0,176.8,0.0,5.0,0.0,ML,,,,3.5,0.1,1,,,
24519,1987-03-02T01:41:29Z,-37.92,0.0,176.82,0.0,5.0,0.0,ML,,,,4.4,0.1,2,,,
24520,1987-03-02T01:45:39Z,-37.9,0.0,176.75,0.0,5.0,0.0,ML,,,,4.4,nan,1,,,
24521,1987-03-02T01:47:20Z,-38.0,0.0,176.7,0.0,5.0,0.0,ML,,,,4.0,nan,1,,,
24522,1987-03-02T01:49:07Z,-37.87,0.1,176.99,0.1,5.0,0.0,ML,,,,4.5,0.1,2,,,
24523,1987-03-02T01:50:44Z,-38.0,0.0,176.7,0.0,5.0,0.0,ML,,,,3.9,nan,1,,,
24524,1987-03-02T01:50:57Z,-37.91,0.0,176.73,0.0,11.0,0.0,ML,,,,5.6,0.2,4,,,
24525,1987-03-02T01:53:09Z,-38.0,0.0,176.75,0.0,5.0,0.0,ML,,,,3.5,nan,1,,,
24526,1987-03-02T01:54:32Z,-37.9,0.0,176.75,0.0,5.0,0.0,ML,,,,3.8,nan,1,,,
24527,1987-03-02T01:55:44Z,-37.9,0.0,176.8,0.0,5.0,0.0,ML,,,,3.4,nan,1,,,
24528,1987-03-02T01:57:16Z,-38.0,0.0,176.7,0.0,5.0,0.0,ML,,,,3.1,nan,1,,,
