PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,Mw,Mw_Uncertainty,Mw_StationCount,M,M_Uncertainty,M_StationCount
2178136,1930-02-12T06:22:00Z,-40.4,0.0,176.55,0.0,33.0,0.0,Mw,6.2,nan,0,6.2,nan,0,,,
2178137,1930-04-27T13:50:00Z,-41.0,0.0,173.0,0.0,25.0,0.0,M,,,,,,,5.5,nan,0
