PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
1555428,1974-01-01T10:55:03Z,-44.48,0.0,168.28,0.0,12.0,0.0,ML,,,,3.6,0.3,8,,,
1555429,1974-01-03T06:44:24Z,-38.96,0.0,175.38,0.0,169.0,6.0,ML,,,,3.9,0.3,7,,,
1555430,1974-01-04T06:32:35Z,-46.55,0.1,165.35,0.1,12.0,0.0,ML,,,,3.9,0.2,6,,,
1555431,1974-01-04T12:51:19Z,-37.45,0.1,179.87,0.2,119.0,12.0,ML,,,,3.9,0.2,8,,,
1555432,1974-01-04T17:00:38Z,-45.1,0.0,167.63,0.1,112.0,6.0,ML,,,,3.4,0.4,5,,,
1555433,1974-01-04T17:02:04Z,-37.22,0.0,177.42,0.1,33.0,0.0,ML,,,,4.2,0.3,10,,,
1555434,1974-01-05T03:43:37Z,-37.15,0.1,178.66,0.1,126.0,8.0,ML,,,,4.3,0.2,7,,,
1555435,1974-01-06T17:41:08Z,-38.33,0.0,176.04,0.1,162.0,7.0,ML,,,,3.9,0.4,7,,,
1555437,1974-01-08T02:03:44Z,-39.13,0.0,175.16,0.1,195.0,5.0,ML,,,,4.2,0.2,7,,,
1555438,1974-01-08T18:50:06Z,-46.08,0.1,166.56,0.1,12.0,0.0,ML,,,,3.7,0.1,5,,,
1555439,1974-01-08T23:09:00Z,-39.03,0.1,177.34,0.1,33.0,0.0,ML,,,,3.4,0.2,5,,,
1555440,1974-01-09T01:29:19Z,-38.03,0.1,176.86,0.1,79.0,8.0,ML,,,,4.6,0.3,5,,,
1555441,1974-01-09T12:49:38Z,-38.93,0.0,176.16,0.0,101.0,4.0,ML,,,,4.1,0.2,8,,,
1555442,1974-01-09T18:00:11Z,-38.25,0.0,176.25,0.0,12.0,0.0,ML,,,,2.5,nan,1,,,
1555443,1974-01-09T18:04:38Z,-38.39,0.1,176.11,0.1,12.0,0.0,ML,,,,2.8,0.2,3,,,
1555444,1974-01-09T18:10:00Z,-38.18,0.0,176.27,0.0,12.0,0.0,ML,,,,3.1,0.3,5,,,
1555445,1974-01-09T18:17:58Z,-38.25,0.0,176.25,0.0,12.0,0.0,ML,,,,2.3,nan,1,,,
1555446,1974-01-09T18:23:58Z,-38.25,0.0,176.15,0.0,12.0,0.0,ML,,,,3.1,0.3,6,,,
1555447,1974-01-09T18:29:14Z,-38.25,0.0,176.25,0.0,12.0,0.0,ML,,,,2.5,0.2,2,,,
1555448,1974-01-09T18:31:48Z,-38.23,0.0,176.24,0.0,12.0,0.0,ML,,,,3.2,0.3,6,,,
1555449,1974-01-09T18:46:02Z,-38.2,0.0,176.24,0.0,12.0,0.0,ML,,,,2.9,0.3,4,,,
1555450,1974-01-09T18:54:08Z,-38.16,0.0,176.23,0.0,12.0,0.0,ML,,,,3.2,0.2,6,,,
1555454,1974-01-10T20:50:22Z,-45.02,0.1,167.59,0.1,126.0,8.0,ML,,,,4.1,0.4,7,,,
