PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,Md,Md_Uncertainty,Md_StationCount
1566255,1985-01-01T10:02:00Z,-37.23,0.0,177.24,0.0,12.0,0.0,ML,,,,,,,3.4,0.1,4,,,
1566256,1985-01-01T10:02:53Z,-37.03,0.0,177.36,0.0,12.0,0.0,ML,,,,,,,4.1,0.2,4,,,
1566257,1985-01-01T11:17:01Z,-36.78,0.1,177.43,0.0,12.0,0.0,ML,,,,,,,3.9,0.2,4,,,
1566258,1985-01-01T12:15:04Z,-36.77,0.1,177.44,0.0,12.0,0.0,ML,,,,,,,4.5,0.2,4,,,
1566259,1985-01-01T12:20:53Z,-36.72,0.1,177.43,0.0,12.0,0.0,ML,,,,,,,4.2,0.2,4,,,
1566260,1985-01-01T12:33:13Z,-36.76,0.1,177.45,0.0,12.0,0.0,ML,,,,,,,4.0,0.3,4,,,
1566261,1985-01-01T12:36:28Z,-36.84,0.2,177.42,0.1,12.0,0.0,ML,,,,,,,3.9,0.2,4,,,
1566262,1985-01-01T13:09:21Z,-36.55,0.1,177.49,0.0,12.0,0.0,ML,,,,,,,3.9,0.2,4,,,
1566263,1985-01-01T13:15:11Z,-36.74,0.1,177.46,0.0,12.0,0.0,ML,,,,,,,4.0,0.2,4,,,
1566264,1985-01-01T13:32:50Z,-36.6,0.1,177.52,0.0,12.0,0.0,ML,,,,,,,4.5,0.2,4,,,
1566265,1985-01-01T13:50:07Z,-36.81,0.1,177.49,0.0,12.0,0.0,ML,,,,,,,3.9,0.3,4,,,
1566266,1985-01-01T13:55:13Z,-36.61,0.1,177.48,0.1,12.0,0.0,ML,,,,,,,4.1,0.3,4,,,
1566267,1985-01-01T14:06:40Z,-36.8,0.1,177.44,0.0,12.0,0.0,ML,,,,,,,4.1,0.1,4,,,
1566268,1985-01-01T14:08:05Z,-36.83,0.2,177.54,0.1,12.0,0.0,ML,,,,,,,4.8,0.2,4,,,
1566269,1985-01-01T14:10:26Z,-36.8,0.0,177.5,0.0,12.0,0.0,ML,,,,,,,4.5,0.2,3,,,
1566270,1985-01-01T14:23:30Z,-36.8,0.1,177.45,0.0,12.0,0.0,ML,,,,,,,3.9,0.2,4,,,
1566271,1985-01-01T14:29:14Z,-36.73,0.2,177.59,0.1,12.0,0.0,ML,,,,,,,4.3,0.3,4,,,
1566272,1985-01-01T15:34:27Z,-36.77,0.1,177.46,0.1,12.0,0.0,ML,,,,,,,4.8,0.3,4,,,
1566273,1985-01-01T16:40:24Z,-36.6,0.2,177.48,0.1,12.0,0.0,ML,,,,,,,5.0,0.4,5,,,
1566274,1985-01-01T16:48:06Z,-36.54,0.1,177.51,0.0,12.0,0.0,ML,,,,,,,5.0,0.2,6,,,
1566275,1985-01-01T17:04:17Z,-36.61,0.1,177.53,0.1,12.0,0.0,ML,,,,,,,4.7,0.4,3,,,
1566276,1985-01-01T17:29:01Z,-36.72,0.1,177.51,0.0,12.0,0.0,ML,,,,,,,4.3,0.2,4,,,
1566277,1985-01-01T17:32:27Z,-36.83,0.0,177.38,0.0,12.0,0.0,ML,,,,,,,3.8,0.2,4,,,
1566278,1985-01-01T17:47:31Z,-36.89,0.2,177.45,0.1,12.0,0.0,ML,,,,,,,4.0,0.2,4,,,
1566279,1985-01-01T18:00:38Z,-36.69,0.1,177.49,0.0,12.0,0.0,ML,,,,,,,4.4,0.2,3,,,
1566280,1985-01-01T18:14:49Z,-36.72,0.2,177.51,0.1,12.0,0.0,ML,,,,,,,4.8,0.2,4,,,
1566281,1985-01-01T18:21:10Z,-36.63,0.0,177.44,0.0,12.0,0.0,ML,,,,,,,3.8,0.3,4,,,
1566282,1985-01-01T18:23:33Z,-36.72,0.1,177.51,0.0,12.0,0.0,ML,,,,,,,4.1,0.2,4,,,
1566283,1985-01-01T18:50:19Z,-37.14,0.1,177.35,0.0,12.0,0.0,ML,,,,,,,3.8,0.2,4,,,
1566284,1985-01-01T18:56:20Z,-36.76,0.1,177.5,0.1,12.0,0.0,ML,,,,,,,4.2,0.2,4,,,
1566285,1985-01-01T19:10:48Z,-36.82,0.1,177.5,0.0,12.0,0.0,ML,,,,,,,4.0,0.2,4,,,
1566286,1985-01-01T19:13:00Z,-36.8,0.1,177.5,0.1,12.0,0.0,ML,,,,,,,3.8,0.2,4,,,
1687576,1985-01-01T19:48:34Z,-40.58,0.0,175.3,0.0,30.0,1.0,ML,,,,,,,2.8,nan,1,2.8,nan,2
1566287,1985-01-01T19:51:21Z,-36.64,0.1,177.54,0.1,12.0,0.0,ML,,,,,,,3.9,0.1,4,,,
1566288,1985-01-01T20:40:53Z,-36.83,0.1,177.48,0.0,12.0,0.0,ML,,,,,,,4.2,0.3,4,,,
1566289,1985-01-01T20:53:22Z,-36.66,0.1,177.53,0.1,12.0,0.0,ML,,,,,,,3.9,0.1,4,,,
1566290,1985-01-01T20:57:52Z,-36.65,0.1,177.49,0.0,12.0,0.0,ML,,,,,,,4.6,0.4,4,,,
1566291,1985-01-01T21:36:33Z,-37.0,0.1,177.43,0.0,12.0,0.0,ML,,,,,,,4.3,0.3,3,,,
1566292,1985-01-01T21:40:16Z,-36.65,0.1,177.54,0.0,12.0,0.0,ML,,,,,,,4.3,0.2,4,,,
1566293,1985-01-01T21:51:33Z,-36.92,0.1,177.52,0.0,12.0,0.0,ML,,,,,,,4.3,0.2,3,,,
1566294,1985-01-01T22:48:10Z,-36.82,0.1,177.39,0.0,12.0,0.0,ML,,,,,,,4.3,0.2,4,,,
1566295,1985-01-01T22:48:44Z,-36.83,0.2,177.38,0.1,12.0,0.0,ML,,,,,,,4.7,0.3,5,,,
1566296,1985-01-01T22:51:54Z,-36.91,0.2,177.26,0.1,12.0,0.0,ML,,,,,,,4.3,0.3,4,,,
1566297,1985-01-01T22:55:34Z,-36.86,0.1,177.34,0.0,12.0,0.0,ML,,,,,,,4.1,0.4,3,,,
1566298,1985-01-01T22:57:51Z,-36.92,0.1,177.32,0.1,12.0,0.0,ML,,,,,,,3.9,0.2,4,,,
1566299,1985-01-01T22:58:53Z,-36.85,0.1,177.38,0.1,12.0,0.0,ML,,,,,,,4.4,0.3,4,,,
1566300,1985-01-01T23:10:01Z,-36.71,0.1,177.52,0.1,12.0,0.0,ML,,,,,,,4.2,0.2,4,,,
1566301,1985-01-01T23:21:09Z,-36.84,0.2,177.35,0.1,12.0,0.0,ML,,,,,,,3.9,0.3,4,,,
1566302,1985-01-01T23:41:48Z,-39.23,0.1,174.8,0.1,188.0,13.0,ML,,,,,,,4.1,0.3,4,,,
1566303,1985-01-01T23:46:16Z,-36.92,0.1,177.3,0.0,12.0,0.0,ML,,,,,,,4.1,0.2,4,,,
1566304,1985-01-02T00:13:49Z,-36.99,0.1,177.24,0.0,12.0,0.0,ML,,,,,,,4.0,0.3,4,,,
1566305,1985-01-02T01:17:23Z,-36.97,0.1,177.24,0.1,12.0,0.0,ML,,,,,,,4.1,0.3,4,,,
1566306,1985-01-02T01:36:36Z,-36.9,0.1,177.5,0.0,12.0,0.0,ML,,,,,,,4.1,0.3,4,,,
1566307,1985-01-02T01:42:32Z,-36.71,0.1,177.62,0.1,12.0,0.0,ML,,,,,,,4.0,0.1,4,,,
1566308,1985-01-02T02:49:37Z,-37.24,0.1,177.34,0.1,12.0,0.0,ML,,,,,,,3.4,0.2,4,,,
1566309,1985-01-02T05:28:49Z,-37.1,0.1,177.43,0.0,12.0,0.0,ML,,,,,,,3.6,0.2,4,,,
1566310,1985-01-02T05:31:45Z,-36.73,0.1,177.48,0.0,12.0,0.0,ML,,,,,,,3.9,0.3,4,,,
1566311,1985-01-02T05:57:21Z,-37.33,0.1,177.24,0.1,12.0,0.0,ML,,,,,,,3.6,0.4,4,,,
1687577,1985-01-02T07:12:45Z,-41.6,0.0,174.66,0.0,33.0,1.0,ML,,,,,,,3.1,nan,1,3.4,0.1,3
1566312,1985-01-02T07:32:05Z,-37.13,0.1,177.35,0.0,12.0,0.0,ML,,,,,,,3.9,0.2,4,,,
1566313,1985-01-02T08:08:52Z,-37.16,0.1,177.36,0.0,12.0,0.0,ML,,,,,,,3.7,0.3,4,,,
1566314,1985-01-02T08:18:07Z,-36.77,0.2,177.47,0.1,12.0,0.0,ML,,,,,,,4.2,0.1,4,,,
1566315,1985-01-02T08:35:01Z,-36.9,0.1,177.34,0.1,12.0,0.0,ML,,,,,,,4.1,0.3,4,,,
1566316,1985-01-02T08:44:20Z,-37.22,0.0,177.28,0.0,12.0,0.0,ML,,,,,,,4.0,0.2,4,,,
1566317,1985-01-02T08:53:00Z,-36.85,0.1,177.27,0.1,12.0,0.0,ML,,,,,,,4.1,0.2,4,,,
1566318,1985-01-02T08:58:34Z,-36.84,0.0,177.45,0.0,12.0,0.0,ML,,,,,,,4.0,0.2,4,,,
1566319,1985-01-02T09:14:05Z,-36.98,0.1,177.33,0.0,12.0,0.0,ML,,,,,,,4.2,0.3,4,,,
1566320,1985-01-02T09:38:59Z,-37.08,0.2,177.37,0.1,12.0,0.0,ML,,,,,,,3.7,0.2,4,,,
1566321,1985-01-02T09:42:45Z,-37.08,0.0,177.31,0.0,12.0,0.0,ML,,,,,,,3.6,0.1,4,,,
1566322,1985-01-02T11:12:39Z,-37.02,0.1,177.41,0.1,12.0,0.0,ML,,,,,,,3.7,0.1,4,,,
1566323,1985-01-02T11:14:38Z,-37.1,0.1,177.43,0.1,12.0,0.0,ML,,,,,,,3.5,0.2,4,,,
1566324,1985-01-02T11:16:36Z,-44.31,0.0,168.62,0.0,5.0,0.0,ML,,,,,,,4.4,0.1,3,,,
1566325,1985-01-02T12:18:56Z,-37.03,0.1,177.37,0.0,12.0,0.0,ML,,,,,,,4.1,0.1,4,,,
1566326,1985-01-02T12:53:35Z,-36.71,0.1,177.55,0.0,12.0,0.0,ML,,,,,,,3.6,0.2,4,,,
1566327,1985-01-02T12:59:01Z,-36.64,0.1,177.55,0.1,12.0,0.0,ML,,,,,,,5.3,0.2,4,,,
1566328,1985-01-02T13:07:35Z,-36.76,0.1,177.52,0.0,12.0,0.0,ML,,,,,,,4.6,0.4,4,,,
1566329,1985-01-02T13:13:51Z,-36.95,0.0,177.39,0.0,12.0,0.0,ML,,,,,,,3.8,0.2,4,,,
1566330,1985-01-02T13:26:35Z,-36.9,0.1,177.44,0.0,12.0,0.0,ML,,,,,,,4.2,0.4,3,,,
1566331,1985-01-02T13:39:54Z,-36.62,0.1,177.58,0.1,12.0,0.0,ML,,,,,,,5.2,0.4,5,,,
1566332,1985-01-02T13:43:57Z,-37.55,0.0,177.34,0.0,12.0,0.0,ML,,,,,,,3.6,0.4,4,,,
1566333,1985-01-02T14:00:06Z,-36.62,0.1,177.64,0.0,12.0,0.0,ML,,,,,,,4.1,0.3,3,,,
1566334,1985-01-02T14:28:26Z,-36.71,0.1,177.53,0.0,12.0,0.0,ML,,,,,,,4.2,0.4,4,,,
1566335,1985-01-02T16:12:30Z,-36.7,0.1,177.58,0.0,12.0,0.0,ML,,,,,,,4.2,0.3,4,,,
1566336,1985-01-02T16:19:14Z,-36.66,0.2,177.36,0.1,12.0,0.0,ML,,,,,,,4.3,0.2,4,,,
1566337,1985-01-02T16:20:57Z,-37.07,0.1,177.33,0.0,12.0,0.0,ML,,,,,,,3.8,0.1,4,,,
1566338,1985-01-02T17:21:54Z,-36.92,0.1,177.34,0.1,12.0,0.0,ML,,,,,,,3.8,0.1,3,,,
1566339,1985-01-02T18:13:36Z,-36.74,0.1,177.52,0.0,12.0,0.0,ML,,,,,,,4.4,0.3,4,,,
1566340,1985-01-02T20:25:22Z,-36.93,0.1,177.33,0.1,12.0,0.0,Mw,5.0,nan,0,5.3,nan,0,5.3,0.2,4,,,
1566341,1985-01-02T20:29:29Z,-37.17,0.1,177.24,0.0,12.0,0.0,ML,,,,,,,3.8,0.3,4,,,
1566342,1985-01-02T20:34:04Z,-36.89,0.0,177.34,0.0,12.0,0.0,ML,,,,,,,3.7,0.3,4,,,
1566343,1985-01-02T20:39:35Z,-36.97,0.2,177.31,0.1,12.0,0.0,ML,,,,,,,4.2,0.3,4,,,
1566344,1985-01-02T21:08:56Z,-36.55,0.2,177.54,0.1,12.0,0.0,Mw,5.1,nan,0,5.3,nan,0,5.5,0.4,6,,,
1566345,1985-01-02T21:59:29Z,-36.94,0.1,177.29,0.0,12.0,0.0,ML,,,,,,,4.8,0.3,7,,,
1566346,1985-01-02T22:15:52Z,-36.93,0.1,177.36,0.1,12.0,0.0,ML,,,,,,,5.3,0.2,6,,,
1687578,1985-01-02T23:47:00Z,-41.59,0.0,174.79,0.0,29.0,1.0,ML,,,,,,,2.6,nan,2,2.5,0.1,2
1566347,1985-01-03T00:45:56Z,-36.98,0.1,177.27,0.0,12.0,0.0,ML,,,,,,,4.3,0.3,4,,,
1566348,1985-01-03T03:45:47Z,-36.94,0.1,177.28,0.0,12.0,0.0,ML,,,,,,,4.2,0.3,4,,,
1566349,1985-01-03T03:47:24Z,-36.85,0.1,177.28,0.1,12.0,0.0,ML,,,,,,,4.0,0.2,4,,,
1566350,1985-01-03T05:03:15Z,-36.92,0.1,177.36,0.0,12.0,0.0,ML,,,,,,,4.1,0.3,4,,,
1566351,1985-01-03T05:12:32Z,-37.01,0.1,177.34,0.1,12.0,0.0,ML,,,,,,,3.4,0.3,4,,,
1566352,1985-01-03T09:54:34Z,-40.56,0.0,173.47,0.0,126.0,7.0,ML,,,,,,,3.9,0.2,3,,,
1566353,1985-01-03T10:26:42Z,-36.78,0.2,177.57,0.1,12.0,0.0,ML,,,,,,,3.8,0.2,4,,,
1566354,1985-01-03T11:44:20Z,-36.76,0.1,177.58,0.0,12.0,0.0,ML,,,,,,,4.2,0.4,4,,,
1566355,1985-01-03T11:45:08Z,-36.84,0.3,177.57,0.1,12.0,0.0,ML,,,,,,,4.4,0.4,4,,,
1566356,1985-01-03T12:27:11Z,-36.85,0.1,177.39,0.0,12.0,0.0,ML,,,,,,,3.6,0.1,4,,,
1566357,1985-01-03T12:28:46Z,-36.85,0.2,177.47,0.0,12.0,0.0,ML,,,,,,,3.7,0.2,4,,,
1566358,1985-01-03T15:38:43Z,-36.84,0.1,177.54,0.0,12.0,0.0,ML,,,,,,,4.2,0.3,4,,,
1566359,1985-01-03T16:13:23Z,-38.37,0.1,178.77,0.2,33.0,0.0,ML,,,,,,,3.6,nan,1,,,
1566360,1985-01-03T16:46:08Z,-36.6,0.1,177.63,0.0,12.0,0.0,ML,,,,,,,5.0,0.3,6,,,
1566361,1985-01-03T16:51:20Z,-36.82,0.1,177.59,0.0,12.0,0.0,ML,,,,,,,3.8,0.3,4,,,
1566362,1985-01-03T22:49:31Z,-36.63,0.1,177.52,0.0,12.0,0.0,ML,,,,,,,3.9,0.1,4,,,
1566363,1985-01-04T01:21:44Z,-36.62,0.0,177.49,0.0,12.0,0.0,ML,,,,,,,3.9,0.2,4,,,
1566364,1985-01-04T01:23:40Z,-36.82,0.1,177.39,0.0,12.0,0.0,ML,,,,,,,3.9,0.2,4,,,
1566365,1985-01-04T03:02:05Z,-36.81,0.1,177.34,0.1,12.0,0.0,ML,,,,,,,4.1,0.3,4,,,
1566366,1985-01-04T03:06:00Z,-36.89,0.2,177.35,0.1,12.0,0.0,ML,,,,,,,3.8,0.2,4,,,
1566367,1985-01-04T03:21:06Z,-36.71,0.3,177.37,0.1,12.0,0.0,ML,,,,,,,3.9,0.2,4,,,
1566368,1985-01-04T03:23:17Z,-36.89,0.1,177.35,0.1,12.0,0.0,ML,,,,,,,3.9,0.2,4,,,
1566369,1985-01-04T03:26:33Z,-37.08,0.1,177.42,0.0,12.0,0.0,ML,,,,,,,3.7,0.2,4,,,
1566370,1985-01-04T03:55:03Z,-36.72,0.1,177.61,0.1,12.0,0.0,ML,,,,,,,3.9,0.1,4,,,
1687579,1985-01-04T04:34:14Z,-41.54,0.0,174.27,0.0,29.0,2.0,ML,,,,,,,2.7,0.1,3,2.3,nan,1
1566371,1985-01-04T04:35:40Z,-36.67,0.1,177.54,0.0,12.0,0.0,ML,,,,,,,4.6,0.2,4,,,
1566372,1985-01-04T05:42:54Z,-36.92,0.1,177.5,0.0,12.0,0.0,ML,,,,,,,3.9,0.2,4,,,
1566373,1985-01-04T05:44:48Z,-36.75,0.1,177.58,0.0,12.0,0.0,ML,,,,,,,4.2,0.2,3,,,
1566374,1985-01-04T06:22:59Z,-39.97,0.1,174.03,0.1,122.0,11.0,ML,,,,,,,3.9,0.2,4,,,
1566375,1985-01-04T07:32:05Z,-36.68,0.2,177.63,0.1,12.0,0.0,ML,,,,,,,4.1,0.3,4,,,
1566376,1985-01-04T07:56:52Z,-36.86,0.1,177.4,0.1,12.0,0.0,ML,,,,,,,4.2,0.2,4,,,
1566377,1985-01-04T10:21:22Z,-36.76,0.1,177.52,0.0,12.0,0.0,ML,,,,,,,4.3,0.2,4,,,
1566378,1985-01-04T11:10:03Z,-36.68,0.1,177.56,0.0,12.0,0.0,ML,,,,,,,4.5,0.2,4,,,
1566379,1985-01-04T11:21:28Z,-36.88,0.1,177.41,0.1,12.0,0.0,ML,,,,,,,4.0,0.1,4,,,
1566380,1985-01-04T12:48:27Z,-37.31,0.1,177.44,0.0,12.0,0.0,ML,,,,,,,3.3,0.1,4,,,
1566381,1985-01-04T15:25:20Z,-36.81,0.1,177.26,0.1,12.0,0.0,ML,,,,,,,4.1,0.1,4,,,
1566382,1985-01-04T18:02:45Z,-37.37,0.1,177.43,0.0,12.0,0.0,ML,,,,,,,3.4,0.3,4,,,
1566383,1985-01-04T21:21:01Z,-36.68,0.1,177.54,0.0,12.0,0.0,ML,,,,,,,4.2,0.2,4,,,
1566384,1985-01-04T21:51:35Z,-36.91,0.1,177.33,0.0,12.0,0.0,ML,,,,,,,4.0,0.3,4,,,
1566385,1985-01-04T22:35:41Z,-36.7,0.1,177.49,0.1,12.0,0.0,ML,,,,,,,4.2,0.3,4,,,
1687580,1985-01-04T23:26:57Z,-41.6,0.0,174.79,0.0,28.0,2.0,ML,,,,,,,2.2,0.1,5,,,
1566386,1985-01-04T23:55:52Z,-40.2,0.0,175.25,0.0,12.0,0.0,ML,,,,,,,4.0,0.4,8,,,
1566387,1985-01-05T00:50:17Z,-36.67,0.1,177.34,0.0,12.0,0.0,ML,,,,,,,4.2,0.2,4,,,
1566388,1985-01-05T01:06:30Z,-36.79,0.1,177.57,0.0,12.0,0.0,ML,,,,,,,4.6,0.3,4,,,
1566389,1985-01-05T03:22:10Z,-36.64,0.1,177.57,0.1,12.0,0.0,ML,,,,,,,4.5,0.2,4,,,
1566390,1985-01-05T06:32:00Z,-41.15,0.0,173.64,0.0,33.0,0.0,ML,,,,,,,3.5,0.3,5,,,
1566391,1985-01-05T07:34:16Z,-40.25,0.0,173.58,0.0,167.0,7.0,ML,,,,,,,3.9,0.4,4,,,
1566392,1985-01-05T08:11:37Z,-36.6,0.1,177.55,0.0,12.0,0.0,ML,,,,,,,4.5,0.3,4,,,
1566393,1985-01-05T08:18:15Z,-36.95,0.1,177.4,0.0,12.0,0.0,ML,,,,,,,4.0,0.4,4,,,
1566394,1985-01-05T08:24:02Z,-37.04,0.1,177.17,0.1,12.0,0.0,ML,,,,,,,4.0,0.3,4,,,
1566395,1985-01-05T08:34:33Z,-36.7,0.1,177.48,0.0,12.0,0.0,ML,,,,,,,4.3,nan,1,,,
1566396,1985-01-05T08:43:21Z,-36.59,0.2,177.63,0.1,12.0,0.0,ML,,,,,,,4.0,0.3,4,,,
1566397,1985-01-05T08:45:21Z,-36.62,0.1,177.56,0.1,12.0,0.0,ML,,,,,,,4.2,0.3,4,,,
1566398,1985-01-05T08:48:30Z,-37.08,0.1,177.1,0.0,12.0,0.0,ML,,,,,,,4.9,0.2,6,,,
1566399,1985-01-05T08:54:07Z,-37.04,0.1,177.5,0.1,12.0,0.0,ML,,,,,,,3.9,0.4,4,,,
1566400,1985-01-05T09:06:28Z,-37.04,0.1,177.28,0.0,12.0,0.0,ML,,,,,,,3.9,0.3,4,,,
1566401,1985-01-05T09:14:07Z,-36.66,0.1,177.54,0.1,12.0,0.0,ML,,,,,,,4.0,0.3,4,,,
1566402,1985-01-05T09:26:20Z,-36.69,0.1,177.57,0.1,12.0,0.0,ML,,,,,,,3.9,0.1,4,,,
1566403,1985-01-05T09:42:32Z,-36.81,0.1,177.5,0.0,12.0,0.0,ML,,,,,,,4.0,0.3,4,,,
1566404,1985-01-05T09:58:58Z,-37.09,0.0,177.34,0.0,12.0,0.0,ML,,,,,,,3.9,0.3,4,,,
1566405,1985-01-05T10:16:41Z,-36.75,0.2,177.4,0.1,12.0,0.0,ML,,,,,,,3.9,0.1,4,,,
1566406,1985-01-05T11:00:54Z,-36.61,0.2,177.57,0.1,12.0,0.0,ML,,,,,,,4.9,0.3,6,,,
1566407,1985-01-05T11:09:41Z,-36.81,0.1,177.47,0.0,12.0,0.0,ML,,,,,,,4.2,0.2,4,,,
1566408,1985-01-05T13:00:16Z,-36.98,0.1,177.31,0.0,12.0,0.0,ML,,,,,,,4.0,0.2,4,,,
1566409,1985-01-05T13:42:10Z,-36.91,0.3,177.5,0.1,12.0,0.0,ML,,,,,,,3.8,0.2,4,,,
1566410,1985-01-05T14:16:09Z,-36.86,0.2,177.56,0.0,12.0,0.0,ML,,,,,,,4.0,0.2,4,,,
1566411,1985-01-05T15:43:06Z,-36.58,0.1,177.61,0.1,12.0,0.0,ML,,,,,,,4.2,0.2,4,,,
1566412,1985-01-05T16:25:51Z,-38.17,0.0,176.6,0.0,2.0,0.0,ML,,,,,,,4.2,0.2,4,,,
1687582,1985-01-05T16:46:05Z,-40.66,0.0,175.47,0.0,30.0,1.0,ML,,,,,,,2.3,0.1,5,,,
1687583,1985-01-05T17:20:54Z,-40.74,0.0,174.25,0.0,51.0,3.0,ML,,,,,,,2.4,0.2,7,,,
1566413,1985-01-05T18:53:08Z,-36.71,0.2,177.55,0.1,12.0,0.0,ML,,,,,,,4.0,0.1,4,,,
1566414,1985-01-05T18:57:27Z,-36.59,0.1,177.59,0.1,12.0,0.0,ML,,,,,,,4.8,0.2,4,,,
1566415,1985-01-05T20:11:32Z,-38.15,0.0,176.63,0.0,2.0,0.0,ML,,,,,,,4.2,0.2,3,,,
1566416,1985-01-05T23:20:27Z,-36.8,0.1,177.43,0.1,12.0,0.0,ML,,,,,,,4.0,0.2,4,,,
1566417,1985-01-06T04:19:02Z,-37.26,0.1,177.03,0.0,12.0,0.0,ML,,,,,,,3.7,0.4,4,,,
1566418,1985-01-06T04:49:03Z,-36.91,0.1,177.06,0.1,12.0,0.0,ML,,,,,,,4.5,0.1,4,,,
1566419,1985-01-06T05:12:54Z,-36.72,0.1,177.5,0.1,12.0,0.0,ML,,,,,,,3.9,0.3,4,,,
1566420,1985-01-06T05:14:41Z,-37.17,0.1,177.24,0.1,12.0,0.0,ML,,,,,,,3.5,0.4,4,,,
1687584,1985-01-06T05:40:17Z,-40.98,0.0,173.87,0.0,70.0,4.0,ML,,,,,,,3.0,nan,1,2.9,0.1,3
1566421,1985-01-06T05:54:17Z,-37.15,0.1,177.04,0.0,12.0,0.0,ML,,,,,,,4.4,0.3,4,,,
1566422,1985-01-06T06:23:02Z,-36.86,0.1,177.01,0.0,12.0,0.0,ML,,,,,,,4.1,0.2,4,,,
1566423,1985-01-06T08:45:15Z,-37.22,0.1,177.2,0.0,12.0,0.0,ML,,,,,,,4.0,0.4,4,,,
1566424,1985-01-06T09:35:31Z,-38.15,0.0,176.61,0.0,2.0,0.0,ML,,,,,,,4.3,0.3,4,,,
1566425,1985-01-06T09:37:28Z,-36.85,0.1,177.46,0.0,12.0,0.0,ML,,,,,,,4.7,0.3,2,,,
1566426,1985-01-06T09:51:15Z,-36.75,0.1,177.44,0.0,12.0,0.0,ML,,,,,,,3.9,0.2,4,,,
1566427,1985-01-06T09:51:33Z,-37.67,0.0,176.31,0.1,288.0,5.0,ML,,,,,,,4.2,0.2,5,,,
1566428,1985-01-06T10:25:26Z,-36.95,0.1,177.02,0.1,12.0,0.0,ML,,,,,,,3.8,0.3,4,,,
1566429,1985-01-06T10:45:46Z,-37.21,0.1,177.15,0.1,12.0,0.0,ML,,,,,,,3.6,0.4,4,,,
1566430,1985-01-06T11:15:05Z,-36.81,0.1,177.43,0.0,12.0,0.0,ML,,,,,,,3.9,0.1,4,,,
