PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1544581,1953-01-03T13:10:25Z,-41.8,0.0,172.74,0.1,33.0,0.0,ML,3.9,0.1,6
1544582,1953-01-05T10:32:01Z,-39.7,0.1,176.87,0.2,12.0,0.0,ML,4.7,0.2,7
1544583,1953-01-06T17:32:20Z,-39.0,0.0,177.56,0.1,65.0,6.0,ML,3.5,0.4,2
1544584,1953-01-07T10:37:09Z,-41.13,0.1,174.09,0.0,33.0,0.0,ML,3.9,0.3,4
1544585,1953-01-07T12:50:12Z,-37.35,0.0,177.79,0.1,145.0,5.0,ML,4.3,0.1,2
1544586,1953-01-08T04:44:50Z,-40.45,0.0,174.33,0.0,12.0,0.0,ML,4.0,0.3,6
1544587,1953-01-08T15:55:22Z,-43.75,0.0,172.75,0.0,33.0,0.0,ML,3.4,nan,1
1544588,1953-01-09T15:38:36Z,-41.17,0.0,173.63,0.0,68.0,6.0,ML,4.2,0.1,2
1544589,1953-01-10T05:05:55Z,-39.47,0.1,176.74,0.1,12.0,0.0,ML,4.6,0.2,7
1544590,1953-01-10T08:44:42Z,-38.27,0.2,177.25,0.3,112.0,19.0,ML,4.1,0.1,2
1544591,1953-01-10T17:27:17Z,-37.78,0.1,177.37,0.1,12.0,0.0,ML,4.0,0.3,5
1544593,1953-01-12T07:08:34Z,-39.26,0.1,177.4,0.2,12.0,0.0,ML,4.8,0.2,7
1544594,1953-01-12T07:21:28Z,-39.26,0.0,177.4,0.0,12.0,0.0,ML,3.8,nan,1
1544596,1953-01-14T01:43:59Z,-37.83,0.2,176.86,0.2,12.0,0.0,ML,5.4,0.2,7
1544597,1953-01-16T19:12:56Z,-37.73,0.1,177.71,0.1,71.0,23.0,ML,4.4,0.1,2
1544598,1953-01-17T01:20:17Z,-39.89,0.1,176.63,0.1,12.0,0.0,ML,4.1,0.3,7
1544599,1953-01-17T22:19:27Z,-41.79,0.1,173.88,0.1,12.0,0.0,ML,4.1,0.3,7
1544600,1953-01-18T19:03:14Z,-38.68,0.1,175.85,0.1,158.0,18.0,ML,3.7,0.3,2
1544601,1953-01-18T20:16:32Z,-38.57,0.2,176.19,0.2,127.0,27.0,ML,4.3,0.1,2
1544603,1953-01-23T12:54:55Z,-46.5,0.0,168.0,0.0,12.0,0.0,ML,4.3,nan,2
1544604,1953-01-24T06:34:34Z,-36.25,0.1,-179.92,0.1,33.0,0.0,ML,5.0,0.2,7
1544605,1953-01-24T15:35:44Z,-39.48,0.0,176.49,0.1,33.0,0.0,ML,4.2,0.2,7
1544606,1953-01-27T05:38:08Z,-40.05,0.1,176.5,0.2,33.0,0.0,ML,4.0,0.3,5
1544607,1953-01-31T05:25:56Z,-41.34,0.1,173.11,0.1,99.0,11.0,ML,3.8,nan,1
1544608,1953-02-03T16:37:44Z,-41.39,0.1,174.13,0.1,60.0,0.0,ML,3.6,nan,1
1544609,1953-02-07T07:40:31Z,-46.03,0.3,165.82,0.4,33.0,0.0,ML,5.2,0.3,6
1544610,1953-02-07T13:37:56Z,-38.67,0.3,178.7,0.5,33.0,0.0,ML,4.7,0.4,6
1544611,1953-02-10T11:40:59Z,-40.87,0.1,172.6,0.2,15.0,0.0,ML,4.3,0.2,6
1544612,1953-02-10T23:54:24Z,-38.21,0.0,176.58,0.1,164.0,7.0,ML,3.8,0.4,2
1544614,1953-02-16T22:05:50Z,-38.41,0.1,178.63,0.2,126.0,29.0,ML,4.3,0.1,2
1544615,1953-02-19T08:52:16Z,-40.04,0.1,174.12,0.3,139.0,39.0,ML,3.9,nan,1
1544616,1953-02-20T00:33:17Z,-41.2,0.1,175.33,0.1,48.0,11.0,ML,3.6,nan,1
1544617,1953-02-20T03:17:30Z,-41.31,0.1,174.11,0.1,36.0,12.0,ML,3.0,nan,1
1544618,1953-02-20T11:46:27Z,-37.33,0.1,177.78,0.1,153.0,11.0,ML,4.5,0.1,2
1544619,1953-02-23T04:52:44Z,-41.02,0.3,172.25,0.2,12.0,0.0,ML,3.5,0.3,3
