PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1557654,1976-07-01T02:54:34Z,-41.33,0.1,174.81,0.0,33.0,0.0,ML,3.1,0.3,2
1557655,1976-07-01T03:38:07Z,-38.97,0.0,175.9,0.0,33.0,0.0,ML,3.4,0.6,9
1557656,1976-07-01T07:17:38Z,-38.32,0.0,175.96,0.1,163.0,8.0,ML,4.3,0.2,7
1557657,1976-07-01T12:51:15Z,-40.09,0.0,176.92,0.1,33.0,0.0,ML,4.8,0.4,12
1557658,1976-07-01T19:36:27Z,-41.19,0.0,175.93,0.1,12.0,0.0,ML,3.9,0.4,7
1557659,1976-07-01T21:39:09Z,-46.77,0.1,166.1,0.1,12.0,0.0,ML,3.9,0.1,4
1582232,1976-07-02T00:39:24Z,-43.63,0.1,170.3,0.0,1.0,0.0,ML,2.3,0.3,6
1582233,1976-07-02T00:48:06Z,-44.43,0.0,169.86,0.0,6.0,1.0,ML,1.8,0.1,7
1582234,1976-07-02T03:32:25Z,-44.22,0.0,170.33,0.0,7.0,1.0,ML,1.5,0.2,6
1582235,1976-07-02T05:11:54Z,-43.69,0.0,169.8,0.0,3.0,0.0,ML,2.6,0.1,9
1582236,1976-07-02T11:08:12Z,-44.15,0.0,170.59,0.0,6.0,0.0,ML,2.1,0.2,5
1582237,1976-07-02T16:42:20Z,-43.9,0.0,169.39,0.1,4.0,3.0,ML,2.3,0.2,6
1557660,1976-07-02T18:35:11Z,-44.0,0.0,168.58,0.1,12.0,0.0,ML,3.5,0.2,6
1582238,1976-07-03T03:24:46Z,-43.97,0.0,170.39,0.0,4.0,1.0,ML,2.5,0.1,7
1557661,1976-07-05T00:14:06Z,-40.19,0.0,175.15,0.1,33.0,0.0,ML,3.4,0.5,4
1557662,1976-07-05T01:32:37Z,-37.81,0.0,178.2,0.0,33.0,0.0,ML,3.8,0.4,7
1557663,1976-07-05T03:46:24Z,-38.39,0.0,176.07,0.1,167.0,8.0,ML,4.4,0.4,5
1582239,1976-07-05T17:40:56Z,-44.04,0.0,169.6,0.0,5.0,1.0,ML,2.3,0.1,9
1557664,1976-07-06T01:52:15Z,-39.75,0.0,173.65,0.1,33.0,0.0,ML,4.4,0.4,7
1582240,1976-07-06T06:15:53Z,-44.21,0.0,169.9,0.0,9.0,1.0,ML,2.0,0.2,4
1557665,1976-07-07T00:37:08Z,-35.59,0.1,179.73,0.1,213.0,13.0,ML,4.2,0.3,3
1557666,1976-07-07T13:39:36Z,-38.84,0.0,175.67,0.1,120.0,5.0,ML,4.3,0.2,8
1582241,1976-07-07T22:35:57Z,-44.35,0.0,170.09,0.0,9.0,1.0,ML,2.0,0.0,3
1557667,1976-07-07T23:10:59Z,-46.36,0.0,165.65,0.1,12.0,0.0,ML,3.7,0.2,2
1557668,1976-07-08T08:16:53Z,-45.14,0.0,167.68,0.1,33.0,0.0,ML,3.3,0.3,6
1582242,1976-07-08T16:40:54Z,-44.36,0.0,169.91,0.0,12.0,1.0,ML,1.4,0.1,4
1582243,1976-07-08T17:39:36Z,-44.27,0.0,169.85,0.0,9.0,1.0,ML,1.6,0.2,4
1582244,1976-07-09T16:11:08Z,-44.56,0.0,169.96,0.0,6.0,0.0,ML,1.7,0.4,3
1557669,1976-07-09T20:35:18Z,-39.98,0.0,176.68,0.0,12.0,0.0,ML,4.0,0.2,7
