PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount
1543324,1948-07-01T18:37:27Z,-39.75,0.0,176.7,0.0,12.0,0.0,ML,4.1,0.2,3
1543325,1948-07-03T19:13:49Z,-42.23,0.0,172.73,0.1,12.0,0.0,ML,3.9,nan,2
1543326,1948-07-03T21:10:28Z,-38.14,0.0,176.72,0.0,236.0,1.0,ML,5.4,nan,0
1543327,1948-07-04T14:13:07Z,-40.33,0.0,175.57,0.1,12.0,0.0,ML,4.5,0.4,3
1543328,1948-07-11T08:03:50Z,-42.37,0.0,172.7,0.0,12.0,0.0,ML,4.0,nan,2
1543329,1948-07-11T19:24:30Z,-38.6,0.0,178.9,0.0,12.0,0.0,ML,3.3,nan,0
1543330,1948-07-12T00:24:06Z,-42.07,0.0,172.61,0.0,12.0,0.0,ML,4.3,0.1,3
1543331,1948-07-12T07:46:50Z,-45.49,0.2,168.6,0.3,12.0,0.0,ML,5.0,0.2,2
1543332,1948-07-13T11:37:08Z,-39.23,0.0,176.17,0.0,12.0,0.0,ML,4.0,0.2,2
1543333,1948-07-14T01:16:57Z,-42.7,0.1,172.93,0.1,12.0,0.0,ML,4.0,nan,0
1543334,1948-07-14T03:19:41Z,-45.34,0.3,167.37,0.6,12.0,0.0,ML,4.9,nan,0
1543335,1948-07-14T10:48:23Z,-46.02,0.1,167.89,0.2,12.0,0.0,ML,5.5,0.2,4
1543336,1948-07-15T02:19:23Z,-39.8,0.1,175.38,0.1,33.0,0.0,ML,4.0,nan,0
1543337,1948-07-16T16:34:40Z,-38.97,0.1,175.12,0.1,12.0,0.0,ML,4.2,nan,0
1543338,1948-07-17T10:51:12Z,-41.4,0.0,172.92,0.1,12.0,0.0,ML,4.2,0.1,3
1543339,1948-07-18T08:23:48Z,-45.0,0.0,167.5,0.0,12.0,0.0,ML,4.3,nan,0
1543340,1948-07-23T09:19:23Z,-45.48,0.1,167.25,0.2,12.0,0.0,ML,5.0,0.1,2
1543341,1948-07-24T19:13:45Z,-41.6,0.0,173.8,0.0,12.0,0.0,ML,3.5,nan,0
1543342,1948-07-26T14:20:42Z,-38.81,0.1,178.58,0.1,12.0,0.0,ML,3.9,nan,0
1543343,1948-07-29T05:09:57Z,-39.75,0.1,174.01,0.1,206.0,11.0,ML,5.3,0.3,2
1543344,1948-07-29T18:59:55Z,-42.68,0.0,173.17,0.1,12.0,0.0,ML,3.8,0.1,3
1543345,1948-08-03T01:58:18Z,-40.08,0.1,173.72,0.2,33.0,0.0,ML,4.1,nan,0
1543346,1948-08-09T14:34:24Z,-40.5,0.0,174.05,0.0,12.0,0.0,ML,3.9,0.1,2
1543347,1948-08-12T01:03:10Z,-42.26,0.0,172.75,0.0,12.0,0.0,ML,3.9,0.3,3
1543348,1948-08-14T07:02:03Z,-38.31,0.0,176.46,0.1,234.0,5.0,ML,5.3,0.4,2
1543350,1948-08-14T23:39:38Z,-35.42,0.1,179.16,0.1,12.0,0.0,ML,5.5,0.3,4
1543351,1948-08-15T01:14:18Z,-35.5,0.1,179.52,0.1,12.0,0.0,ML,5.2,0.3,3
1543353,1948-08-16T09:24:35Z,-38.69,0.2,-179.56,0.2,33.0,0.0,ML,4.7,0.2,2
