PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mb,Mb_Uncertainty,Mb_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
1554992,1973-05-19T14:08:03Z,-38.41,0.1,176.0,0.1,166.0,9.0,ML,,,,4.5,0.3,5,,,,,,
1554993,1973-05-21T04:16:01Z,-39.67,0.0,174.46,0.1,128.0,10.0,ML,,,,4.0,0.3,4,,,,,,
1554994,1973-05-22T05:07:02Z,-37.6,0.1,177.75,0.1,33.0,0.0,ML,,,,3.9,0.2,7,,,,,,
1554995,1973-05-22T19:11:54Z,-44.55,0.0,167.99,0.1,33.0,0.0,ML,,,,4.8,0.2,8,,,,,,
1554996,1973-05-23T09:47:58Z,-37.46,0.1,178.29,0.0,33.0,0.0,ML,,,,3.5,0.2,6,,,,,,
1554997,1973-05-23T16:33:53Z,-38.21,0.0,176.1,0.1,166.0,6.0,ML,,,,4.2,0.3,6,,,,,,
1554998,1973-05-25T01:30:03Z,-39.96,0.1,172.74,0.1,12.0,0.0,ML,,,,3.4,0.2,5,,,,,,
1554999,1973-05-25T03:16:44Z,-39.98,0.0,172.7,0.1,12.0,0.0,ML,,,,3.9,0.3,9,,,,,,
1555000,1973-05-25T03:20:58Z,-40.0,0.0,172.71,0.0,12.0,0.0,ML,,,,4.6,0.3,12,,,,,,
1555001,1973-05-25T13:43:14Z,-39.1,0.0,177.83,0.1,12.0,0.0,ML,,,,4.1,0.3,12,,,,,,
1555002,1973-05-25T21:04:55Z,-38.66,0.0,177.93,0.1,33.0,0.0,ML,,,,3.9,0.2,5,,,,,,
1555003,1973-05-26T07:38:42Z,-40.44,0.0,176.78,0.1,33.0,0.0,ML,,,,4.2,0.3,6,,,,,,
1555004,1973-05-26T08:37:17Z,-45.36,0.1,166.6,0.2,33.0,0.0,ML,,,,3.8,0.1,7,,,,,,
1555005,1973-05-26T22:31:53Z,-39.49,0.1,174.2,0.1,231.0,11.0,ML,,,,4.6,0.3,7,,,,,,
1555006,1973-05-27T00:22:15Z,-38.75,0.1,175.53,0.2,136.0,51.0,ML,,,,4.2,0.4,7,,,,,,
1555007,1973-05-28T07:08:24Z,-37.93,0.0,177.0,0.0,12.0,0.0,ML,,,,3.0,0.2,2,,,,,,
1555008,1973-05-28T09:25:00Z,-40.07,0.1,178.55,0.1,33.0,0.0,ML,,,,5.0,0.2,8,,,,,,
1555009,1973-05-28T11:20:00Z,-37.94,0.0,176.87,0.0,12.0,0.0,ML,,,,3.0,0.2,4,,,,,,
1555010,1973-05-29T02:40:23Z,-37.87,0.0,176.86,0.0,12.0,0.0,ML,,,,4.0,0.3,7,,,,,,
1555011,1973-05-29T11:10:50Z,-40.54,0.1,175.82,0.1,58.0,13.0,ML,,,,4.8,0.3,4,,,,,,
1555012,1973-05-29T23:20:04Z,-38.63,0.0,175.75,0.1,141.0,9.0,ML,,,,4.4,0.3,5,,,,,,
1555013,1973-05-30T06:16:04Z,-37.95,0.0,176.89,0.0,12.0,0.0,ML,,,,3.7,0.3,6,,,,,,
1555014,1973-05-30T09:49:22Z,-37.23,0.0,177.57,0.0,33.0,0.0,ML,,,,4.0,0.2,10,,,,,,
1555015,1973-05-31T16:29:52Z,-39.38,0.0,175.25,0.1,33.0,0.0,ML,,,,3.1,0.4,5,,,,,,
1555016,1973-05-31T17:33:32Z,-45.05,0.1,167.65,0.1,117.0,14.0,ML,,,,5.0,0.4,6,,,,,,
1555017,1973-06-01T15:17:17Z,-38.6,0.1,175.82,0.1,12.0,0.0,ML,,,,2.4,nan,1,,,,,,
1555018,1973-06-01T18:30:37Z,-38.69,0.2,176.05,0.2,12.0,0.0,ML,,,,2.6,0.1,2,,,,,,
1555019,1973-06-02T00:15:43Z,-41.63,0.0,171.94,0.0,12.0,0.0,ML,,,,3.5,0.1,5,,,,,,
1555020,1973-06-02T16:12:10Z,-38.27,0.1,176.05,0.1,178.0,22.0,ML,,,,3.6,0.4,5,,,,,,
1555021,1973-06-03T11:15:36Z,-39.29,0.0,177.2,0.0,33.0,0.0,ML,,,,3.7,0.3,8,,,,,,
1555022,1973-06-03T15:55:34Z,-38.8,0.0,174.75,0.1,44.0,9.0,ML,,,,3.7,0.4,3,,,,,,
1555023,1973-06-05T05:47:34Z,-37.51,0.1,176.37,0.1,290.0,14.0,ML,,,,4.3,0.3,6,,,,,,
1555024,1973-06-05T06:08:11Z,-45.45,0.1,166.49,0.1,33.0,0.0,ML,,,,3.7,0.1,6,,,,,,
1555025,1973-06-06T11:57:04Z,-38.0,0.0,176.04,0.1,205.0,7.0,ML,,,,4.2,0.2,7,,,,,,
1555026,1973-06-06T12:02:27Z,-39.01,0.0,178.09,0.1,33.0,0.0,ML,,,,4.1,0.3,10,,,,,,
1555027,1973-06-06T17:15:05Z,-41.87,0.0,171.84,0.1,12.0,0.0,ML,,,,4.0,0.2,6,,,,,,
1555028,1973-06-06T17:54:23Z,-38.47,0.0,176.1,0.0,12.0,0.0,ML,,,,3.2,0.2,5,,,,,,
1555030,1973-06-07T20:10:54Z,-37.88,0.0,176.76,0.0,12.0,0.0,ML,,,,4.1,0.2,7,,,,,,
1555031,1973-06-07T20:25:05Z,-37.87,0.0,176.78,0.0,12.0,0.0,ML,,,,4.0,0.2,7,,,,,,
1555032,1973-06-08T11:11:59Z,-37.88,0.1,177.49,0.1,12.0,0.0,ML,,,,4.6,0.3,11,,,,,,
1555033,1973-06-08T15:49:42Z,-37.87,0.0,176.82,0.0,12.0,0.0,ML,,,,3.6,0.3,7,,,,,,
1555034,1973-06-09T00:44:29Z,-37.44,0.0,177.21,0.1,33.0,0.0,ML,,,,4.2,0.3,8,,,,,,
1555035,1973-06-09T02:48:49Z,-37.09,0.0,177.15,0.0,171.0,8.0,ML,,,,4.6,0.3,5,,,,,,
1555036,1973-06-09T04:41:19Z,-44.22,0.0,168.81,0.1,12.0,0.0,ML,,,,4.7,0.3,11,,,,,,
1555038,1973-06-11T03:44:11Z,-40.49,0.1,176.85,0.1,12.0,0.0,ML,,,,3.8,0.3,8,,,,,,
1555039,1973-06-11T04:03:24Z,-38.5,0.0,176.0,0.0,12.0,0.0,ML,,,,2.2,nan,1,,,,,,
1555040,1973-06-11T09:03:26Z,-38.5,0.0,176.0,0.0,12.0,0.0,ML,,,,2.3,nan,1,,,,,,
1555041,1973-06-11T20:51:13Z,-45.42,0.0,167.15,0.1,33.0,0.0,ML,,,,4.6,0.1,6,,,,,,
1555043,1973-06-13T09:36:16Z,-40.48,0.1,174.65,0.1,104.0,18.0,ML,,,,4.9,0.3,6,,,,,,
1555044,1973-06-16T00:23:32Z,-41.1,0.0,174.57,0.1,12.0,0.0,ML,,,,3.6,0.3,7,,,,,,
1555045,1973-06-18T09:44:39Z,-36.72,0.0,177.15,0.0,12.0,0.0,ML,,,,4.3,0.3,11,,,,,,
1555046,1973-06-19T01:54:03Z,-38.95,0.1,174.89,0.1,219.0,10.0,ML,,,,3.6,0.3,7,,,,,,
1555047,1973-06-19T04:20:28Z,-43.52,0.0,172.56,0.0,12.0,0.0,ML,,,,2.8,0.2,5,,,,,,
1555049,1973-06-20T06:21:12Z,-40.02,0.0,176.61,0.1,12.0,0.0,ML,,,,3.3,0.3,9,,,,,,
1555050,1973-06-20T14:17:19Z,-37.25,0.0,176.79,0.1,261.0,5.0,ML,,,,4.8,0.3,8,,,,,,
1555051,1973-06-20T22:57:56Z,-36.34,0.1,177.98,0.1,300.0,5.0,ML,,,,4.2,0.2,7,,,,,,
1555052,1973-06-22T05:31:31Z,-41.46,0.1,174.51,0.1,12.0,0.0,ML,,,,3.6,0.2,4,,,,,,
1555053,1973-06-22T10:56:23Z,-39.65,0.0,175.44,0.0,12.0,0.0,ML,,,,3.4,0.4,10,,,,,,
1555054,1973-06-22T22:21:43Z,-37.12,0.1,176.92,0.2,253.0,17.0,ML,,,,4.0,0.4,5,,,,,,
1555055,1973-06-22T22:47:21Z,-37.13,0.1,176.84,0.1,362.0,7.0,ML,,,,5.7,0.4,6,,,,,,
1555056,1973-06-25T20:51:00Z,-37.5,0.0,177.14,0.0,140.0,6.0,ML,,,,4.4,0.3,5,,,,,,
1555057,1973-06-26T09:29:57Z,-37.05,0.0,176.74,0.1,365.0,5.0,ML,,,,4.6,0.3,8,,,,,,
1555058,1973-06-26T14:00:08Z,-37.83,0.0,177.3,0.0,60.0,9.0,ML,,,,4.1,0.2,6,,,,,,
1555059,1973-06-27T23:13:24Z,-41.49,0.0,171.95,0.1,12.0,0.0,ML,,,,4.2,0.3,13,,,,,,
1555061,1973-06-28T10:06:33Z,-41.87,0.0,173.31,0.1,12.0,0.0,ML,,,,4.6,0.3,17,,,,,,
1555062,1973-06-28T17:48:40Z,-44.94,0.0,167.97,0.1,12.0,0.0,ML,,,,4.0,0.2,6,,,,,,
1555063,1973-06-29T01:34:11Z,-38.58,0.0,179.09,0.1,52.0,5.0,ML,,,,4.4,0.3,6,,,,,,
1555064,1973-06-29T10:53:13Z,-41.88,0.0,173.34,0.0,84.0,7.0,ML,,,,3.7,0.3,2,,,,,,
