PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount
1545538,1957-01-05T05:40:00Z,-41.34,0.1,178.43,0.1,33.0,0.0,ML,,,,4.5,0.4,5
1545539,1957-01-08T10:54:33Z,-36.38,0.1,177.28,0.3,266.0,20.0,ML,,,,4.8,0.3,2
1545540,1957-01-09T02:44:03Z,-38.34,0.3,177.96,0.4,33.0,0.0,ML,,,,3.2,nan,1
1545541,1957-01-09T21:37:59Z,-38.18,0.1,175.8,0.2,274.0,17.0,ML,,,,4.8,0.1,2
1545543,1957-01-11T22:25:02Z,-38.26,0.1,178.08,0.2,12.0,0.0,ML,,,,4.8,0.2,6
1545544,1957-01-12T00:31:38Z,-44.22,0.8,167.07,0.4,33.0,0.0,ML,,,,5.0,0.1,3
1545545,1957-01-13T05:34:32Z,-38.4,0.1,175.81,0.1,211.0,15.0,ML,,,,4.2,0.1,2
1545546,1957-01-19T01:36:57Z,-40.16,0.0,175.13,0.1,69.0,21.0,ML,,,,4.3,0.5,2
1545547,1957-01-21T01:14:39Z,-36.0,0.0,175.5,0.0,33.0,0.0,ML,,,,3.4,nan,1
1545548,1957-01-24T01:20:04Z,-39.04,0.1,176.2,0.1,88.0,26.0,ML,,,,4.7,0.2,2
1545549,1957-01-24T15:16:48Z,-39.65,0.1,174.19,0.1,197.0,11.0,ML,,,,4.0,0.1,2
1545550,1957-01-24T17:18:23Z,-36.0,0.0,175.0,0.0,33.0,0.0,ML,,,,3.3,nan,1
1545551,1957-01-30T06:18:52Z,-38.32,0.1,176.73,0.1,177.0,6.0,ML,,,,4.4,0.1,2
1545552,1957-01-31T14:54:21Z,-39.97,0.1,176.93,0.1,33.0,0.0,ML,,,,3.8,0.5,4
1545553,1957-02-03T18:19:43Z,-41.38,0.0,173.91,0.0,12.0,0.0,ML,,,,4.4,0.2,7
1545554,1957-02-03T23:52:47Z,-38.48,0.1,176.07,0.2,201.0,19.0,ML,,,,4.5,0.2,2
1545555,1957-02-06T11:55:28Z,-39.3,0.0,175.25,0.0,12.0,0.0,ML,,,,3.9,0.3,3
1545557,1957-02-09T13:29:19Z,-34.25,0.1,-179.51,0.3,314.0,41.0,ML,,,,6.8,0.1,2
1545559,1957-02-15T07:44:02Z,-36.58,0.0,178.44,0.1,193.0,8.0,ML,,,,4.2,nan,2
1545560,1957-02-16T22:42:40Z,-39.95,0.1,173.1,0.1,12.0,0.0,ML,,,,4.3,0.3,6
1545561,1957-02-17T01:17:04Z,-44.83,0.1,168.36,0.3,33.0,0.0,ML,,,,4.0,0.3,3
1545562,1957-02-19T04:04:31Z,-38.72,0.1,175.3,0.1,266.0,14.0,ML,,,,4.4,0.3,2
1545563,1957-02-22T00:30:10Z,-39.19,0.0,175.14,0.0,5.0,0.0,MS,4.9,nan,0,5.6,0.3,7
1545564,1957-03-01T01:30:44Z,-37.87,0.0,176.27,0.1,208.0,6.0,ML,,,,4.2,0.1,2
1545565,1957-03-02T08:40:19Z,-38.54,0.1,176.13,0.2,176.0,17.0,ML,,,,4.3,0.1,2
1545566,1957-03-03T09:45:30Z,-42.93,0.0,171.07,0.1,12.0,0.0,ML,,,,4.1,0.2,4
1545567,1957-03-04T12:17:38Z,-44.5,0.7,167.24,1.0,33.0,0.0,ML,,,,4.2,nan,1
1545568,1957-03-04T18:20:27Z,-39.03,0.1,174.05,0.1,12.0,0.0,ML,,,,3.3,nan,1
1545569,1957-03-04T21:20:28Z,-41.12,0.0,174.93,0.1,12.0,0.0,ML,,,,3.7,0.1,3
1545570,1957-03-07T05:29:18Z,-38.86,0.2,178.44,0.2,12.0,0.0,ML,,,,4.8,0.1,6
1545571,1957-03-11T22:05:43Z,-37.12,0.1,178.25,0.3,136.0,29.0,ML,,,,4.2,0.1,2
1545572,1957-03-13T00:30:24Z,-38.01,0.1,177.99,0.1,12.0,0.0,ML,,,,4.0,0.1,3
1545573,1957-03-13T09:11:29Z,-38.69,0.1,175.33,0.1,273.0,10.0,ML,,,,6.0,nan,1
1545574,1957-03-18T02:58:24Z,-38.14,0.1,176.03,0.1,168.0,7.0,ML,,,,4.4,nan,2
1545575,1957-03-23T06:06:40Z,-38.0,0.0,176.8,0.0,12.0,0.0,ML,,,,3.2,nan,1
1545576,1957-03-23T09:49:33Z,-39.85,0.0,176.99,0.0,12.0,0.0,ML,,,,4.3,0.4,5
1545577,1957-03-24T03:49:48Z,-40.61,0.1,176.06,0.1,12.0,0.0,ML,,,,4.7,0.4,7
1545578,1957-03-24T07:19:46Z,-42.9,0.1,171.36,0.1,12.0,0.0,ML,,,,4.5,0.3,5
1545579,1957-03-24T23:21:05Z,-40.66,0.1,175.48,0.1,33.0,0.0,ML,,,,3.8,0.3,4
1545581,1957-03-29T20:01:22Z,-38.7,0.0,175.69,0.1,142.0,8.0,ML,,,,4.5,0.2,2
1545582,1957-03-29T20:48:30Z,-42.41,0.1,171.54,0.0,33.0,0.0,ML,,,,3.3,nan,1
1545583,1957-03-31T12:52:50Z,-42.79,0.0,171.59,0.0,12.0,0.0,ML,,,,4.4,0.4,3
1545584,1957-04-06T15:28:04Z,-40.18,0.1,175.08,0.1,33.0,0.0,ML,,,,4.3,0.3,7
1545585,1957-04-09T10:16:50Z,-39.09,0.0,175.42,0.1,12.0,0.0,ML,,,,4.3,0.3,5
