PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2017p489190,2017-07-01T00:00:54Z,-36.09,12.9,177.55,11.1,261.0,14.0,M,,,,4.0,0.3,6,4.4,nan,56,,,,4.4,0.4,56
2017p489406,2017-07-01T01:55:34Z,-38.08,6.6,176.24,7.4,148.0,11.0,M,,,,,,,2.8,nan,6,,,,2.8,0.5,6
2017p489423,2017-07-01T02:04:42Z,-41.68,4.2,174.27,4.3,9.0,8.0,M,,,,2.8,0.1,11,2.6,nan,13,,,,2.6,0.2,13
2017p489525,2017-07-01T02:59:20Z,-41.71,2.7,174.17,3.6,7.0,6.0,M,,,,2.7,0.2,9,2.5,nan,7,,,,2.5,0.3,7
2017p489574,2017-07-01T03:25:15Z,-36.82,5.9,177.27,6.0,12.0,0.0,M,,,,3.2,0.2,11,3.0,nan,7,,,,3.0,0.1,7
2017p489598,2017-07-01T03:38:13Z,-42.37,4.4,173.67,5.1,7.0,5.0,M,,,,2.6,0.3,6,2.1,nan,2,,,,2.1,0.5,2
2017p489906,2017-07-01T06:22:13Z,-38.07,10.6,176.8,10.4,72.0,15.0,M,,,,2.7,0.3,10,2.1,nan,4,,,,2.1,0.2,4
2017p489985,2017-07-01T07:04:07Z,-36.82,6.3,177.28,5.7,12.0,0.0,M,,,,3.1,0.3,11,2.7,nan,4,,,,2.7,0.6,4
2017p490017,2017-07-01T07:21:08Z,-38.6,7.6,175.78,7.1,103.0,12.0,M,,,,2.5,0.2,7,2.5,nan,7,,,,2.5,0.4,7
2017p490041,2017-07-01T07:33:44Z,-38.78,7.4,175.08,6.9,236.0,9.0,M,,,,2.9,0.3,18,2.6,nan,3,,,,2.6,0.4,3
2017p490308,2017-07-01T09:56:26Z,-37.95,3.3,176.38,3.3,3.0,4.0,M,,,,2.5,0.2,8,2.2,nan,8,,,,2.2,0.5,8
2017p490499,2017-07-01T11:38:20Z,-38.27,4.8,177.67,6.7,53.0,9.0,M,,,,2.2,0.3,9,1.8,nan,3,,,,1.8,0.4,3
2017p490577,2017-07-01T12:19:51Z,-41.89,4.9,172.11,7.0,72.0,11.0,M,,,,2.7,0.3,7,2.3,nan,3,,,,2.3,0.7,3
2017p490621,2017-07-01T12:42:57Z,-41.72,2.9,174.15,2.8,10.0,4.0,M,,,,3.0,0.2,11,2.7,nan,14,,,,2.7,0.2,14
2017p490633,2017-07-01T12:49:29Z,-39.63,5.9,174.02,6.7,139.0,9.0,M,,,,2.7,0.2,6,2.7,nan,10,,,,2.7,0.2,10
2017p490730,2017-07-01T13:41:19Z,-42.19,2.5,173.64,4.6,5.0,0.0,M,,,,2.5,0.4,7,2.6,nan,9,,,,2.6,0.6,9
2017p490734,2017-07-01T13:43:25Z,-42.04,2.4,173.72,3.2,5.0,0.0,M,,,,2.7,0.2,11,2.4,nan,6,,,,2.4,0.1,6
2017p490794,2017-07-01T14:15:43Z,-37.7,12.7,176.62,10.4,152.0,14.0,M,,,,,,,2.6,nan,3,,,,2.6,0.4,3
2017p490828,2017-07-01T14:33:12Z,-41.76,3.3,174.19,3.5,8.0,6.0,M,,,,2.8,0.2,10,2.6,nan,13,,,,2.6,0.2,13
2017p490946,2017-07-01T15:36:13Z,-39.15,6.8,175.41,7.1,90.0,12.0,M,,,,,,,1.7,nan,4,,,,1.7,0.6,4
2017p491261,2017-07-01T18:24:13Z,-37.7,6.8,176.27,6.8,269.0,9.0,M,,,,,,,3.3,nan,41,,,,3.3,0.4,41
2017p491288,2017-07-01T18:37:38Z,-36.9,7.4,177.26,11.9,217.0,17.0,M,,,,3.4,0.4,6,2.9,nan,2,,,,2.9,0.6,2
2017p491565,2017-07-01T21:06:09Z,-37.86,4.8,176.94,3.2,3.0,5.0,M,,,,2.4,0.2,11,2.1,nan,6,,,,2.1,0.2,6
2017p491623,2017-07-01T21:36:51Z,-38.47,5.6,176.16,4.8,92.0,10.0,M,,,,2.3,0.2,7,2.3,nan,5,,,,2.3,0.3,5
2017p491680,2017-07-01T22:07:21Z,-39.17,1.9,175.41,2.2,10.0,3.0,M,,,,3.1,0.4,35,2.8,nan,35,,,,2.8,0.3,35
2017p491818,2017-07-01T23:21:02Z,-44.95,2.4,169.21,2.4,5.0,0.0,M,,,,4.7,0.2,9,4.4,nan,32,,,,4.4,0.1,32
