PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,MS,MS_Uncertainty,MS_StationCount,Md,Md_Uncertainty,Md_StationCount
57909,1989-07-01T02:31:40Z,-41.1,0.0,175.45,0.0,10.0,2.0,ML,,,,1.8,0.2,8,,,,,,
57653,1989-07-01T02:48:32Z,-38.75,0.1,175.35,0.1,255.0,9.0,ML,,,,3.4,0.3,9,,,,,,
57654,1989-07-01T03:28:21Z,-38.89,0.0,175.34,0.0,123.0,3.0,ML,,,,3.9,0.3,16,,,,,,
57911,1989-07-01T05:56:37Z,-39.77,0.0,174.2,0.0,176.0,3.0,ML,,,,3.5,0.2,10,,,,,,
57918,1989-07-01T08:25:42Z,-41.9,0.0,173.92,0.0,19.0,3.0,ML,,,,2.1,0.1,6,,,,,,
57919,1989-07-01T08:44:05Z,-41.66,0.0,174.54,0.0,33.0,2.0,ML,,,,2.1,0.1,6,,,,,,
57812,1989-07-01T09:53:40Z,-39.81,0.0,177.04,0.0,9.0,2.0,ML,,,,2.4,0.1,2,,,,,,
57924,1989-07-01T14:16:10Z,-40.85,0.0,174.73,0.0,5.0,0.0,ML,,,,1.4,0.1,4,,,,,,
57925,1989-07-01T15:06:06Z,-41.77,0.0,174.33,0.0,5.0,0.0,ML,,,,1.7,0.2,4,,,,,,
57926,1989-07-01T15:55:22Z,-41.4,0.0,174.22,0.0,65.0,1.0,ML,,,,2.4,0.1,6,,,,,,
57928,1989-07-01T17:09:39Z,-41.58,0.0,175.2,0.0,20.0,2.0,ML,,,,1.5,0.1,4,,,,,,
57929,1989-07-01T17:23:26Z,-40.91,0.0,175.2,0.0,32.0,0.0,ML,,,,1.5,0.2,4,,,,,,
57665,1989-07-01T18:48:44Z,-38.2,0.1,176.59,0.2,161.0,22.0,ML,,,,3.5,0.0,4,,,,,,
