PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2018p494438,2018-07-02T22:36:54Z,-42.35,2.2,173.92,3.0,10.0,0.0,M,,,,3.0,0.3,24,2.8,nan,18,,,,2.8,0.4,18
2018p494439,2018-07-02T22:37:29Z,-40.41,3.8,176.77,5.2,5.0,0.0,M,,,,3.0,0.1,10,2.6,nan,10,,,,2.6,0.2,10
2018p494551,2018-07-02T23:37:00Z,-39.42,4.6,175.73,3.3,12.0,3.0,M,,,,1.6,0.2,10,1.2,nan,5,,,,1.2,0.4,5
2018p494742,2018-07-03T01:18:52Z,-39.41,4.8,175.73,3.1,13.0,3.0,M,,,,1.4,0.3,9,0.9,nan,5,,,,0.9,0.3,5
2018p494857,2018-07-03T02:20:02Z,-42.34,2.4,173.92,3.1,15.0,3.0,M,,,,2.9,0.2,28,2.6,nan,17,,,,2.6,0.2,17
2018p494953,2018-07-03T03:11:22Z,-39.19,4.0,178.6,4.8,33.0,0.0,M,,,,3.4,0.2,19,3.1,nan,18,,,,3.1,0.1,18
2018p495176,2018-07-03T05:10:13Z,-38.88,10.3,176.4,7.5,83.0,14.0,M,,,,2.1,0.4,10,1.7,nan,5,,,,1.7,0.8,5
2018p495183,2018-07-03T05:13:46Z,-39.26,3.2,176.09,2.6,59.0,5.0,M,,,,2.5,0.3,43,2.3,nan,34,,,,2.3,0.3,34
2018p495473,2018-07-03T07:48:23Z,-40.43,3.5,176.8,5.3,5.0,0.0,M,,,,3.2,0.1,13,2.8,nan,13,,,,2.8,0.2,13
2018p495856,2018-07-03T11:12:10Z,-40.95,4.3,174.16,2.7,56.0,6.0,M,,,,2.7,0.2,19,2.5,nan,12,,,,2.5,0.2,12
2018p495984,2018-07-03T12:20:31Z,-41.22,6.0,172.67,5.6,135.0,8.0,M,,,,,,,2.7,nan,10,,,,2.7,0.3,10
2018p496305,2018-07-03T15:11:45Z,-38.2,2.6,178.16,3.3,19.0,4.0,M,,,,3.0,0.2,16,2.7,nan,14,,,,2.7,0.1,14
2018p496457,2018-07-03T16:32:41Z,-38.65,1.3,176.08,1.9,5.0,2.0,M,,,,2.3,0.2,36,2.0,nan,26,,,,2.0,0.2,26
2018p496664,2018-07-03T18:23:01Z,-39.15,3.9,177.41,4.7,21.0,7.0,ML,,,,1.8,0.3,5,,,,,,,,,
2018p496843,2018-07-03T19:58:18Z,-38.65,2.4,176.36,2.4,10.0,3.0,M,,,,1.7,0.2,10,1.3,nan,6,,,,1.3,0.1,6
2018p496943,2018-07-03T20:51:43Z,-44.22,3.3,169.49,2.3,5.0,0.0,M,,,,2.6,0.2,10,2.4,nan,4,,,,2.4,0.5,4
2018p496951,2018-07-03T20:55:33Z,-37.62,2.4,177.11,3.4,8.0,3.0,M,,,,2.9,0.2,21,2.7,nan,21,,,,2.7,0.1,21
2018p496955,2018-07-03T20:58:08Z,-37.62,2.6,177.1,4.3,7.0,3.0,M,,,,2.6,0.1,17,2.3,nan,15,,,,2.3,0.1,15
2018p496980,2018-07-03T21:11:07Z,-39.48,2.5,177.05,3.5,24.0,5.0,M,,,,3.0,0.2,16,2.7,nan,15,,,,2.7,0.1,15
2018p497097,2018-07-03T22:14:05Z,-39.4,23.0,175.58,15.2,27.0,15.0,M,,,,1.1,0.2,11,0.9,nan,7,,,,0.9,0.2,7
2018p497233,2018-07-03T23:26:15Z,-39.14,1.6,175.35,2.5,7.0,3.0,M,,,,1.4,0.2,13,1.1,nan,11,,,,1.1,0.2,11
2018p497267,2018-07-03T23:44:16Z,-38.93,4.5,174.76,4.7,23.0,7.0,M,,,,2.2,0.2,12,1.9,nan,9,,,,1.9,0.2,9
2018p497294,2018-07-03T23:58:56Z,-39.14,1.7,175.35,2.8,10.0,3.0,M,,,,1.5,0.2,13,1.3,nan,10,,,,1.3,0.2,10
2018p497549,2018-07-04T02:14:22Z,-37.63,3.3,177.12,2.5,4.0,3.0,M,,,,3.7,0.2,13,3.5,nan,13,,,,3.5,0.1,13
2018p497557,2018-07-04T02:18:25Z,-37.62,3.0,177.09,4.6,9.0,4.0,M,,,,2.4,0.1,15,2.2,nan,12,,,,2.2,0.1,12
2018p497568,2018-07-04T02:24:34Z,-37.62,4.4,177.09,6.5,10.0,5.0,M,,,,2.1,0.1,8,2.0,nan,6,,,,2.0,0.2,6
2018p497580,2018-07-04T02:30:52Z,-37.62,4.7,177.12,2.9,3.0,5.0,M,,,,3.9,0.2,12,3.8,nan,12,,,,3.8,0.1,12
2018p497585,2018-07-04T02:33:42Z,-37.61,3.7,177.1,5.6,10.0,5.0,M,,,,2.4,0.2,11,2.2,nan,6,,,,2.2,0.1,6
2018p497647,2018-07-04T03:06:30Z,-37.63,2.9,177.13,4.7,10.0,4.0,M,,,,2.4,0.2,12,2.2,nan,9,,,,2.2,0.2,9
2018p497776,2018-07-04T04:15:07Z,-37.61,2.3,177.1,3.0,10.0,3.0,M,,,,3.1,0.3,29,2.9,nan,27,,,,2.9,0.2,27
2018p497783,2018-07-04T04:19:12Z,-37.61,3.1,177.1,4.5,9.0,4.0,M,,,,2.4,0.2,12,2.2,nan,9,,,,2.2,0.2,9
2018p497804,2018-07-04T04:30:12Z,-37.63,2.3,177.1,3.9,6.0,3.0,M,,,,2.4,0.2,14,2.2,nan,12,,,,2.2,0.1,12
2018p497807,2018-07-04T04:31:55Z,-37.64,3.0,177.1,4.5,5.0,3.0,M,,,,2.1,0.2,8,2.1,nan,5,,,,2.1,0.3,5
2018p497829,2018-07-04T04:43:47Z,-37.6,3.2,177.1,5.4,11.0,5.0,M,,,,2.1,0.2,10,2.0,nan,8,,,,2.0,0.1,8
2018p497974,2018-07-04T06:00:36Z,-37.64,2.3,177.1,3.6,5.0,3.0,M,,,,2.3,0.2,12,2.1,nan,7,,,,2.1,0.2,7
2018p498071,2018-07-04T06:52:15Z,-43.13,2.2,170.78,2.4,5.0,0.0,M,,,,2.9,0.1,16,2.6,nan,13,,,,2.6,0.2,13
2018p498127,2018-07-04T07:22:08Z,-41.7,2.6,174.13,2.3,8.0,4.0,M,,,,3.2,0.2,12,2.9,nan,12,,,,2.9,0.2,12
2018p498143,2018-07-04T07:30:50Z,-37.61,2.0,177.09,3.0,10.0,3.0,M,,,,3.1,0.3,53,3.0,nan,48,,,,3.0,0.2,48
2018p498213,2018-07-04T08:08:02Z,-37.64,3.0,177.11,4.0,7.0,4.0,M,,,,2.0,0.1,10,1.7,nan,6,,,,1.7,0.1,6
2018p498330,2018-07-04T09:10:18Z,-37.62,3.3,177.11,4.1,10.0,4.0,M,,,,2.2,0.2,14,2.0,nan,6,,,,2.0,0.3,6
2018p498404,2018-07-04T09:50:02Z,-37.6,2.8,177.09,3.7,10.0,3.0,M,,,,2.4,0.2,25,2.2,nan,19,,,,2.2,0.2,19
2018p498826,2018-07-04T13:35:02Z,-39.28,2.8,175.44,3.0,11.0,4.0,M,,,,0.9,0.2,9,0.7,nan,4,,,,0.7,0.3,4
2018p498914,2018-07-04T14:21:46Z,-37.11,4.5,179.11,7.7,12.0,0.0,M,,,,3.3,0.2,20,3.1,nan,15,,,,3.1,0.1,15
2018p499196,2018-07-04T16:51:26Z,-42.26,3.0,173.52,5.2,10.0,6.0,M,,,,2.3,0.3,6,2.4,nan,2,,,,2.4,0.3,2
2018p499896,2018-07-04T23:04:52Z,-39.79,3.5,177.01,5.3,36.0,6.0,M,,,,4.1,0.2,13,3.7,nan,13,,,,3.7,0.2,13
2018p500368,2018-07-05T03:16:22Z,-39.2,7.4,175.0,2.7,22.0,6.0,M,,,,2.3,0.2,18,2.1,nan,14,,,,2.1,0.2,14
2018p500445,2018-07-05T03:57:34Z,-39.27,4.1,175.67,5.4,5.0,5.0,M,,,,0.7,0.1,11,0.4,nan,2,,,,0.4,0.2,2
2018p500474,2018-07-05T04:12:56Z,-37.63,2.8,177.12,4.3,5.0,3.0,M,,,,2.7,0.2,14,2.4,nan,13,,,,2.4,0.2,13
2018p500675,2018-07-05T05:59:34Z,-37.62,3.0,177.1,4.5,9.0,4.0,M,,,,2.6,0.2,17,2.3,nan,15,,,,2.3,0.2,15
2018p500679,2018-07-05T06:01:45Z,-37.25,5.2,177.68,4.3,50.0,8.0,M,,,,3.0,0.3,23,2.8,nan,19,,,,2.8,0.2,19
2018p500799,2018-07-05T07:05:58Z,-37.62,2.6,177.09,3.9,10.0,4.0,M,,,,2.2,0.2,13,2.0,nan,6,,,,2.0,0.2,6
2018p500851,2018-07-05T07:33:35Z,-37.55,5.6,177.14,5.6,11.0,4.0,M,,,,2.2,0.1,12,2.0,nan,11,,,,2.0,0.1,11
2018p500986,2018-07-05T08:45:31Z,-37.6,3.5,177.09,4.8,11.0,4.0,M,,,,2.4,0.2,16,2.2,nan,13,,,,2.2,0.2,13
2018p501157,2018-07-05T10:16:55Z,-39.12,0.7,175.66,0.8,5.0,1.0,M,,,,0.7,0.2,7,0.6,nan,5,,,,0.6,0.1,5
2018p501182,2018-07-05T10:30:04Z,-45.37,5.9,167.34,5.6,65.0,9.0,M,,,,3.0,0.1,8,2.8,nan,6,,,,2.8,0.4,6
2018p501663,2018-07-05T14:46:14Z,-39.8,2.3,176.78,3.0,25.0,4.0,M,,,,3.1,0.3,18,2.8,nan,17,,,,2.8,0.2,17
2018p501775,2018-07-05T15:46:13Z,-39.4,4.3,175.63,6.9,20.0,5.0,M,,,,1.0,0.3,10,0.8,nan,6,,,,0.8,0.2,6
2018p502042,2018-07-05T18:08:25Z,-41.9,2.2,173.94,2.8,16.0,3.0,M,,,,2.6,0.2,18,2.3,nan,13,,,,2.3,0.2,13
2018p502293,2018-07-05T20:22:19Z,-38.14,10.2,175.4,11.6,262.0,13.0,M,,,,,,,2.7,nan,3,,,,2.7,0.9,3
2018p502667,2018-07-05T23:41:03Z,-38.43,2.9,178.23,4.4,24.0,5.0,M,,,,3.7,0.3,13,3.3,nan,13,,,,3.3,0.3,13
2018p502717,2018-07-06T00:08:26Z,-39.14,0.8,175.62,0.8,5.0,1.0,M,,,,0.6,0.1,6,0.2,nan,3,,,,0.2,0.2,3
2018p502889,2018-07-06T01:39:30Z,-37.44,6.2,177.44,4.8,14.0,6.0,M,,,,2.4,0.3,12,2.1,nan,8,,,,2.1,0.2,8
2018p502985,2018-07-06T02:30:41Z,-38.64,1.2,176.07,1.9,9.0,2.0,M,,,,2.2,0.2,14,1.8,nan,12,,,,1.8,0.2,12
2018p502997,2018-07-06T02:37:02Z,-38.64,1.3,176.07,1.7,7.0,2.0,M,,,,2.2,0.2,14,1.8,nan,12,,,,1.8,0.2,12
2018p503771,2018-07-06T09:29:33Z,-42.19,3.3,173.84,5.3,22.0,4.0,M,,,,2.6,0.2,8,2.4,nan,7,,,,2.4,0.2,7
2018p503941,2018-07-06T11:00:13Z,-38.1,1.9,176.68,1.6,10.0,3.0,M,,,,1.8,0.2,10,1.7,nan,8,,,,1.7,0.2,8
2018p504133,2018-07-06T12:42:14Z,-39.61,7.5,175.16,10.0,38.0,18.0,M,,,,2.1,0.2,6,2.0,nan,1,,,,2.0,nan,1
2018p504149,2018-07-06T12:51:00Z,-39.56,4.5,173.55,5.4,11.0,4.0,M,,,,3.2,0.2,16,2.9,nan,13,,,,2.9,0.2,13
2018p504688,2018-07-06T17:39:04Z,-38.77,4.0,175.54,3.6,168.0,6.0,M,,,,2.8,0.2,9,3.2,nan,58,,,,3.2,0.4,58
2018p504741,2018-07-06T18:06:31Z,-41.35,2.9,174.99,2.2,19.0,4.0,M,,,,3.4,0.2,13,3.0,nan,13,,,,3.0,0.2,13
2018p505018,2018-07-06T20:34:01Z,-37.3,5.0,179.03,7.3,12.0,0.0,M,,,,3.5,0.3,22,3.2,nan,18,,,,3.2,0.2,18
2018p505113,2018-07-06T21:24:22Z,-40.61,4.3,175.88,3.2,25.0,8.0,M,,,,1.9,0.3,6,1.7,nan,5,,,,1.7,0.2,5
2018p505945,2018-07-07T04:47:54Z,-39.43,5.2,175.71,4.7,17.0,5.0,M,,,,1.6,0.2,8,1.2,nan,4,,,,1.2,0.4,4
2018p506093,2018-07-07T06:06:22Z,-45.12,4.5,167.28,5.7,63.0,8.0,M,,,,3.8,0.1,7,3.6,nan,7,,,,3.6,0.1,7
2018p506208,2018-07-07T07:07:59Z,-39.94,3.1,174.26,4.5,84.0,8.0,M,,,,,,,2.7,nan,7,,,,2.7,0.2,7
2018p506385,2018-07-07T08:42:03Z,-38.63,1.1,176.2,1.5,7.0,2.0,M,,,,3.0,0.3,48,2.8,nan,42,,,,2.8,0.2,42
2018p506664,2018-07-07T11:10:47Z,-37.91,3.5,177.26,2.6,37.0,6.0,M,,,,3.2,0.3,30,2.9,nan,27,,,,2.9,0.2,27
2018p507037,2018-07-07T14:29:32Z,-45.22,4.5,166.77,6.3,2.0,4.0,M,,,,3.3,0.2,9,3.0,nan,4,,,,3.0,0.4,4
2018p507159,2018-07-07T15:34:44Z,-37.54,2.9,177.12,3.1,5.0,2.0,M,,,,2.3,0.2,18,2.2,nan,13,,,,2.2,0.1,13
2018p507174,2018-07-07T15:42:34Z,-37.53,3.4,177.12,3.3,6.0,2.0,M,,,,2.8,0.2,21,2.8,nan,19,,,,2.8,0.1,19
2018p507176,2018-07-07T15:43:24Z,-37.51,3.2,177.13,2.7,7.0,2.0,M,,,,2.9,0.2,21,2.8,nan,19,,,,2.8,0.1,19
2018p507182,2018-07-07T15:46:57Z,-37.55,3.1,177.11,3.0,5.0,2.0,M,,,,2.5,0.2,16,2.3,nan,9,,,,2.3,0.1,9
2018p507200,2018-07-07T15:56:27Z,-37.49,3.7,177.13,3.4,8.0,3.0,M,,,,3.4,0.2,37,3.3,nan,37,,,,3.3,0.2,37
2018p507208,2018-07-07T16:00:50Z,-37.55,2.7,177.15,2.9,5.0,1.0,M,,,,2.4,0.2,12,2.2,nan,7,,,,2.2,0.2,7
2018p507212,2018-07-07T16:02:53Z,-37.55,2.6,177.17,3.0,5.0,1.0,M,,,,2.2,0.2,9,2.0,nan,5,,,,2.0,0.3,5
2018p507228,2018-07-07T16:11:06Z,-37.53,2.9,177.1,3.6,5.0,2.0,M,,,,2.5,0.2,14,2.2,nan,9,,,,2.2,0.2,9
2018p507237,2018-07-07T16:16:02Z,-37.57,3.3,177.12,3.9,5.0,2.0,M,,,,2.3,0.2,9,2.1,nan,6,,,,2.1,0.1,6
2018p507847,2018-07-07T21:41:08Z,-38.23,3.2,178.24,5.0,26.0,7.0,M,,,,2.9,0.2,8,2.5,nan,6,,,,2.5,0.2,6
2018p507895,2018-07-07T22:06:28Z,-36.93,7.8,177.32,10.4,158.0,10.0,M,,,,3.2,0.2,5,2.7,nan,11,,,,2.7,0.1,11
2018p508278,2018-07-08T01:30:42Z,-40.69,2.1,175.42,2.1,23.0,3.0,M,,,,3.9,0.2,22,3.5,nan,22,,,,3.5,0.2,22
2018p508655,2018-07-08T04:52:12Z,-40.51,3.3,174.3,5.7,67.0,10.0,M,,,,2.9,0.3,8,2.8,nan,5,,,,2.8,0.2,5
2018p508745,2018-07-08T05:39:28Z,-38.27,1.3,176.41,1.3,7.0,3.0,M,,,,2.0,0.3,11,1.7,nan,10,,,,1.7,0.3,10
2018p508750,2018-07-08T05:42:06Z,-38.27,1.0,176.41,1.0,5.0,1.0,M,,,,2.7,0.3,14,2.4,nan,13,,,,2.4,0.3,13
2018p508891,2018-07-08T06:57:10Z,-42.5,2.9,173.21,3.7,10.0,5.0,M,,,,2.7,0.3,13,2.6,nan,7,,,,2.6,0.4,7
2018p509028,2018-07-08T08:10:22Z,-38.03,4.1,176.46,4.0,147.0,6.0,M,,,,3.5,0.4,8,4.3,nan,58,,,,4.3,0.4,58
2018p509060,2018-07-08T08:27:40Z,-39.81,6.6,173.99,6.3,184.0,8.0,M,,,,3.1,0.2,8,2.9,nan,7,,,,2.9,0.2,7
2018p509926,2018-07-08T16:09:17Z,-39.12,2.4,175.39,3.4,10.0,4.0,M,,,,1.6,0.1,10,1.2,nan,6,,,,1.2,0.1,6
2018p510153,2018-07-08T18:09:40Z,-37.02,5.8,177.88,7.9,116.0,9.0,M,,,,3.3,0.2,13,3.1,nan,13,,,,3.1,0.2,13
2018p510232,2018-07-08T18:51:45Z,-37.51,14.5,177.37,17.3,9.0,18.0,M,,,,2.6,0.2,8,2.3,nan,5,,,,2.3,0.3,5
2018p510780,2018-07-08T23:43:38Z,-42.55,3.5,173.34,3.4,8.0,4.0,M,,,,4.5,0.1,11,4.3,nan,11,,,,4.3,0.2,11
2018p510848,2018-07-09T00:20:15Z,-40.18,1.7,174.93,2.1,12.0,0.0,M,,,,4.2,0.2,18,3.9,nan,18,,,,3.9,0.1,18
2018p511022,2018-07-09T01:53:00Z,-40.16,2.4,174.96,4.9,10.0,7.0,M,,,,2.2,0.2,8,2.0,nan,2,,,,2.0,0.2,2
2018p511061,2018-07-09T02:13:50Z,-40.67,4.8,175.39,3.1,21.0,5.0,M,,,,2.0,0.3,7,1.7,nan,6,,,,1.7,0.4,6
2018p511479,2018-07-09T05:56:02Z,-38.32,4.1,178.61,6.9,22.0,7.0,M,,,,3.3,0.3,9,2.9,nan,9,,,,2.9,0.3,9
2018p512202,2018-07-09T12:21:41Z,-39.46,4.0,175.66,3.2,17.0,4.0,M,,,,1.5,0.3,8,1.1,nan,3,,,,1.1,0.4,3
2018p512231,2018-07-09T12:37:08Z,-39.27,1.9,173.93,2.6,16.0,3.0,M,,,,2.5,0.3,8,2.2,nan,6,,,,2.2,0.4,6
2018p512246,2018-07-09T12:44:47Z,-38.39,3.5,178.59,6.4,33.0,6.0,M,,,,3.3,0.3,13,3.1,nan,20,,,,3.1,0.2,20
2018p512962,2018-07-09T19:06:11Z,-36.27,8.1,177.28,8.9,283.0,10.0,M,,,,3.2,0.2,6,3.1,nan,11,,,,3.1,0.3,11
2018p513072,2018-07-09T20:04:55Z,-40.87,3.0,172.75,2.5,0.0,3.0,M,,,,3.1,0.2,13,2.8,nan,7,,,,2.8,0.1,7
2018p513100,2018-07-09T20:19:41Z,-37.07,10.0,177.52,8.9,147.0,22.0,M,,,,3.5,0.2,28,3.2,nan,30,,,,3.2,0.2,30
2018p513111,2018-07-09T20:25:59Z,-40.53,8.9,173.53,3.7,127.0,8.0,M,,,,,,,2.4,nan,6,,,,2.4,0.2,6
2018p513639,2018-07-10T01:07:15Z,-46.38,6.1,166.41,11.0,26.0,6.0,M,,,,3.4,0.2,6,3.1,nan,4,,,,3.1,0.1,4
2018p513919,2018-07-10T03:36:25Z,-45.14,7.7,167.38,8.8,99.0,10.0,M,,,,,,,2.7,nan,4,,,,2.7,0.2,4
2018p514683,2018-07-10T10:23:23Z,-44.02,1.9,170.22,2.2,3.0,3.0,M,,,,4.2,0.2,7,4.1,nan,43,,,,4.1,0.2,43
2018p514724,2018-07-10T10:45:21Z,-45.12,5.6,167.46,6.0,67.0,10.0,ML,,,,2.4,0.2,3,,,,,,,,,
2018p514898,2018-07-10T12:17:36Z,-36.7,9.2,177.15,8.9,236.0,9.0,M,,,,3.0,0.3,7,2.9,nan,11,,,,2.9,0.2,11
2018p514926,2018-07-10T12:33:04Z,-43.67,4.2,172.57,5.5,10.0,5.0,M,,,,3.1,0.2,13,2.9,nan,5,,,,2.9,0.1,5
2018p515028,2018-07-10T13:27:17Z,-39.43,3.8,175.69,5.3,13.0,4.0,M,,,,1.5,0.2,9,1.2,nan,3,,,,1.2,0.2,3
2018p515215,2018-07-10T15:06:58Z,-39.27,1.6,173.85,2.4,10.0,2.0,M,,,,2.7,0.2,9,2.3,nan,7,,,,2.3,0.2,7
2018p515400,2018-07-10T16:45:09Z,-42.98,3.0,171.2,3.1,5.0,0.0,M,,,,3.2,0.1,15,3.1,nan,15,,,,3.1,0.1,15
2018p515606,2018-07-10T18:35:04Z,-37.07,7.3,177.31,7.4,129.0,11.0,M,,,,2.8,0.2,8,2.6,nan,8,,,,2.6,0.1,8
2018p515707,2018-07-10T19:29:03Z,-39.04,3.4,177.83,4.1,45.0,5.0,M,,,,3.1,0.2,24,2.8,nan,21,,,,2.8,0.2,21
2018p515714,2018-07-10T19:32:34Z,-37.54,6.8,179.87,5.7,12.0,0.0,M,,,,3.5,0.2,24,3.2,nan,19,,,,3.2,0.2,19
2018p515959,2018-07-10T21:43:58Z,-39.36,3.1,175.49,2.8,75.0,7.0,M,,,,5.1,0.3,46,4.9,nan,119,,,,4.9,0.3,119
2018p516162,2018-07-10T23:31:18Z,-38.52,5.7,175.65,7.5,168.0,11.0,M,,,,2.9,0.2,6,2.2,nan,2,,,,2.2,0.5,2
2018p516298,2018-07-11T00:43:59Z,-45.69,3.2,167.17,4.8,83.0,6.0,M,,,,3.4,0.2,13,2.9,nan,8,,,,2.9,0.4,8
2018p516307,2018-07-11T00:48:43Z,-39.25,3.5,175.3,4.0,18.0,4.0,M,,,,1.5,0.2,13,1.1,nan,8,,,,1.1,0.2,8
2018p516338,2018-07-11T01:05:09Z,-44.81,3.7,166.96,5.6,12.0,0.0,M,,,,3.0,0.3,7,2.5,nan,2,,,,2.5,0.2,2
2018p516647,2018-07-11T03:49:37Z,-39.76,5.1,173.3,6.6,12.0,7.0,M,,,,3.1,0.2,16,2.8,nan,13,,,,2.8,0.2,13
2018p517198,2018-07-11T08:43:33Z,-39.51,2.2,175.8,3.0,37.0,3.0,M,,,,3.9,0.2,47,3.6,nan,47,,,,3.6,0.2,47
2018p517565,2018-07-11T11:58:35Z,-38.97,3.8,175.28,3.9,131.0,4.0,M,,,,2.9,0.1,8,3.2,nan,60,,,,3.2,0.4,60
2018p517947,2018-07-11T15:22:30Z,-39.65,2.4,176.67,2.8,21.0,4.0,M,,,,2.7,0.3,15,2.4,nan,14,,,,2.4,0.2,14
2018p518161,2018-07-11T17:16:31Z,-44.83,2.6,168.67,2.4,5.0,0.0,M,,,,2.6,0.2,8,2.4,nan,3,,,,2.4,0.4,3
2018p518300,2018-07-11T18:30:27Z,-42.32,2.6,173.75,4.7,11.0,3.0,M,,,,2.7,0.3,16,2.1,nan,3,,,,2.1,0.2,3
2018p518431,2018-07-11T19:40:14Z,-37.93,4.5,176.17,4.2,170.0,7.0,M,,,,,,,2.7,nan,24,,,,2.7,0.2,24
2018p519548,2018-07-12T05:35:42Z,-39.08,2.3,175.72,1.4,7.0,1.0,M,,,,0.8,0.2,8,0.6,nan,5,,,,0.6,0.3,5
2018p519696,2018-07-12T06:54:44Z,-40.71,35.6,173.64,26.4,112.0,41.0,M,,,,,,,2.8,nan,12,,,,2.8,0.4,12
2018p519795,2018-07-12T07:46:59Z,-39.35,5.4,174.48,4.0,24.0,7.0,M,,,,2.0,0.3,8,1.8,nan,3,,,,1.8,0.3,3
2018p520805,2018-07-12T16:45:08Z,-39.02,3.9,174.78,2.9,21.0,6.0,M,,,,2.3,0.2,20,2.1,nan,12,,,,2.1,0.2,12
2018p520823,2018-07-12T16:54:49Z,-38.55,7.5,175.63,4.8,135.0,9.0,M,,,,2.0,0.2,7,2.6,nan,13,,,,2.6,0.1,13
2018p520870,2018-07-12T17:19:35Z,-36.94,8.8,177.48,9.1,155.0,12.0,M,,,,2.5,0.2,6,2.3,nan,7,,,,2.3,0.2,7
2018p520878,2018-07-12T17:24:16Z,-42.98,2.0,172.32,2.4,5.0,0.0,M,,,,3.1,0.2,12,2.9,nan,13,,,,2.9,0.2,13
2018p520880,2018-07-12T17:25:14Z,-39.82,5.4,174.18,5.7,102.0,9.0,M,,,,3.1,0.3,18,2.8,nan,27,,,,2.8,0.2,27
2018p521051,2018-07-12T18:56:11Z,-38.15,1.8,176.68,1.7,10.0,3.0,M,,,,1.8,0.2,12,1.4,nan,7,,,,1.4,0.2,7
2018p521284,2018-07-12T21:00:31Z,-42.54,3.0,173.49,3.8,12.0,3.0,M,,,,2.7,0.2,11,2.4,nan,6,,,,2.4,0.2,6
