PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
1545473,1956-07-02T13:22:12Z,-38.75,0.1,175.55,0.1,135.0,26.0,ML,,,,4.3,0.4,2,,,
1545475,1956-07-08T02:53:27Z,-39.22,0.0,175.34,0.0,12.0,0.0,ML,,,,3.7,0.3,3,,,
1545476,1956-07-08T11:03:02Z,-36.89,0.1,177.77,0.1,131.0,21.0,ML,,,,4.6,0.1,2,,,
1545477,1956-07-08T15:49:09Z,-38.29,0.1,176.36,0.1,153.0,16.0,ML,,,,4.2,nan,2,,,
1545478,1956-07-09T03:27:50Z,-46.5,0.0,167.5,0.0,12.0,0.0,ML,,,,5.0,0.3,3,,,
1545479,1956-07-15T03:59:17Z,-41.47,0.0,174.61,0.0,33.0,0.0,ML,,,,3.7,0.1,2,,,
1545480,1956-07-16T14:16:49Z,-39.35,0.0,178.54,0.1,33.0,0.0,ML,,,,4.6,0.2,6,,,
1545481,1956-07-17T13:29:05Z,-38.27,0.1,178.65,0.2,12.0,0.0,ML,,,,4.4,0.3,5,,,
1545482,1956-07-20T14:23:05Z,-44.0,0.0,169.5,0.0,12.0,0.0,ML,,,,3.9,0.1,2,,,
1545483,1956-07-21T11:34:04Z,-38.47,0.0,179.82,0.0,33.0,0.0,ML,,,,4.6,0.3,5,,,
1545484,1956-07-31T20:36:20Z,-37.63,0.0,176.25,0.1,212.0,2.0,ML,,,,5.1,nan,1,,,
1545485,1956-07-31T21:18:45Z,-38.83,0.1,179.08,0.3,12.0,0.0,ML,,,,4.8,0.1,6,,,
1545486,1956-08-02T17:05:29Z,-38.38,0.0,175.99,0.1,194.0,7.0,ML,,,,4.0,0.1,2,,,
1545487,1956-08-05T15:38:50Z,-38.19,0.1,175.99,0.1,258.0,7.0,ML,,,,4.5,0.5,2,,,
1545488,1956-08-08T09:06:12Z,-40.17,0.0,174.79,0.1,12.0,0.0,ML,,,,4.0,0.3,4,,,
1545490,1956-08-19T04:57:31Z,-40.18,0.0,174.95,0.1,12.0,0.0,ML,,,,4.3,0.2,5,,,
1545491,1956-08-20T02:39:18Z,-41.18,0.2,175.51,0.2,12.0,0.0,ML,,,,3.9,0.3,3,,,
1545492,1956-08-24T02:47:36Z,-39.68,0.0,174.95,0.0,111.0,10.0,ML,,,,4.0,0.3,2,,,
1545493,1956-08-25T07:31:38Z,-37.28,0.1,176.61,0.2,240.0,15.0,ML,,,,4.8,nan,1,,,
1545495,1956-09-04T02:49:42Z,-38.87,0.0,175.53,0.0,173.0,5.0,ML,,,,4.2,0.1,2,,,
1545496,1956-09-05T21:45:37Z,-40.34,0.1,173.44,0.1,176.0,14.0,ML,,,,4.6,nan,1,,,
1545497,1956-09-14T20:19:52Z,-39.16,0.1,174.9,0.1,213.0,9.0,ML,,,,4.6,0.3,2,,,
1545498,1956-09-18T06:05:18Z,-41.46,0.0,174.24,0.1,44.0,9.0,ML,,,,4.2,0.4,2,,,
1545499,1956-09-20T08:02:29Z,-42.27,0.1,173.92,0.1,33.0,0.0,ML,,,,4.2,0.5,5,,,
1545500,1956-09-20T09:19:46Z,-38.84,0.1,177.86,0.2,54.0,14.0,ML,,,,4.4,nan,1,,,
1545501,1956-09-22T02:55:19Z,-38.17,0.0,176.02,0.1,196.0,7.0,ML,,,,4.8,0.4,2,,,
1545502,1956-09-22T05:08:39Z,-40.98,0.1,172.8,0.1,33.0,0.0,ML,,,,4.1,0.1,4,,,
1545503,1956-09-22T16:19:19Z,-35.03,0.1,176.83,0.1,12.0,0.0,ML,,,,5.3,0.6,4,,,
1545504,1956-09-24T04:30:43Z,-42.36,0.1,173.02,0.1,33.0,0.0,ML,,,,4.7,0.2,8,,,
1545505,1956-09-24T15:15:47Z,-41.47,0.0,174.0,0.0,33.0,0.0,ML,,,,4.5,0.4,6,,,
1545507,1956-10-01T04:34:55Z,-39.26,0.0,175.32,0.0,33.0,0.0,ML,,,,4.5,0.4,6,,,
1545509,1956-10-05T22:36:17Z,-42.87,0.1,171.3,0.2,12.0,0.0,ML,,,,3.6,0.1,3,,,
1545510,1956-10-10T09:48:38Z,-41.07,0.1,173.84,0.1,33.0,0.0,ML,,,,4.1,0.2,3,,,
1545511,1956-10-14T22:05:25Z,-40.78,0.0,174.41,0.0,12.0,0.0,ML,,,,4.2,0.3,4,,,
1545512,1956-10-15T03:48:43Z,-38.25,0.1,179.16,0.2,33.0,0.0,ML,,,,5.2,0.2,7,,,
1545513,1956-10-15T23:16:08Z,-36.23,0.1,179.47,0.2,33.0,0.0,ML,,,,4.9,0.3,4,,,
1545514,1956-10-22T00:13:16Z,-39.19,0.2,177.67,0.5,33.0,0.0,ML,,,,4.3,0.2,3,,,
1545515,1956-10-23T22:12:48Z,-40.26,0.1,173.55,0.1,143.0,14.0,ML,,,,4.1,nan,1,,,
1545516,1956-11-06T03:34:16Z,-38.59,0.0,175.92,0.0,12.0,0.0,ML,,,,4.1,0.3,6,,,
1545517,1956-11-08T22:22:09Z,-41.13,0.1,174.02,0.0,50.0,17.0,ML,,,,4.0,0.2,2,,,
1545518,1956-11-10T00:10:09Z,-38.81,0.0,175.71,0.0,116.0,3.0,ML,,,,4.3,nan,1,,,
1545519,1956-11-11T22:04:19Z,-40.83,0.1,176.2,0.2,33.0,0.0,ML,,,,4.2,0.2,4,,,
1545520,1956-11-14T07:52:37Z,-41.26,0.1,171.9,0.2,33.0,0.0,ML,,,,4.4,0.2,6,,,
1545521,1956-11-16T14:18:40Z,-38.83,0.0,175.34,0.1,113.0,14.0,ML,,,,4.0,0.1,2,,,
1545522,1956-11-17T02:33:26Z,-38.54,0.1,175.96,0.1,165.0,14.0,ML,,,,4.1,0.1,2,,,
1545523,1956-11-20T21:28:20Z,-45.25,0.7,166.6,0.8,12.0,0.0,ML,,,,4.7,0.1,4,,,
1545526,1956-11-22T08:15:33Z,-44.82,0.3,166.43,0.3,12.0,0.0,ML,,,,5.4,0.4,8,,,
1545527,1956-11-28T16:26:25Z,-38.39,0.1,178.17,0.4,33.0,0.0,ML,,,,4.3,0.2,5,,,
1545528,1956-12-01T05:05:16Z,-38.14,0.1,177.36,0.3,12.0,0.0,ML,,,,4.7,0.4,7,,,
1545529,1956-12-01T13:52:47Z,-38.25,0.1,177.64,0.3,12.0,0.0,ML,,,,4.1,0.3,4,,,
1545530,1956-12-09T11:41:30Z,-41.7,0.1,173.18,0.1,12.0,0.0,ML,,,,4.5,nan,5,,,
1545531,1956-12-16T10:39:48Z,-41.43,0.1,178.48,0.1,12.0,0.0,ML,,,,5.0,0.2,5,,,
1545532,1956-12-18T05:42:03Z,-40.66,0.0,173.21,0.1,195.0,9.0,ML,,,,5.3,nan,1,,,
1545533,1956-12-19T21:49:15Z,-36.36,0.0,176.88,0.1,330.0,4.0,ML,,,,5.0,nan,1,,,
1545534,1956-12-27T05:56:53Z,-39.68,0.0,174.44,0.0,100.0,7.0,ML,,,,4.5,nan,1,,,
1545535,1956-12-28T14:24:36Z,-38.3,0.0,177.5,0.0,33.0,0.0,Mw,6.5,nan,0,6.1,0.4,6,6.1,nan,0
1545536,1956-12-29T09:13:14Z,-41.41,0.0,172.67,0.1,186.0,7.0,ML,,,,4.7,nan,0,,,
1545537,1956-12-30T05:14:51Z,-38.21,0.1,177.41,0.2,12.0,0.0,ML,,,,4.8,0.2,7,,,
