PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
1543212,1948-01-01T06:41:44Z,-38.82,0.0,175.82,0.0,12.0,0.0,ML,,,,4.5,0.1,2,,,
1543213,1948-01-01T16:58:19Z,-42.05,0.0,173.04,0.0,33.0,0.0,ML,,,,3.7,nan,0,,,
1543214,1948-01-02T05:46:07Z,-38.4,0.0,175.83,0.0,12.0,0.0,ML,,,,4.4,0.1,2,,,
1543215,1948-01-02T06:31:46Z,-38.68,0.1,175.82,0.0,12.0,0.0,ML,,,,4.0,0.2,2,,,
1543216,1948-01-04T08:22:54Z,-41.23,0.0,173.43,0.0,12.0,0.0,ML,,,,5.0,0.3,5,,,
1543217,1948-01-05T04:01:15Z,-40.11,0.1,176.87,0.1,12.0,0.0,ML,,,,4.0,0.2,3,,,
1543218,1948-01-06T08:11:45Z,-38.87,0.1,178.16,0.2,12.0,0.0,ML,,,,4.3,0.3,2,,,
1543219,1948-01-07T21:13:31Z,-41.94,0.0,173.99,0.1,12.0,0.0,ML,,,,3.4,nan,0,,,
1543220,1948-01-07T21:27:33Z,-38.66,0.1,178.69,0.1,194.0,11.0,ML,,,,5.8,0.1,2,,,
1543221,1948-01-09T04:11:50Z,-40.2,0.0,175.0,0.0,12.0,0.0,ML,,,,2.9,nan,0,,,
1543222,1948-01-09T08:34:49Z,-38.11,0.2,178.66,0.2,131.0,19.0,ML,,,,4.9,nan,2,,,
1543223,1948-01-12T08:49:00Z,-40.52,0.0,173.05,0.1,12.0,0.0,ML,,,,3.7,nan,0,,,
1543226,1948-01-15T05:01:42Z,-40.32,0.0,175.07,0.1,94.0,13.0,ML,,,,6.3,nan,0,,,
1543227,1948-01-19T17:54:42Z,-40.19,0.1,172.97,0.1,12.0,0.0,ML,,,,3.6,nan,0,,,
1543228,1948-01-20T03:07:41Z,-39.31,0.0,176.6,0.0,12.0,0.0,ML,,,,3.7,nan,0,,,
1543230,1948-01-20T09:44:09Z,-34.38,0.3,-177.62,0.4,33.0,0.0,ML,,,,6.2,0.2,4,,,
1543231,1948-01-24T08:00:30Z,-39.15,0.1,175.23,0.1,218.0,20.0,ML,,,,4.8,0.1,2,,,
1543232,1948-01-25T11:42:36Z,-40.2,0.0,175.0,0.0,12.0,0.0,ML,,,,3.3,nan,0,,,
1543233,1948-01-25T14:56:40Z,-40.08,0.0,173.32,0.1,124.0,12.0,ML,,,,4.0,nan,0,,,
1543234,1948-01-26T11:54:01Z,-38.94,0.0,175.77,0.0,121.0,7.0,ML,,,,4.8,0.1,2,,,
1543235,1948-01-27T22:52:49Z,-41.5,0.1,173.89,0.1,12.0,0.0,ML,,,,3.5,nan,0,,,
1543236,1948-01-28T07:50:09Z,-39.0,0.0,175.94,0.0,12.0,0.0,ML,,,,4.1,0.4,2,,,
1543237,1948-02-01T11:05:02Z,-41.11,0.0,175.68,0.0,12.0,0.0,ML,,,,4.2,0.3,2,,,
1543238,1948-02-01T16:06:50Z,-39.8,0.0,177.56,0.1,12.0,0.0,ML,,,,3.7,nan,0,,,
1543239,1948-02-04T11:45:35Z,-40.86,0.0,175.47,0.1,12.0,0.0,ML,,,,4.0,nan,0,,,
1543240,1948-02-04T18:59:06Z,-40.87,0.0,173.9,0.1,12.0,0.0,ML,,,,5.1,0.2,4,,,
1543241,1948-02-05T01:09:44Z,-38.63,0.0,176.08,0.0,191.0,4.0,ML,,,,4.7,0.1,2,,,
1543242,1948-02-05T05:30:34Z,-38.09,0.1,176.89,0.1,33.0,0.0,ML,,,,4.0,nan,0,,,
1543243,1948-02-05T09:45:14Z,-38.86,0.1,175.95,0.1,175.0,16.0,ML,,,,4.8,0.2,2,,,
1543244,1948-02-05T23:21:44Z,-39.56,0.0,176.3,0.0,12.0,0.0,ML,,,,3.7,nan,0,,,
1543246,1948-02-09T11:13:55Z,-41.41,0.0,174.96,0.0,33.0,0.0,ML,,,,4.7,0.2,3,,,
1543247,1948-02-12T17:49:34Z,-40.05,0.0,175.11,0.0,12.0,0.0,ML,,,,3.2,nan,0,,,
1543248,1948-02-18T00:17:36Z,-38.33,0.1,177.73,0.2,71.0,19.0,ML,,,,5.2,nan,2,,,
1543249,1948-02-18T03:57:58Z,-43.02,0.2,172.7,0.1,12.0,0.0,ML,,,,4.2,0.1,2,,,
1543250,1948-02-19T02:11:15Z,-40.28,0.0,173.65,0.1,12.0,0.0,ML,,,,3.6,0.2,2,,,
1543251,1948-02-24T21:37:29Z,-39.62,0.0,175.17,0.1,12.0,0.0,ML,,,,3.4,nan,0,,,
1543253,1948-02-27T09:49:41Z,-42.24,0.0,173.49,0.1,33.0,0.0,ML,,,,4.4,0.1,4,,,
1543254,1948-02-29T14:10:46Z,-43.17,0.5,171.84,0.8,12.0,0.0,ML,,,,3.3,nan,0,,,
1543255,1948-03-01T22:56:26Z,-38.9,0.0,176.0,0.0,12.0,0.0,ML,,,,3.7,nan,0,,,
1543256,1948-03-01T23:26:01Z,-38.9,0.0,176.0,0.0,12.0,0.0,ML,,,,3.5,nan,0,,,
1543257,1948-03-02T01:13:03Z,-38.9,0.0,176.0,0.0,12.0,0.0,ML,,,,4.2,nan,0,,,
1543258,1948-03-02T04:34:27Z,-38.9,0.0,176.0,0.0,12.0,0.0,ML,,,,3.5,nan,0,,,
1543259,1948-03-02T10:12:17Z,-38.9,0.0,176.0,0.0,12.0,0.0,ML,,,,4.6,nan,0,,,
1543260,1948-03-02T11:16:14Z,-39.36,0.0,174.78,0.0,33.0,0.0,ML,,,,4.3,0.1,2,,,
1543261,1948-03-03T09:38:37Z,-39.89,0.0,175.5,0.0,33.0,0.0,ML,,,,3.8,0.1,2,,,
1543262,1948-03-05T02:33:57Z,-41.26,0.0,175.23,0.0,12.0,0.0,ML,,,,3.2,nan,0,,,
1543263,1948-03-05T04:35:31Z,-43.17,0.1,171.26,0.2,12.0,0.0,ML,,,,4.1,nan,0,,,
1543264,1948-03-05T08:43:11Z,-38.7,0.0,178.2,0.0,33.0,0.0,ML,,,,3.8,nan,0,,,
1543265,1948-03-10T09:20:56Z,-38.25,0.1,175.69,0.0,12.0,0.0,ML,,,,4.7,nan,2,,,
1543266,1948-03-14T16:21:08Z,-40.41,0.0,173.18,0.1,125.0,16.0,ML,,,,4.4,nan,0,,,
1543267,1948-03-19T14:04:27Z,-40.17,0.1,174.4,0.3,33.0,0.0,ML,,,,4.1,nan,0,,,
1543268,1948-03-23T02:44:52Z,-40.4,0.0,176.4,0.0,12.0,0.0,ML,,,,3.8,nan,0,,,
1543269,1948-03-24T13:23:12Z,-40.25,0.2,174.25,1.1,12.0,0.0,ML,,,,3.9,nan,2,,,
1543271,1948-04-08T05:56:54Z,-40.21,0.0,174.68,0.1,33.0,0.0,ML,,,,3.9,0.4,2,,,
1543272,1948-04-18T09:05:40Z,-41.03,0.1,175.93,0.1,12.0,0.0,ML,,,,4.3,0.1,3,,,
1543273,1948-04-18T19:33:59Z,-40.07,0.0,176.04,0.0,12.0,0.0,ML,,,,4.1,0.2,3,,,
1543274,1948-04-18T23:39:28Z,-41.53,0.0,172.34,0.1,12.0,0.0,ML,,,,4.5,0.1,4,,,
1543276,1948-04-24T08:20:08Z,-42.14,0.0,176.98,0.0,12.0,0.0,ML,,,,4.5,0.1,4,,,
1543277,1948-04-25T19:04:33Z,-41.76,0.0,172.26,0.1,12.0,0.0,ML,,,,4.2,0.3,3,,,
1543278,1948-05-19T09:36:46Z,-35.35,0.5,178.32,1.3,33.0,0.0,ML,,,,5.5,0.2,2,,,
1543279,1948-05-20T06:09:12Z,-39.73,0.0,174.58,0.0,173.0,1.0,ML,,,,4.3,0.1,2,,,
1543280,1948-05-20T14:59:26Z,-39.26,0.1,177.91,0.2,12.0,0.0,ML,,,,4.3,nan,2,,,
1543281,1948-05-22T18:57:35Z,-42.47,0.1,172.88,0.0,12.0,0.0,MS,5.3,nan,0,5.8,0.2,2,,,
1543282,1948-05-22T19:21:26Z,-42.5,0.0,173.0,0.0,12.0,0.0,Mw,6.4,nan,0,6.4,0.1,2,6.4,nan,0
1543283,1948-05-22T19:29:24Z,-42.5,0.0,172.9,0.0,12.0,0.0,ML,,,,4.6,nan,0,,,
1543284,1948-05-22T19:36:07Z,-42.84,0.1,173.05,0.1,12.0,0.0,ML,,,,6.2,0.4,2,,,
1543285,1948-05-22T19:53:43Z,-42.67,0.1,173.02,0.1,12.0,0.0,ML,,,,5.7,0.4,2,,,
1543286,1948-05-22T20:01:18Z,-42.55,0.1,173.01,0.1,12.0,0.0,MS,5.7,nan,0,5.7,0.4,2,,,
1543287,1948-05-22T21:21:59Z,-42.49,0.1,172.86,0.1,12.0,0.0,MS,5.6,nan,0,5.8,0.6,2,,,
1543288,1948-05-22T21:59:53Z,-42.64,0.1,173.0,0.1,12.0,0.0,ML,,,,4.7,0.1,2,,,
1543289,1948-05-22T23:28:33Z,-42.64,0.1,173.0,0.0,12.0,0.0,ML,,,,4.7,0.1,3,,,
1543290,1948-05-22T23:58:57Z,-42.68,0.1,173.07,0.1,12.0,0.0,ML,,,,4.5,0.1,3,,,
1543291,1948-05-23T05:40:20Z,-42.74,0.1,173.08,0.1,12.0,0.0,ML,,,,4.6,0.2,3,,,
1543292,1948-05-23T18:56:27Z,-42.98,0.1,173.18,0.1,12.0,0.0,ML,,,,5.1,0.1,3,,,
1543293,1948-05-24T02:17:06Z,-42.44,0.0,173.02,0.0,12.0,0.0,ML,,,,5.0,0.1,4,,,
1543294,1948-05-24T12:09:51Z,-37.49,0.1,176.51,0.2,216.0,23.0,ML,,,,5.5,0.1,2,,,
1543295,1948-05-25T17:24:37Z,-37.42,0.1,177.74,0.2,33.0,0.0,ML,,,,5.6,0.2,4,,,
1543296,1948-05-26T01:24:54Z,-42.48,0.0,172.91,0.0,12.0,0.0,ML,,,,4.7,0.1,3,,,
1543298,1948-05-28T20:18:37Z,-39.0,0.0,178.4,0.0,12.0,0.0,ML,,,,4.8,nan,0,,,
1543299,1948-05-28T22:16:00Z,-39.18,0.0,178.3,0.0,12.0,0.0,ML,,,,4.5,0.3,2,,,
1543300,1948-05-30T20:13:54Z,-41.4,0.0,174.4,0.0,12.0,0.0,ML,,,,4.3,nan,0,,,
1543301,1948-06-01T08:04:52Z,-41.0,0.1,175.54,0.1,12.0,0.0,ML,,,,4.4,0.2,4,,,
1543302,1948-06-02T18:31:17Z,-42.61,0.1,172.72,0.1,12.0,0.0,ML,,,,3.8,0.2,3,,,
1543303,1948-06-02T22:53:18Z,-42.48,0.0,173.0,0.0,12.0,0.0,ML,,,,3.9,0.1,3,,,
1543304,1948-06-03T03:57:21Z,-38.56,0.1,175.92,0.1,195.0,7.0,ML,,,,4.8,0.1,2,,,
1543305,1948-06-07T07:17:40Z,-37.74,0.0,177.99,0.0,270.0,2.0,ML,,,,5.0,0.1,2,,,
1543306,1948-06-07T18:05:57Z,-37.34,0.1,176.94,0.2,198.0,21.0,ML,,,,5.0,0.1,2,,,
1543307,1948-06-09T06:41:16Z,-42.44,0.0,172.96,0.0,12.0,0.0,ML,,,,3.6,0.1,2,,,
1543309,1948-06-10T02:48:55Z,-37.37,0.1,176.97,0.1,217.0,8.0,ML,,,,5.1,nan,2,,,
1543310,1948-06-13T08:08:32Z,-42.42,0.0,172.95,0.0,12.0,0.0,ML,,,,3.7,nan,0,,,
1543311,1948-06-14T14:31:36Z,-42.2,0.0,173.15,0.0,33.0,0.0,ML,,,,4.1,nan,2,,,
1543313,1948-06-16T23:50:50Z,-42.23,0.0,172.71,0.0,12.0,0.0,ML,,,,3.8,0.1,3,,,
