PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount
1552873,1970-07-01T09:25:54Z,-39.42,0.1,177.18,0.1,33.0,0.0,ML,3.3,0.3,5,,,
1552876,1970-07-01T21:41:39Z,-37.39,0.1,178.1,0.1,12.0,0.0,ML,3.8,0.2,6,,,
1552878,1970-07-02T08:10:08Z,-40.91,0.0,172.76,0.0,12.0,0.0,ML,3.3,0.2,4,,,
1552879,1970-07-02T22:22:49Z,-37.04,0.1,178.38,0.1,12.0,0.0,ML,3.9,0.4,3,,,
1552880,1970-07-03T01:40:14Z,-37.41,0.1,178.03,0.0,12.0,0.0,ML,3.7,0.2,5,,,
1552881,1970-07-03T03:01:12Z,-39.22,0.0,174.84,0.0,12.0,0.0,ML,4.3,0.2,11,,,
1552882,1970-07-03T05:11:35Z,-41.06,0.1,172.81,0.1,12.0,0.0,ML,3.7,0.3,5,,,
1552883,1970-07-03T05:41:31Z,-38.41,0.0,175.73,0.1,151.0,10.0,ML,3.8,0.2,6,,,
1552885,1970-07-03T10:55:42Z,-39.6,0.0,174.81,0.1,122.0,9.0,ML,4.1,0.1,5,,,
1552886,1970-07-03T14:46:24Z,-40.99,0.0,172.77,0.0,12.0,0.0,ML,4.1,0.3,9,,,
1552888,1970-07-03T17:18:03Z,-37.58,0.0,179.35,0.0,33.0,0.0,ML,3.9,0.2,6,,,
1552889,1970-07-03T17:22:44Z,-37.22,0.1,179.31,0.1,12.0,0.0,ML,4.2,0.2,9,,,
1552891,1970-07-04T02:01:48Z,-39.6,0.0,174.28,0.1,200.0,9.0,ML,4.5,0.3,5,,,
1552892,1970-07-04T03:35:30Z,-38.18,0.0,176.21,0.0,165.0,6.0,ML,3.9,0.4,6,,,
1552893,1970-07-05T00:03:32Z,-38.5,0.0,175.71,0.0,217.0,6.0,ML,4.3,0.2,7,,,
1552894,1970-07-05T16:38:40Z,-45.1,0.0,167.65,0.1,123.0,8.0,ML,4.5,0.3,7,,,
1552895,1970-07-07T01:58:47Z,-40.23,0.1,173.51,0.1,188.0,15.0,ML,4.0,0.1,4,,,
1552896,1970-07-07T19:31:13Z,-38.78,0.0,176.29,0.1,12.0,0.0,ML,3.0,0.4,2,,,
1552897,1970-07-10T09:23:19Z,-38.75,0.0,174.08,0.0,12.0,0.0,ML,4.3,0.3,14,,,
1552898,1970-07-10T16:06:11Z,-44.84,0.1,167.63,0.1,78.0,12.0,ML,3.6,0.3,4,,,
1552901,1970-07-11T04:40:18Z,-38.78,0.1,175.16,0.1,232.0,8.0,ML,4.9,0.2,7,,,
1552902,1970-07-11T08:44:00Z,-47.09,0.1,164.95,0.1,12.0,0.0,ML,4.0,0.2,6,,,
1552905,1970-07-13T00:48:11Z,-39.74,0.0,174.08,0.0,134.0,10.0,ML,3.9,0.2,5,,,
1552906,1970-07-13T15:27:28Z,-39.19,0.0,174.87,0.0,33.0,0.0,ML,3.8,0.3,6,,,
1552907,1970-07-13T16:43:02Z,-39.39,0.0,177.14,0.0,33.0,0.0,ML,3.5,0.2,5,,,
1552908,1970-07-16T08:56:03Z,-40.88,0.0,175.48,0.0,12.0,0.0,ML,3.5,0.1,5,,,
1552910,1970-07-17T10:36:49Z,-41.71,0.0,174.26,0.0,12.0,0.0,ML,3.7,0.3,8,,,
1552911,1970-07-18T02:41:05Z,-41.99,0.0,172.76,0.0,12.0,0.0,ML,4.2,0.3,10,,,
1552912,1970-07-18T15:50:31Z,-41.23,0.0,175.94,0.1,33.0,0.0,ML,3.6,0.2,5,,,
1552913,1970-07-18T16:49:43Z,-38.94,0.0,175.02,0.1,239.0,6.0,ML,4.5,0.2,7,,,
1552914,1970-07-19T11:35:14Z,-46.74,0.0,166.93,0.1,12.0,0.0,ML,3.8,0.2,6,,,
1552915,1970-07-19T17:04:25Z,-38.8,0.0,175.17,0.1,233.0,8.0,ML,5.2,0.2,7,,,
1552916,1970-07-20T11:39:37Z,-42.5,0.0,173.87,0.0,12.0,0.0,ML,3.6,0.4,5,,,
1552917,1970-07-20T13:31:09Z,-42.55,0.0,173.83,0.0,12.0,0.0,ML,3.6,0.3,6,,,
1552918,1970-07-21T00:09:34Z,-38.39,0.1,175.85,0.1,154.0,11.0,ML,4.0,0.2,5,,,
1552919,1970-07-21T04:28:12Z,-37.28,0.1,177.35,0.1,123.0,34.0,ML,3.8,0.2,5,,,
1552920,1970-07-22T17:12:10Z,-37.24,0.1,176.8,0.1,251.0,11.0,ML,4.1,0.2,4,,,
1552921,1970-07-23T00:07:15Z,-41.4,0.0,171.93,0.0,12.0,0.0,ML,4.4,0.3,11,,,
1552922,1970-07-23T03:25:11Z,-39.31,0.0,173.55,0.0,12.0,0.0,ML,4.2,0.3,8,,,
1552923,1970-07-23T03:27:17Z,-39.32,0.0,173.56,0.1,12.0,0.0,ML,3.5,0.5,4,,,
1552924,1970-07-23T08:16:43Z,-37.81,0.0,176.62,0.0,12.0,0.0,ML,3.8,0.2,5,,,
1552925,1970-07-23T18:06:55Z,-36.69,0.1,177.86,0.1,237.0,8.0,ML,4.2,0.2,4,,,
1552926,1970-07-24T10:19:28Z,-37.53,0.1,176.37,0.1,297.0,10.0,ML,4.1,0.3,4,,,
1552927,1970-07-24T12:29:27Z,-40.57,0.1,173.53,0.1,180.0,16.0,ML,3.7,0.3,2,,,
1552928,1970-07-25T07:54:13Z,-39.25,0.0,173.57,0.1,12.0,0.0,ML,4.0,0.4,9,,,
1552929,1970-07-25T07:59:31Z,-39.26,0.0,173.54,0.0,12.0,0.0,ML,3.6,0.5,5,,,
