PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount
2507315,2006-01-01T01:36:44Z,-37.25,0.1,177.03,0.1,263.0,5.0,ML,,,,3.0,0.1,4
2507333,2006-01-01T02:39:58Z,-38.46,0.0,176.03,0.1,185.0,4.0,ML,,,,3.4,0.1,4
2507349,2006-01-01T03:44:17Z,-37.08,0.0,177.23,0.0,137.0,3.0,ML,,,,2.9,0.1,6
2507353,2006-01-01T04:01:05Z,-39.78,0.0,179.07,0.0,33.0,0.0,ML,,,,3.4,0.2,13
2507364,2006-01-01T04:37:22Z,-39.41,0.0,177.22,0.0,12.0,0.0,ML,,,,2.8,0.2,7
2507384,2006-01-01T05:48:18Z,-39.98,0.0,174.9,0.0,69.0,2.0,ML,,,,2.1,0.2,6
2507393,2006-01-01T06:14:34Z,-42.36,0.0,172.3,0.0,5.0,0.0,ML,,,,2.5,0.3,4
2507418,2006-01-01T07:44:53Z,-36.11,0.1,179.94,0.1,33.0,0.0,ML,,,,3.5,0.1,3
2507420,2006-01-01T07:50:40Z,-41.36,0.0,175.07,0.0,37.0,1.0,ML,,,,2.1,0.2,10
2507425,2006-01-01T08:08:52Z,-38.83,0.0,175.06,0.0,221.0,5.0,ML,,,,3.2,0.2,8
2507428,2006-01-01T08:20:46Z,-45.19,0.0,167.3,0.0,56.0,3.0,ML,,,,2.1,0.3,3
2507434,2006-01-01T08:47:36Z,-44.14,0.0,168.65,0.0,5.0,0.0,ML,,,,2.9,0.2,10
2507436,2006-01-01T08:57:00Z,-37.76,0.0,178.39,0.0,46.0,3.0,ML,,,,2.8,0.2,5
2507442,2006-01-01T09:20:45Z,-37.13,0.1,177.51,0.1,160.0,5.0,ML,,,,2.6,0.1,4
2507446,2006-01-01T09:29:05Z,-40.96,0.0,174.66,0.0,34.0,1.0,ML,,,,2.0,0.2,8
2507453,2006-01-01T09:55:05Z,-38.5,0.0,175.83,0.0,179.0,3.0,ML,,,,3.3,0.3,16
2507454,2006-01-01T10:01:04Z,-41.68,0.0,174.25,0.0,11.0,1.0,ML,,,,2.1,0.2,15
2507456,2006-01-01T10:05:44Z,-37.99,0.0,176.51,0.0,5.0,0.0,ML,,,,1.9,0.2,5
2507457,2006-01-01T10:08:19Z,-41.08,0.0,174.86,0.0,28.0,1.0,ML,,,,1.9,0.2,11
2507468,2006-01-01T10:48:20Z,-39.99,0.0,176.76,0.0,45.0,3.0,ML,,,,2.0,0.1,3
2507471,2006-01-01T11:02:01Z,-37.06,0.1,178.21,0.2,147.0,8.0,ML,,,,2.3,0.3,3
2507480,2006-01-01T11:36:37Z,-37.76,0.0,176.47,0.1,146.0,5.0,ML,,,,2.5,0.2,4
2507484,2006-01-01T11:59:18Z,-39.6,0.0,176.78,0.1,52.0,7.0,ML,,,,1.9,0.2,2
2507495,2006-01-01T12:43:20Z,-39.47,0.0,175.47,0.0,5.0,0.0,ML,,,,1.8,0.2,18
2507514,2006-01-01T13:56:48Z,-41.18,0.0,174.79,0.0,28.0,1.0,ML,,,,2.1,0.2,7
2507517,2006-01-01T14:06:05Z,-41.18,0.0,174.79,0.0,28.0,1.0,ML,,,,2.2,0.2,9
2507521,2006-01-01T14:18:15Z,-45.57,0.0,167.1,0.1,72.0,5.0,ML,,,,2.4,0.0,2
2507527,2006-01-01T14:44:40Z,-45.19,0.0,166.7,0.0,12.0,0.0,ML,,,,3.0,0.3,7
2507530,2006-01-01T14:55:58Z,-45.42,0.0,166.79,0.0,22.0,1.0,ML,,,,2.6,0.2,4
2507532,2006-01-01T15:01:10Z,-40.59,0.0,176.43,0.0,25.0,1.0,ML,,,,2.6,0.2,6
2507533,2006-01-01T15:02:52Z,-40.55,0.0,176.44,0.0,50.0,9.0,ML,,,,2.3,0.1,2
2507537,2006-01-01T15:15:45Z,-43.22,0.0,170.76,0.0,5.0,0.0,ML,,,,2.8,0.3,9
2507543,2006-01-01T15:38:31Z,-36.93,0.2,177.51,0.1,149.0,22.0,ML,,,,2.6,0.1,3
2507575,2006-01-01T17:29:05Z,-40.87,0.0,176.1,0.0,24.0,1.0,ML,,,,2.5,0.1,5
2507586,2006-01-01T17:53:11Z,-38.15,0.0,177.96,0.0,65.0,3.0,ML,,,,2.4,0.1,4
2507590,2006-01-01T18:05:27Z,-39.68,0.0,175.72,0.0,12.0,0.0,ML,,,,2.8,0.1,14
2507683,2006-01-01T21:56:37Z,-36.94,0.0,177.75,0.0,101.0,4.0,Mw,4.5,nan,0,5.3,0.2,22
2507686,2006-01-01T22:06:08Z,-38.16,0.0,176.45,0.0,4.0,1.0,ML,,,,2.8,0.1,4
2507710,2006-01-01T23:03:47Z,-37.87,0.0,176.74,0.0,7.0,1.0,ML,,,,3.0,0.2,5
2507731,2006-01-02T00:10:17Z,-39.0,0.0,175.78,0.0,7.0,1.0,ML,,,,2.7,0.1,13
2507754,2006-01-02T01:08:49Z,-45.09,0.0,167.5,0.0,5.0,0.0,ML,,,,2.7,0.2,5
2507783,2006-01-02T02:22:56Z,-39.0,0.0,175.77,0.0,5.0,0.0,ML,,,,1.6,0.1,7
2507784,2006-01-02T02:24:46Z,-39.0,0.0,175.78,0.0,9.0,1.0,ML,,,,2.2,0.1,10
2507786,2006-01-02T02:29:33Z,-39.0,0.0,175.77,0.0,8.0,1.0,ML,,,,1.6,0.2,6
2507917,2006-01-02T08:35:31Z,-39.66,0.1,174.35,0.0,210.0,5.0,ML,,,,3.4,0.2,6
2507934,2006-01-02T09:21:29Z,-41.4,0.0,174.86,0.0,11.0,1.0,ML,,,,2.2,0.2,9
2507988,2006-01-02T12:18:50Z,-40.3,0.0,173.43,0.0,202.0,3.0,ML,,,,3.4,0.2,6
2507993,2006-01-02T12:32:20Z,-41.63,0.0,174.27,0.0,10.0,1.0,ML,,,,2.3,0.2,12
2508040,2006-01-02T14:54:43Z,-41.71,0.0,172.27,0.0,5.0,0.0,ML,,,,2.4,0.3,3
2508067,2006-01-02T16:04:38Z,-38.3,0.1,176.08,0.1,189.0,6.0,ML,,,,2.9,0.2,4
2508070,2006-01-02T16:15:28Z,-41.46,0.0,174.04,0.0,39.0,1.0,ML,,,,2.2,0.2,5
2508082,2006-01-02T16:50:04Z,-36.96,0.0,179.03,0.1,5.0,0.0,ML,,,,2.8,0.2,4
2508091,2006-01-02T17:19:15Z,-45.1,0.0,167.49,0.0,120.0,3.0,ML,,,,2.8,0.3,5
2508116,2006-01-02T18:18:04Z,-45.2,0.0,167.06,0.0,12.0,0.0,ML,,,,2.5,0.2,5
2508135,2006-01-02T19:13:22Z,-39.12,0.0,174.61,0.0,25.0,1.0,ML,,,,2.3,0.2,9
2508162,2006-01-02T20:33:59Z,-40.8,0.0,174.71,0.0,5.0,0.0,ML,,,,2.5,0.2,6
2508166,2006-01-02T20:44:06Z,-40.79,0.0,174.71,0.0,5.0,0.0,ML,,,,2.2,0.1,10
2508172,2006-01-02T21:04:34Z,-39.44,0.0,177.68,0.0,31.0,2.0,ML,,,,2.9,0.2,4
2508184,2006-01-02T21:34:38Z,-41.75,0.0,174.17,0.0,14.0,2.0,ML,,,,2.5,0.2,12
2508202,2006-01-02T22:33:14Z,-40.42,0.0,173.55,0.0,122.0,3.0,ML,,,,3.3,0.3,6
