PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount,Mb,Mb_Uncertainty,Mb_StationCount
2931322,2008-07-01T00:56:37Z,-37.88,0.0,177.87,0.0,64.0,6.0,ML,,,,2.4,0.1,3,,,
2931325,2008-07-01T01:09:38Z,-37.27,0.1,176.51,0.1,220.0,4.0,ML,,,,3.3,0.3,11,,,
2931332,2008-07-01T01:32:59Z,-39.48,0.0,175.69,0.0,18.0,1.0,ML,,,,1.8,0.2,12,,,
2931338,2008-07-01T01:53:04Z,-40.58,0.0,175.87,0.0,31.0,1.0,ML,,,,2.4,0.1,6,,,
2931344,2008-07-01T02:05:37Z,-40.12,0.0,174.95,0.0,12.0,0.0,ML,,,,2.4,0.1,18,,,
2931352,2008-07-01T02:35:37Z,-40.32,0.0,176.36,0.0,32.0,2.0,ML,,,,2.0,0.3,3,,,
2931373,2008-07-01T03:31:30Z,-38.48,0.0,176.78,0.0,62.0,4.0,ML,,,,2.4,0.1,4,,,
2931382,2008-07-01T04:03:23Z,-36.54,0.0,177.29,0.0,237.0,3.0,ML,,,,4.0,0.2,7,,,
2931386,2008-07-01T04:13:19Z,-40.13,0.0,174.9,0.0,29.0,2.0,ML,,,,2.4,0.2,5,,,
2935322,2008-07-01T04:13:35Z,-38.86,0.0,175.55,0.0,5.0,0.0,ML,,,,1.6,0.1,3,,,
2931393,2008-07-01T04:40:39Z,-40.42,0.0,174.6,0.0,50.0,4.0,ML,,,,2.1,0.2,4,,,
2935326,2008-07-01T04:52:40Z,-45.09,0.0,167.59,0.0,113.0,2.0,ML,,,,2.7,0.2,8,,,
2931396,2008-07-01T04:52:45Z,-40.56,0.0,175.27,0.0,34.0,1.0,ML,,,,1.7,0.1,4,,,
2931399,2008-07-01T05:05:53Z,-38.62,0.0,176.21,0.1,169.0,4.0,ML,,,,3.1,0.2,6,,,
2931408,2008-07-01T05:33:13Z,-45.47,0.0,166.7,0.0,27.0,1.0,ML,,,,2.1,0.1,3,,,
2931451,2008-07-01T07:53:37Z,-40.08,0.0,176.47,0.0,51.0,1.0,ML,,,,2.3,0.3,7,,,
2931453,2008-07-01T08:01:04Z,-41.01,0.0,175.42,0.0,29.0,1.0,ML,,,,2.2,0.2,9,,,
2931454,2008-07-01T08:02:15Z,-40.26,0.0,176.67,0.0,13.0,2.0,ML,,,,1.9,0.1,5,,,
2931457,2008-07-01T08:10:46Z,-38.81,0.0,175.94,0.0,5.0,0.0,ML,,,,1.7,0.1,5,,,
2931467,2008-07-01T08:35:27Z,-40.89,0.0,174.88,0.0,64.0,1.0,ML,,,,2.5,0.1,15,,,
2931469,2008-07-01T08:42:01Z,-40.21,0.0,176.25,0.0,52.0,2.0,ML,,,,1.8,0.2,4,,,
2931479,2008-07-01T09:08:43Z,-45.87,0.0,166.55,0.0,12.0,0.0,ML,,,,2.6,0.2,9,,,
2935336,2008-07-01T09:09:06Z,-39.15,0.0,177.61,0.0,47.0,4.0,ML,,,,2.2,nan,1,,,
2931481,2008-07-01T09:19:43Z,-44.56,0.0,168.4,0.1,76.0,6.0,ML,,,,2.2,0.2,6,,,
2931487,2008-07-01T09:42:32Z,-38.92,0.0,175.33,0.1,111.0,9.0,ML,,,,2.2,0.2,3,,,
2931492,2008-07-01T09:56:27Z,-39.06,0.0,176.83,0.0,39.0,2.0,ML,,,,2.3,0.1,4,,,
2931496,2008-07-01T10:07:36Z,-46.5,0.0,166.7,0.0,81.0,2.0,ML,,,,2.6,0.2,7,,,
2931501,2008-07-01T10:25:04Z,-40.04,0.0,176.74,0.0,51.0,1.0,ML,,,,2.3,0.2,6,,,
2931503,2008-07-01T10:32:47Z,-44.63,0.0,170.06,0.0,5.0,0.0,ML,,,,1.7,0.1,5,,,
2931504,2008-07-01T10:36:08Z,-45.17,0.0,167.36,0.0,118.0,2.0,ML,,,,3.3,0.2,10,,,
2931513,2008-07-01T11:07:33Z,-43.18,0.0,170.96,0.0,5.0,0.0,ML,,,,2.3,0.3,7,,,
2931532,2008-07-01T12:15:08Z,-47.31,0.0,166.13,0.0,5.0,0.0,ML,,,,3.0,0.4,7,,,
2931545,2008-07-01T13:00:17Z,-38.83,0.0,175.93,0.0,9.0,1.0,ML,,,,1.7,0.1,4,,,
2931553,2008-07-01T13:28:55Z,-38.6,0.0,176.66,0.0,63.0,3.0,ML,,,,2.7,0.2,6,,,
2931569,2008-07-01T14:29:24Z,-44.53,0.0,167.95,0.0,12.0,0.0,ML,,,,2.0,0.2,4,,,
2931583,2008-07-01T15:10:24Z,-37.25,0.0,177.79,0.0,103.0,3.0,ML,,,,3.0,0.1,8,,,
2931585,2008-07-01T15:19:20Z,-40.3,0.0,176.48,0.0,23.0,3.0,ML,,,,1.9,0.2,3,,,
2931586,2008-07-01T15:23:50Z,-44.75,0.0,166.87,0.1,12.0,0.0,ML,,,,2.2,0.2,5,,,
2931598,2008-07-01T15:57:40Z,-41.11,0.0,172.65,0.0,5.0,0.0,ML,,,,2.5,0.3,7,,,
2931606,2008-07-01T16:23:52Z,-39.12,0.0,174.94,0.0,30.0,1.0,ML,,,,2.2,0.1,8,,,
2931617,2008-07-01T16:56:02Z,-40.32,0.0,176.47,0.0,18.0,3.0,ML,,,,2.3,0.1,6,,,
2931627,2008-07-01T17:22:15Z,-38.83,0.0,177.93,0.0,30.0,4.0,ML,,,,2.1,0.1,2,,,
2931628,2008-07-01T17:25:35Z,-38.9,0.0,176.6,0.0,59.0,2.0,ML,,,,3.5,0.1,10,,,
2931647,2008-07-01T18:26:11Z,-40.65,0.0,173.29,0.0,163.0,2.0,ML,,,,4.6,0.3,28,,,
