PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,MS,MS_Uncertainty,MS_StationCount,ML,ML_Uncertainty,ML_StationCount,Mw,Mw_Uncertainty,Mw_StationCount
1546798,1962-01-01T01:46:51Z,-40.85,0.0,175.5,0.0,33.0,0.0,ML,,,,2.6,nan,1,,,
1546799,1962-01-01T03:32:46Z,-41.73,0.0,176.01,0.0,12.0,0.0,ML,,,,4.0,0.2,4,,,
1546800,1962-01-01T09:32:57Z,-41.74,0.2,175.98,0.1,12.0,0.0,ML,,,,3.9,0.1,3,,,
1546801,1962-01-01T16:17:48Z,-41.72,0.1,175.97,0.1,12.0,0.0,ML,,,,4.1,0.4,4,,,
1546802,1962-01-01T17:56:02Z,-41.54,0.1,175.98,0.1,12.0,0.0,ML,,,,3.3,nan,1,,,
1546803,1962-01-02T00:35:10Z,-41.71,0.0,175.98,0.0,12.0,0.0,ML,,,,3.8,0.1,3,,,
1546804,1962-01-02T01:08:45Z,-40.09,0.0,173.96,0.1,33.0,0.0,ML,,,,3.0,0.3,2,,,
1546805,1962-01-02T12:13:02Z,-42.04,0.1,173.89,0.1,12.0,0.0,ML,,,,3.2,nan,1,,,
1546806,1962-01-02T19:24:30Z,-41.8,0.0,175.73,0.0,12.0,0.0,ML,,,,3.0,0.2,1,,,
1546808,1962-01-03T02:45:57Z,-41.82,0.5,176.01,0.2,12.0,0.0,ML,,,,3.1,0.5,2,,,
1546809,1962-01-03T10:33:11Z,-41.88,0.4,175.76,0.2,12.0,0.0,ML,,,,3.2,nan,1,,,
1546810,1962-01-03T12:40:45Z,-41.82,0.1,175.93,0.1,12.0,0.0,ML,,,,3.6,0.3,2,,,
1546811,1962-01-04T01:40:22Z,-41.01,0.1,175.67,0.1,12.0,0.0,ML,,,,2.6,0.4,1,,,
1546812,1962-01-04T14:49:21Z,-41.28,0.0,175.85,0.0,12.0,0.0,ML,,,,2.8,nan,1,,,
1546813,1962-01-04T21:04:27Z,-37.86,0.1,177.34,0.4,33.0,0.0,ML,,,,4.2,0.4,3,,,
1546814,1962-01-05T07:23:50Z,-41.86,0.1,175.85,0.1,12.0,0.0,ML,,,,3.4,0.7,2,,,
1546815,1962-01-06T05:21:05Z,-41.47,0.2,175.94,0.1,12.0,0.0,ML,,,,3.1,0.3,1,,,
1546816,1962-01-06T11:38:19Z,-41.84,0.1,175.54,0.0,12.0,0.0,ML,,,,2.9,0.3,1,,,
1546817,1962-01-07T02:03:25Z,-41.76,0.2,174.78,0.3,12.0,0.0,ML,,,,3.0,0.3,2,,,
1546818,1962-01-07T23:08:48Z,-40.97,0.2,176.5,0.3,12.0,0.0,ML,,,,3.5,0.6,2,,,
1546819,1962-01-08T16:01:25Z,-41.87,0.2,175.81,0.1,12.0,0.0,ML,,,,3.6,0.3,2,,,
1546820,1962-01-08T17:45:32Z,-41.29,0.1,175.73,0.1,12.0,0.0,ML,,,,2.9,0.2,1,,,
1546821,1962-01-09T05:51:49Z,-41.65,0.1,176.05,0.1,12.0,0.0,ML,,,,2.9,0.1,1,,,
1546822,1962-01-09T17:21:51Z,-41.64,0.2,176.01,0.1,12.0,0.0,ML,,,,3.5,0.5,2,,,
1546824,1962-01-10T04:39:30Z,-41.33,0.1,172.55,0.2,197.0,17.0,ML,,,,3.6,0.5,1,,,
1546825,1962-01-10T22:00:42Z,-40.09,0.1,175.54,0.2,12.0,0.0,ML,,,,4.7,0.7,5,,,
1546826,1962-01-10T23:28:44Z,-41.47,0.1,175.93,0.1,12.0,0.0,ML,,,,3.0,0.4,1,,,
1546827,1962-01-11T14:17:21Z,-41.84,0.0,173.65,0.0,33.0,0.0,ML,,,,4.0,0.3,3,,,
1546828,1962-01-11T16:24:33Z,-37.11,0.1,176.4,0.1,312.0,9.0,ML,,,,4.5,0.3,1,,,
1546829,1962-01-12T08:30:53Z,-37.12,0.2,177.33,0.4,12.0,0.0,ML,,,,4.1,0.4,4,,,
1546830,1962-01-12T10:16:14Z,-37.4,0.1,177.14,0.2,12.0,0.0,ML,,,,3.9,0.2,4,,,
1546831,1962-01-13T11:05:15Z,-37.29,0.1,179.68,0.2,12.0,0.0,ML,,,,4.5,0.3,3,,,
1546832,1962-01-15T01:57:51Z,-40.24,0.1,174.99,0.1,12.0,0.0,ML,,,,3.7,0.4,3,,,
1546833,1962-01-15T18:17:11Z,-40.6,0.0,174.84,0.1,12.0,0.0,ML,,,,3.2,0.3,1,,,
1546834,1962-01-15T21:33:41Z,-41.85,0.0,173.63,0.0,12.0,0.0,ML,,,,3.4,0.3,2,,,
1546835,1962-01-16T02:10:01Z,-40.22,0.0,173.97,0.1,12.0,0.0,ML,,,,3.3,0.6,3,,,
1546836,1962-01-16T02:37:37Z,-41.78,0.1,175.97,0.1,12.0,0.0,ML,,,,3.7,0.5,3,,,
1546837,1962-01-16T04:03:20Z,-41.62,0.1,176.0,0.1,12.0,0.0,ML,,,,3.1,0.4,1,,,
1546838,1962-01-16T07:38:01Z,-40.13,0.1,176.23,0.1,12.0,0.0,ML,,,,3.0,0.2,1,,,
1546839,1962-01-16T09:57:29Z,-40.47,0.1,175.3,0.4,12.0,0.0,ML,,,,2.8,0.5,2,,,
1546840,1962-01-17T00:13:50Z,-39.83,0.1,173.01,0.1,12.0,0.0,ML,,,,3.4,0.4,3,,,
1546843,1962-01-20T02:37:45Z,-42.16,0.0,174.06,0.1,12.0,0.0,ML,,,,4.3,0.3,4,,,
1546844,1962-01-22T04:53:03Z,-39.39,0.0,176.43,0.0,33.0,0.0,ML,,,,3.5,0.2,3,,,
1546845,1962-01-22T10:09:08Z,-38.39,0.1,175.96,0.3,12.0,0.0,ML,,,,3.5,0.4,2,,,
1546846,1962-01-22T10:11:47Z,-38.33,0.1,175.96,0.1,12.0,0.0,ML,,,,3.3,0.2,3,,,
