publicid,cell_id,total_reports_from_counts,mean_mmi,median_mmi,max_mode_count,n_modes,mode_mmi,skewness,reported_mmi,report_count,mean_minus_median,api_median_minus_reconstructed,mode_is_tied
2016p831842,2016p831842_cell_1,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p831842,2016p831842_cell_10,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p831842,2016p831842_cell_11,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p831842,2016p831842_cell_12,2,4,4,2,1,4,NA,4,2,0,0,FALSE
2016p831842,2016p831842_cell_13,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p831842,2016p831842_cell_14,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p831842,2016p831842_cell_15,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p831842,2016p831842_cell_16,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p831842,2016p831842_cell_17,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p831842,2016p831842_cell_18,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p831842,2016p831842_cell_19,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p831842,2016p831842_cell_2,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p831842,2016p831842_cell_20,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p831842,2016p831842_cell_21,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p831842,2016p831842_cell_22,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p831842,2016p831842_cell_23,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p831842,2016p831842_cell_24,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p831842,2016p831842_cell_25,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p831842,2016p831842_cell_26,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p831842,2016p831842_cell_27,2,3.5,3.5,1,2,NA,0,3,2,0,-0.5,TRUE
2016p831842,2016p831842_cell_28,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p831842,2016p831842_cell_29,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p831842,2016p831842_cell_3,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p831842,2016p831842_cell_30,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p831842,2016p831842_cell_31,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p831842,2016p831842_cell_32,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p831842,2016p831842_cell_33,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p831842,2016p831842_cell_34,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p831842,2016p831842_cell_35,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p831842,2016p831842_cell_36,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p831842,2016p831842_cell_37,3,4,4,3,1,4,NA,4,3,0,0,FALSE
2016p831842,2016p831842_cell_38,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p831842,2016p831842_cell_4,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p831842,2016p831842_cell_5,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p831842,2016p831842_cell_6,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p831842,2016p831842_cell_7,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p831842,2016p831842_cell_8,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p831842,2016p831842_cell_9,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_1,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_10,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_100,4,3.75,3.5,2,1,3,0.49338220021815865,3,4,0.25,-0.5,FALSE
2016p842451,2016p842451_cell_101,2,4,4,2,1,4,NA,4,2,0,0,FALSE
2016p842451,2016p842451_cell_102,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_103,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_104,14,4.214285714285714,4,9,1,4,0.02518758293761834,4,14,0.2142857142857144,0,FALSE
2016p842451,2016p842451_cell_105,5,4.4,5,3,1,5,-0.8437500000000012,5,5,-0.5999999999999996,0,FALSE
2016p842451,2016p842451_cell_106,20,4.3,4,10,1,4,-0.3656751497879549,4,20,0.2999999999999998,0,FALSE
2016p842451,2016p842451_cell_107,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_108,7,4,4,3,1,4,0,4,7,0,0,FALSE
2016p842451,2016p842451_cell_109,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_11,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_110,2,4,4,2,1,4,NA,4,2,0,0,FALSE
2016p842451,2016p842451_cell_111,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_112,2,4.5,4.5,1,2,NA,0,4,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_113,15,4.333333333333333,4,11,1,4,1.6071738588279756,4,15,0.33333333333333304,0,FALSE
2016p842451,2016p842451_cell_114,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_115,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_116,7,4.142857142857143,4,4,1,4,-0.13416407864998908,4,7,0.14285714285714324,0,FALSE
2016p842451,2016p842451_cell_117,8,5.25,5,6,1,5,1.1547005383792515,5,8,0.25,0,FALSE
2016p842451,2016p842451_cell_118,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_119,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_12,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_120,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_121,2,4.5,4.5,1,2,NA,0,4,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_122,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_123,2,4,4,1,2,NA,0,3,2,0,-1,TRUE
2016p842451,2016p842451_cell_124,4,4,4,4,1,4,NA,4,4,0,0,FALSE
2016p842451,2016p842451_cell_125,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_126,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_127,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_128,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_129,2,5,5,2,1,5,NA,5,2,0,0,FALSE
2016p842451,2016p842451_cell_13,15,4.2,4,12,1,4,1.4999999999999987,4,15,0.20000000000000018,0,FALSE
2016p842451,2016p842451_cell_130,10,4.6,4.5,5,1,4,0.6578429336242129,4,10,0.09999999999999964,-0.5,FALSE
2016p842451,2016p842451_cell_131,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_132,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_133,4,3,3,4,1,3,NA,3,4,0,0,FALSE
2016p842451,2016p842451_cell_134,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_135,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_136,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_137,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_138,3,3.6666666666666665,4,2,1,4,-0.7071067811865465,4,3,-0.3333333333333335,0,FALSE
2016p842451,2016p842451_cell_139,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_14,2,4,4,2,1,4,NA,4,2,0,0,FALSE
2016p842451,2016p842451_cell_140,19,4.526315789473684,5,9,1,5,-0.09538235376150052,5,19,-0.47368421052631593,0,FALSE
2016p842451,2016p842451_cell_141,15,4.2,4,10,1,4,0.10071121989218046,4,15,0.20000000000000018,0,FALSE
2016p842451,2016p842451_cell_142,2,3.5,3.5,1,2,NA,0,3,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_143,2,3.5,3.5,1,2,NA,0,3,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_144,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_145,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_146,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_147,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_148,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_149,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_15,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_150,1,6,6,1,1,6,NA,6,1,0,0,FALSE
2016p842451,2016p842451_cell_151,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_152,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_153,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_154,9,4.333333333333333,4,6,1,4,0.7071067811865495,4,9,0.33333333333333304,0,FALSE
2016p842451,2016p842451_cell_155,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_156,1,7,7,1,1,7,NA,7,1,0,0,FALSE
2016p842451,2016p842451_cell_157,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_158,3,3.6666666666666665,4,2,1,4,-0.7071067811865465,4,3,-0.3333333333333335,0,FALSE
2016p842451,2016p842451_cell_159,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_16,4,4.75,5,3,1,5,-1.1547005383792515,5,4,-0.25,0,FALSE
2016p842451,2016p842451_cell_160,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_161,3,4.666666666666667,5,2,1,5,-0.7071067811865493,5,3,-0.33333333333333304,0,FALSE
2016p842451,2016p842451_cell_162,2,3.5,3.5,1,2,NA,0,3,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_163,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_164,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_165,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_166,6,3.5,3,4,1,3,1.1222634354993892,3,6,0.5,0,FALSE
2016p842451,2016p842451_cell_167,2,5,5,2,1,5,NA,5,2,0,0,FALSE
2016p842451,2016p842451_cell_168,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_169,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_17,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_170,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_171,20,4.25,4,11,1,4,0.5591664935805798,4,20,0.25,0,FALSE
2016p842451,2016p842451_cell_172,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_173,5,3.8,4,2,2,NA,0.34362159674454634,4,5,-0.20000000000000018,0,TRUE
2016p842451,2016p842451_cell_174,10,3.9,4,4,1,3,0.18843003091685653,4,10,-0.10000000000000009,0,FALSE
2016p842451,2016p842451_cell_175,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_176,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_177,30,3.3666666666666667,3,19,1,3,0.5533715710928596,3,30,0.3666666666666667,0,FALSE
2016p842451,2016p842451_cell_178,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_179,1,6,6,1,1,6,NA,6,1,0,0,FALSE
2016p842451,2016p842451_cell_18,2,3,3,2,1,3,NA,3,2,0,0,FALSE
2016p842451,2016p842451_cell_180,2,5,5,2,1,5,NA,5,2,0,0,FALSE
2016p842451,2016p842451_cell_181,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_182,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_183,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_184,2,4.5,4.5,1,2,NA,0,4,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_185,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_186,2,4.5,4.5,1,2,NA,0,4,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_187,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_188,4,4,4,4,1,4,NA,4,4,0,0,FALSE
2016p842451,2016p842451_cell_189,2,4,4,2,1,4,NA,4,2,0,0,FALSE
2016p842451,2016p842451_cell_19,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_190,3,5,5,3,1,5,NA,5,3,0,0,FALSE
2016p842451,2016p842451_cell_191,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_192,12,4.083333333333333,4,5,1,4,-0.14018086215550693,4,12,0.08333333333333304,0,FALSE
2016p842451,2016p842451_cell_193,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_194,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_195,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_196,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_197,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_198,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_199,4,3.5,3.5,2,2,NA,0,3,4,0,-0.5,TRUE
2016p842451,2016p842451_cell_2,2,4,4,2,1,4,NA,4,2,0,0,FALSE
2016p842451,2016p842451_cell_20,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_200,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_201,17,4.235294117647059,4,8,1,4,0.2211251200898932,4,17,0.23529411764705888,0,FALSE
2016p842451,2016p842451_cell_202,7,4.285714285714286,4,3,2,NA,-0.45927932677184535,4,7,0.2857142857142856,0,TRUE
2016p842451,2016p842451_cell_203,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_204,2,4,4,2,1,4,NA,4,2,0,0,FALSE
2016p842451,2016p842451_cell_205,2,3,3,2,1,3,NA,3,2,0,0,FALSE
2016p842451,2016p842451_cell_206,3,3,3,3,1,3,NA,3,3,0,0,FALSE
2016p842451,2016p842451_cell_207,2,4,4,2,1,4,NA,4,2,0,0,FALSE
2016p842451,2016p842451_cell_208,1,6,6,1,1,6,NA,6,1,0,0,FALSE
2016p842451,2016p842451_cell_209,8,4.5,5,5,1,5,-1.0606601717798212,5,8,-0.5,0,FALSE
2016p842451,2016p842451_cell_21,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_210,5,3.8,4,4,1,4,-1.4999999999999991,4,5,-0.20000000000000018,0,FALSE
2016p842451,2016p842451_cell_211,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_212,2,4,4,1,2,NA,0,3,2,0,-1,TRUE
2016p842451,2016p842451_cell_213,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_214,2,3,3,2,1,3,NA,3,2,0,0,FALSE
2016p842451,2016p842451_cell_215,2,4,4,2,1,4,NA,4,2,0,0,FALSE
2016p842451,2016p842451_cell_216,2,3.5,3.5,1,2,NA,0,3,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_217,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_218,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_219,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_22,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_220,3,3.3333333333333335,3,2,1,3,0.7071067811865465,3,3,0.3333333333333335,0,FALSE
2016p842451,2016p842451_cell_221,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_222,14,4,4,5,2,NA,0,4,14,0,0,TRUE
2016p842451,2016p842451_cell_223,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_224,2,4.5,4.5,1,2,NA,0,4,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_225,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_226,2,3.5,3.5,1,2,NA,0,3,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_227,2,3.5,3.5,1,2,NA,0,3,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_228,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_229,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_23,13,4.076923076923077,4,6,1,4,-0.11946382271747105,4,13,0.07692307692307665,0,FALSE
2016p842451,2016p842451_cell_230,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_231,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_232,4,4.25,4.5,2,1,5,-0.49338220021815865,4,4,-0.25,-0.5,FALSE
2016p842451,2016p842451_cell_233,4,4.75,5,3,1,5,-1.1547005383792515,5,4,-0.25,0,FALSE
2016p842451,2016p842451_cell_234,9,4.222222222222222,4,5,1,4,-0.20992232566475685,4,9,0.22222222222222232,0,FALSE
2016p842451,2016p842451_cell_235,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_236,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_237,3,4,4,1,3,NA,0,4,3,0,0,TRUE
2016p842451,2016p842451_cell_238,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_239,2,4.5,4.5,1,2,NA,0,4,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_24,2,5,5,2,1,5,NA,5,2,0,0,FALSE
2016p842451,2016p842451_cell_240,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_241,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_242,22,4.5,4,13,1,4,0.9611190445297036,4,22,0.5,0,FALSE
2016p842451,2016p842451_cell_243,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_244,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_245,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_246,2,4,4,1,2,NA,0,3,2,0,-1,TRUE
2016p842451,2016p842451_cell_247,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_248,2,3,3,2,1,3,NA,3,2,0,0,FALSE
2016p842451,2016p842451_cell_249,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_25,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_250,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_251,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_252,13,4.461538461538462,4,8,1,4,1.0486099082453213,4,13,0.4615384615384617,0,FALSE
2016p842451,2016p842451_cell_253,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_254,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_255,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_256,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_257,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_258,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_259,3,4,4,3,1,4,NA,4,3,0,0,FALSE
2016p842451,2016p842451_cell_26,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_260,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_261,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_262,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_263,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_264,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_265,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_266,2,3.5,3.5,1,2,NA,0,3,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_267,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_268,2,3.5,3.5,1,2,NA,0,3,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_269,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_27,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_270,2,3,3,2,1,3,NA,3,2,0,0,FALSE
2016p842451,2016p842451_cell_271,5,4.2,4,2,2,NA,-0.34362159674454634,4,5,0.20000000000000018,0,TRUE
2016p842451,2016p842451_cell_272,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_273,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_274,2,3.5,3.5,1,2,NA,0,3,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_275,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_276,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_277,5,4,4,2,2,NA,0,4,5,0,0,TRUE
2016p842451,2016p842451_cell_278,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_279,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_28,4,3.75,3.5,2,1,3,0.49338220021815865,3,4,0.25,-0.5,FALSE
2016p842451,2016p842451_cell_280,3,4.333333333333333,4,2,1,4,0.7071067811865493,4,3,0.33333333333333304,0,FALSE
2016p842451,2016p842451_cell_281,2,3.5,3.5,1,2,NA,0,3,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_282,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_283,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_284,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_285,5,3.8,4,4,1,4,-1.4999999999999991,4,5,-0.20000000000000018,0,FALSE
2016p842451,2016p842451_cell_286,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_287,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_288,4,4.5,5,3,1,5,-1.1547005383792515,5,4,-0.5,0,FALSE
2016p842451,2016p842451_cell_289,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_29,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_290,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_291,7,4,4,3,1,4,0,4,7,0,0,FALSE
2016p842451,2016p842451_cell_292,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_293,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_294,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_295,6,3.1666666666666665,3,5,1,3,1.7888543819998328,3,6,0.16666666666666652,0,FALSE
2016p842451,2016p842451_cell_296,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_297,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_298,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_299,1,6,6,1,1,6,NA,6,1,0,0,FALSE
2016p842451,2016p842451_cell_3,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_30,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_300,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_301,2,3.5,3.5,1,2,NA,0,3,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_302,3,3.3333333333333335,3,2,1,3,0.7071067811865465,3,3,0.3333333333333335,0,FALSE
2016p842451,2016p842451_cell_303,2,5.5,5.5,1,2,NA,0,5,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_304,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_305,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_306,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_307,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_308,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_309,20,4.4,4,9,1,4,-0.030240614108435676,4,20,0.40000000000000036,0,FALSE
2016p842451,2016p842451_cell_31,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_310,2,3.5,3.5,1,2,NA,0,3,2,0,-0.5,TRUE
2016p842451,2016p842451_cell_311,5,4,4,2,2,NA,0,4,5,0,0,TRUE
2016p842451,2016p842451_cell_312,12,4.833333333333333,5,5,1,5,-0.3585841013074093,5,12,-0.16666666666666696,0,FALSE
2016p842451,2016p842451_cell_313,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_314,10,4.2,4,6,1,4,-0.11111111111111187,4,10,0.20000000000000018,0,FALSE
2016p842451,2016p842451_cell_315,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_316,20,4.15,4,13,1,4,2.128157621678341,4,20,0.15000000000000036,0,FALSE
2016p842451,2016p842451_cell_317,1,6,6,1,1,6,NA,6,1,0,0,FALSE
2016p842451,2016p842451_cell_318,1,5,5,1,1,5,NA,5,1,0,0,FALSE
2016p842451,2016p842451_cell_319,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_32,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_320,1,3,3,1,1,3,NA,3,1,0,0,FALSE
2016p842451,2016p842451_cell_321,1,4,4,1,1,4,NA,4,1,0,0,FALSE
2016p842451,2016p842451_cell_322,5,4,4,5,1,4,NA,4,5,0,0,FALSE
2016p842451,2016p842451_cell_323,2,3,3,2,1,3,NA,3,2,0,0,FALSE
2016p842451,2016p842451_cell_324,1,5,5,1,1,5,NA,5,1,0,0,FALSE
