cells,cells_with_unique_mode,pct_tied_mode,mean_abs_mean_median_difference,pct_mean_equals_median,pct_api_median_matches_reconstructed
261686,229252,12.394243482647143,0.07450380993039694,76.40187094456715,88.89012022041683
