publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2024p575499,earthquake,2024-07-31T22:25:03Z,2024-08-06T01:25:38Z,-178.80772399902344,-34.126747131347656,4.847309661541102,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,27,20,2,4.1526713371276855,272.59715270996094,0.806723969291126,0.4
2024p574750,earthquake,2024-07-31T15:46:18Z,2024-08-06T01:32:00Z,-178.54104614257813,-34.05234146118164,4.536891503210621,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,34,26,12,4.338993549346924,203.28293561935425,0.9472117388731852,0.4
2024p574653,earthquake,2024-07-31T14:54:11Z,2024-08-06T01:39:00Z,-178.47288513183594,-34.01863479614258,5.619686132592248,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,30,24,10,4.399205684661865,166.25901746749878,1.3394729379808814,0.4
2024p573267,earthquake,2024-07-31T02:36:49Z,2024-08-06T01:19:51Z,177.0450897216797,-39.40581130981445,3.983906426495475,20.370790481567383,MLv,NA,LOCSAT,confirmed,manual,iasp91,50,29,81,0.1286482214927673,104.73705291748048,0.4577094528062319,0.20858215150634868
2024p570904,earthquake,2024-07-30T05:37:24Z,2024-08-05T02:21:57Z,-179.9083709716797,-34.533809661865234,3.681955179572205,100,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,11,10,1,3.547942876815796,301.13414001464844,0.5102565900243893,0
2024p570443,earthquake,2024-07-30T01:32:06Z,2024-08-05T02:25:27Z,169.0286865234375,-43.83510971069336,3.8712162045008816,8.924578666687012,MLv,NA,LOCSAT,confirmed,manual,iasp91,25,17,16,0.0491715781390667,180.7448501586914,0.489055253906774,0.21256265725287832
2024p569804,earthquake,2024-07-29T19:52:03Z,2024-08-04T22:52:14Z,178.64910888671875,-35.4827995300293,3.567744243114715,100,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,5,2.3393402099609375,341.01023864746094,0.6363064013840436,0.18339961769507412
2024p569377,earthquake,2024-07-29T16:03:53Z,2024-08-04T23:05:19Z,179.07656860351563,-34.88166809082031,3.5853286054412457,300,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,18,12,4,3.0529472827911377,344.8340759277344,0.8590170461592012,0.27590119717530753
2024p566617,earthquake,2024-07-28T15:33:01Z,2024-08-01T02:56:15Z,-179.9242401123047,-34.54373550415039,3.577750413918737,222.0277404785156,Mw(mB),NA,LOCSAT,confirmed,manual,iasp91,18,13,13,3.335801124572754,333.8520202636719,0.5196844352932454,0.4
2024p566472,earthquake,2024-07-28T14:16:32Z,2024-08-01T02:32:00Z,-178.61370849609375,-33.65323257446289,4.54260027871133,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,31,21,6,4.417674541473389,201.1706805229187,1.0505707113136846,0.4
2024p565998,earthquake,2024-07-28T10:03:04Z,2024-08-01T02:21:44Z,-177.39910888671875,-32.37122344970703,3.945721090004492,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,13,9,3,3.131542921066284,219.15711975097656,1.4210283824018872,0.4
2024p563326,earthquake,2024-07-27T10:20:25Z,2024-07-31T00:44:13Z,177.30145263671875,-37.22423553466797,4.606483978174277,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,38,29,54,0.6544840335845947,170.42807006835938,0.7689396234020269,0.18319772168950815
2024p562375,earthquake,2024-07-27T01:53:35Z,2024-07-31T00:40:18Z,177.71820068359375,-36.633155822753906,4.457632156152695,169.5885009765625,MLv,NA,LOCSAT,confirmed,manual,iasp91,58,37,53,1.0398937463760376,216.3507537841797,0.5605952699721474,0.3400225868547923
2024p561727,earthquake,2024-07-26T20:06:21Z,2024-07-29T23:26:06Z,-178.19557189941406,-33.48464584350586,4.564944913864787,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,28,21,6,4.216218948364258,206.67052960395813,0.7750152473200722,0.4
2024p561480,earthquake,2024-07-26T17:57:05Z,2024-07-29T23:21:31Z,-179.9603271484375,-37.46589279174805,3.714317893282803,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,35,24,42,1.3370747566223145,226.0342559814453,0.4036159758812689,0.1830328784646982
2024p559173,earthquake,2024-07-25T21:26:46Z,2024-07-29T23:03:02Z,179.65757751464844,-33.26471710205078,3.9006754138293194,300,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,15,9,1,4.427543640136719,348.77838134765625,0.7267294507361521,0.4
2024p557741,earthquake,2024-07-25T08:43:45Z,2024-07-29T23:29:51Z,179.95472717285156,-34.248504638671875,3.69503640069923,100,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,33,28,7,3.567009925842285,300.21649169921875,0.8930325002936714,0.4
2024p554493,earthquake,2024-07-24T03:54:34Z,2024-07-28T23:25:41Z,-179.0970001220703,-38.198036193847656,4.987858532021014,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,64,44,38,2.0014097690582275,225.75341796875,0.5949419867636174,0
2024p552615,earthquake,2024-07-23T11:12:58Z,2024-07-28T23:15:52Z,-178.83807373046875,-33.75033950805664,4.0874512352518515,100,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,26,23,3,4.457501411437988,311.3179473876953,0.9898700569809924,0.4
2024p548831,earthquake,2024-07-22T01:36:45Z,2024-07-26T01:37:15Z,-178.65292358398438,-33.19599914550781,4.150492648321126,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,24,18,6,3.971632719039917,197.1882028579712,1.579047502238334,0.4
2024p547378,earthquake,2024-07-21T12:42:30Z,2024-07-25T02:28:57Z,167.01109313964844,-45.16389846801758,4.3083318321897055,16.689228057861328,MLv,NA,LOCSAT,confirmed,manual,iasp91,17,12,23,0.1102629154920578,207.46106719970703,0.8318468641807267,0.21168355413229897
2024p546254,earthquake,2024-07-21T02:44:31Z,2024-07-25T01:37:46Z,172.05775451660156,-42.935604095458984,3.5876186005270165,4.858180999755859,MLv,NA,LOCSAT,confirmed,manual,iasp91,24,14,32,0.21970053017139435,73.75872802734375,0.3839582297716988,0.1754526323952234
2024p545381,earthquake,2024-07-20T18:59:10Z,2024-07-25T01:04:05Z,176.59072875976563,-40.261714935302734,4.097038798064522,15.67157745361328,MLv,NA,LOCSAT,confirmed,manual,iasp91,39,22,98,0.03432890400290489,60.51891326904297,0.5670786288924474,0.18484859756296376
2024p541235,earthquake,2024-07-19T06:10:23Z,2024-07-23T03:07:10Z,178.40890502929688,-36.26157760620117,4.29837110397603,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,26,20,55,1.3008089065551758,256.3626708984375,0.5635325796109862,0.2376990883864409
2024p539343,earthquake,2024-07-18T13:22:05Z,2024-07-23T00:58:52Z,179.72384643554688,-37.959815979003906,3.7107820455512535,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,25,19,47,0.9695098996162416,294.2541198730469,0.4984505098508525,0.2043015747541
2024p538904,earthquake,2024-07-18T09:27:02Z,2024-07-23T01:54:30Z,-177.59141540527344,-33.631874084472656,3.8410097495104254,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,20,14,4,4.365532398223877,217.6753845214844,2.2079271776743785,0.4
