publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2024p657175,earthquake,2024-08-31T03:43:07Z,2024-09-03T23:12:20Z,179.72120666503906,-37.76960754394531,3.86174649758099,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,30,22,37,1.0360291004180908,220.71820068359375,0.5305576333324287,0.18562149000421743
2024p655607,earthquake,2024-08-30T13:46:48Z,2024-09-02T23:01:26Z,-179.8822021484375,-33.1224250793457,3.666980980718443,100,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,21,15,4,4.88781213760376,318.158447265625,0.9179245545211824,0.4
2024p653998,earthquake,2024-08-29T23:30:17Z,2024-09-02T22:04:48Z,174.3228759765625,-41.5633430480957,3.745434284534979,16.648775100708008,MLv,NA,LOCSAT,confirmed,manual,iasp91,52,40,48,0.17161235213279724,112.95140075683594,0.3746560438581042,0.13277856466402932
2024p649710,earthquake,2024-08-28T09:25:13Z,2024-09-01T22:14:13Z,178.6077117919922,-35.354183197021484,3.736981575135058,193.77078247070313,MLv,NA,LOCSAT,confirmed,manual,iasp91,24,17,12,2.217003345489502,273.12078857421875,0.5170552195809383,0.20398575828897544
2024p648504,earthquake,2024-08-27T22:43:00Z,2024-08-29T05:06:48Z,-179.34701538085938,-34.59014129638672,5.746988174802249,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,25,20,45,3.522451162338257,154.5189609527588,1.5299440144725844,0.4
2024p642392,earthquake,2024-08-25T16:26:21Z,2024-08-29T01:10:22Z,178.68580627441406,-35.2040901184082,3.532415908069632,172.7352752685547,MLv,NA,LOCSAT,confirmed,manual,iasp91,14,9,5,2.6189393997192383,276.37571716308594,0.5400709682579757,0.18615324964708335
2024p641092,earthquake,2024-08-25T04:53:45Z,2024-08-29T00:48:34Z,-179.81419372558594,-32.48497772216797,4.638640691979887,300,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,20,16,18,3.6016509532928467,167.382417678833,0.9527288783701634,0.1489090033884581
2024p641000,earthquake,2024-08-25T04:03:51Z,2024-08-25T04:25:03Z,-179.40834045410156,-32.290138244628906,4.390130457887704,300,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,24,19,48,3.278804063796997,174.30565452575684,1.0018932986378046,0.4
2024p631965,earthquake,2024-08-21T19:50:58Z,2024-08-26T03:52:25Z,172.4976806640625,-41.280609130859375,3.771478951230297,174.60171508789063,MLv,NA,LOCSAT,confirmed,manual,iasp91,23,16,24,0.2145301103591919,134.94758772850037,0.2716077556867349,0.18682727063056687
2024p631394,earthquake,2024-08-21T14:45:28Z,2024-08-26T03:38:34Z,-177.59437561035156,-33.15302276611328,4.1803165771213155,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,19,15,7,3.888938188552856,217.0890655517578,1.4277497524348923,0.4
2024p629674,earthquake,2024-08-20T23:30:20Z,2024-08-26T01:52:26Z,168.62205505371094,-44.48126602172851,3.740472152741189,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,19,15,16,0.4128333926200866,127.47261428833008,0.4585347706003393,0.15457220466346988
2024p629127,earthquake,2024-08-20T18:37:53Z,2024-08-26T01:04:21Z,-177.6869354248047,-33.17174530029297,4.530246801251883,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,23,16,6,3.902699470520019,215.89193725585935,0.9617298523282396,0.4
2024p628720,earthquake,2024-08-20T15:02:18Z,2024-08-26T00:43:22Z,172.95010375976563,-42.73599624633789,3.8263122485345624,26.738279342651367,MLv,NA,LOCSAT,confirmed,manual,iasp91,31,17,49,0.11115313321352004,56.90660858154297,0.40523431585794795,0.21767591694328137
2024p625831,earthquake,2024-08-19T13:21:50Z,2024-08-23T01:10:23Z,-178.39610290527344,-32.67691421508789,4.699120473220148,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,23,16,23,3.4285523891448975,197.6005792617798,1.4858395721280944,0.4
2024p625765,earthquake,2024-08-19T12:47:46Z,2024-08-23T01:00:20Z,178.5321807861328,-35.50981521606445,4.0982225305106175,208.84523010253903,MLv,NA,LOCSAT,confirmed,manual,iasp91,23,17,16,2.0564301013946533,269.6291961669922,0.490276371965848,0.1916276327536048
2024p623901,earthquake,2024-08-18T20:15:41Z,2024-08-23T00:01:50Z,176.28538513183594,-40.38822555541992,4.116923428947235,32.43206787109375,MLv,NA,LOCSAT,confirmed,manual,iasp91,36,19,24,0.02338428236544132,63.1002197265625,0.5063690231750181,0.16320040044101664
2024p622449,earthquake,2024-08-18T07:20:12Z,2024-08-22T23:05:43Z,-177.79830932617188,-33.080528259277344,4.274765928957455,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,7,3.8080456256866455,213.3282470703125,1.6510812776208244,0.4
2024p621192,earthquake,2024-08-17T20:11:23Z,2024-09-04T22:58:52Z,173.19190979003906,-40.45085144042969,3.702650474075563,215.1494140625,MLv,NA,LOCSAT,confirmed,manual,iasp91,34,24,41,0.454811155796051,130.85483741760254,0.4360481881773756,0.2342601362688048
2024p620152,earthquake,2024-08-17T10:57:18Z,2024-09-05T00:16:55Z,173.45947265625,-41.11039733886719,3.5841187372104595,70.77642059326172,MLv,NA,LOCSAT,confirmed,manual,iasp91,32,19,55,0.122529499232769,110.63581848144533,0.5052222457822637,0.20799855320187569
2024p620034,earthquake,2024-08-17T09:55:07Z,2024-09-04T22:54:36Z,176.95831298828125,-36.976356506347656,3.9445325929757944,229.8965148925781,MLv,NA,LOCSAT,confirmed,manual,iasp91,35,25,56,0.9240193963050842,178.41045379638672,0.517570619590164,0.3880357551333121
2024p619466,earthquake,2024-08-17T04:52:00Z,2024-09-04T21:26:11Z,177.52999877929688,-38.438846588134766,4.100964339859914,56.38272094726562,MLv,NA,LOCSAT,confirmed,manual,iasp91,47,29,91,0.10469813644886015,31.7186279296875,0.5334699841032375,0.3351552661609538
2024p616902,earthquake,2024-08-16T06:05:25Z,2024-08-16T08:59:24Z,176.8948211669922,-37.79403305053711,3.500440270336757,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,28,24,64,0.08832082152366638,132.76656341552734,0.381421998867257,0.2428568104441642
