publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2021p821296,earthquake,2021-10-31T21:05:30Z,2021-10-31T21:14:16Z,179.5828705,-33.34077454,4.312118472,381.5706177,mB,NA,LOCSAT,preliminary,manual,iasp91,33,32,7,4.338963985,343.1470337,0.7291485363,0.1018276297
2021p820696,earthquake,2021-10-31T15:46:02Z,2021-10-31T16:42:13Z,179.4925232,-33.30063248,4.02671163,363.0959167,MLv,NA,LOCSAT,preliminary,manual,iasp91,17,15,7,4.360941887,348.3353119,1.16678263,0.1320933606
2021p820544,earthquake,2021-10-31T14:25:16Z,2021-10-31T14:32:47Z,-179.3734894,-33.92487717,3.867329568,100,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,11,2,4.280642986,307.0908813,0.4852725551,0
2021p820026,earthquake,2021-10-31T09:49:52Z,2021-10-31T09:58:22Z,174.7292023,-39.16376495,4.624694105,203.2511597,M,NA,LOCSAT,confirmed,manual,iasp91,40,32,122,0.04546899348,83.31408119,0.525956167,0
2021p816755,earthquake,2021-10-30T04:47:46Z,2021-10-30T06:10:59Z,178.2389221,-35.69595718,3.69659061,171.1958618,M,NA,LOCSAT,confirmed,manual,iasp91,15,12,12,1.863452911,280.8224487,0.5034248437,0
2021p816014,earthquake,2021-10-29T22:10:58Z,2021-11-25T01:28:33Z,-179.2389984,-32.55957413,4.469866396,165.4431915,mB,NA,LOCSAT,confirmed,manual,iasp91,21,14,3,3.476925611,180.0822182,0.8836816576,0.09550111253
2021p815449,earthquake,2021-10-29T17:10:21Z,2021-11-25T00:28:37Z,165.6396637,-46.26150513,3.949604269,12.69657707,M,NA,LOCSAT,confirmed,manual,iasp91,18,15,11,0.7291250229,308.4402313,0.693139226,0
2021p813678,earthquake,2021-10-29T01:27:57Z,2021-10-29T03:56:31Z,178.5598755,-35.46741104,3.621476351,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,20,14,10,2.100631475,299.2989044,0.8725869252,0.1422753457
2021p813214,earthquake,2021-10-28T21:19:24Z,2021-10-29T00:19:20Z,179.3969421,-32.31163406,4.282049796,300,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,19,15,6,5.590840816,344.1729126,0.9469222748,0.1840710982
2021p811480,earthquake,2021-10-28T05:55:41Z,2021-10-29T00:30:09Z,179.0198364,-32.41497803,4.5190035140000004,100,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,13,10,13,4.098884583,205.9117966,1.079642422,0.2529865685
2021p810825,earthquake,2021-10-28T00:07:50Z,2021-10-28T00:13:15Z,179.9131317,-37.65189362,3.778109182,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,28,21,44,1.199496627,292.2500458,0.2960239861,0
2021p809809,earthquake,2021-10-27T15:06:20Z,2021-10-27T15:10:49Z,179.7626343,-37.66196442,4.296109181,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,35,29,101,1.079892635,289.5731812,0.3987875245,0.1933514019
2021p808805,earthquake,2021-10-27T06:10:44Z,2021-10-27T06:19:57Z,-178.4405823,-33.35065079,5.566015869,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,26,26,23,4.100243092,200.6395516,0.8194205776,0.2028650679
2021p808193,earthquake,2021-10-27T00:45:15Z,2021-10-27T00:54:11Z,169.5375366,-44.35884094,4.141445126,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,32,19,24,0.2536172867,46.31912231,0.763500692,0
2021p807436,earthquake,2021-10-26T18:01:51Z,2021-10-26T18:09:02Z,-179.8023834,-34.05311966,4.495417491,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,19,25,3.823897123,180.1651001,1.186828157,0
2021p806890,earthquake,2021-10-26T13:11:30Z,2021-11-25T22:02:21Z,166.72229,-45.27085114,4.181412405,13.4966774,M,NA,LOCSAT,confirmed,manual,iasp91,35,28,17,0.1619239748,229.7495346,0.6715836434,0
2021p806035,earthquake,2021-10-26T05:32:42Z,2021-10-26T21:37:24Z,179.9534607,-32.55287552,4.283769838,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,12,11,1,3.754892111,167.81532670000001,1.482512022,0
2021p804261,earthquake,2021-10-25T13:50:27Z,2021-11-24T20:29:18Z,168.8630981,-44.52322388,4.430537919,3.929995298,MLv,NA,LOCSAT,confirmed,manual,iasp91,40,36,23,0.26328215,87.43585205,0.5871397234,0.1673344304
2021p802527,earthquake,2021-10-24T22:26:24Z,2021-11-17T21:45:16Z,179.7376251,-37.63952255,3.532105495,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,21,12,1.063981056,288.881134,0.5810925424,0
2021p800841,earthquake,2021-10-24T07:28:31Z,2021-10-24T07:32:18Z,176.8535767,-36.95467758,4.036414176,272.7888794,MLv,NA,LOCSAT,confirmed,manual,iasp91,24,19,88,0.9056975245,195.4331512,0.5091166076,0.4621572628
2021p800007,earthquake,2021-10-24T00:03:50Z,2021-10-24T00:08:19Z,179.738266,-37.67164612,3.843004561,24.07646942,M,NA,LOCSAT,confirmed,manual,iasp91,36,27,41,1.059329748,289.1985168,0.4210253411,0
2021p799973,earthquake,2021-10-23T23:45:43Z,2021-10-23T23:52:51Z,-179.734848,-34.86444473,3.780301068,142.9975586,M,NA,LOCSAT,confirmed,manual,iasp91,24,20,6,3.123432636,323.8413544,0.4051280705,0
2021p799153,earthquake,2021-10-23T16:28:41Z,2021-10-23T16:33:55Z,179.7377014,-37.68654251,4.21243874,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,23,59,1.056818247,289.334198,0.4983811069,0
