publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2018p902001,outside of network interest,2018-11-30T17:47:06Z,2018-12-12T03:49:31Z,175.3971133,-38.98125803,3.044108301,203.75,M,NA,NonLinLoc,NA,automatic,nz3drx,15,15,11,1.299465284,212.1645239,2.540047828,0
2018p900482,earthquake,2018-11-30T04:17:19Z,2018-12-11T22:53:19Z,166.5857239,-45.74363327,5.147880152,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,15,12,0.4278647304,230.8734055,1.024383095,0
2018p900463,earthquake,2018-11-30T04:06:53Z,2018-12-11T21:37:07Z,-179.5907288,-39.29998779,3.402903573,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,46,28,16,1.901708245,198.4703522,0.8384526848,0
2018p898508,earthquake,2018-11-29T10:45:30Z,2018-12-11T04:13:11Z,179.3009338,-38.21235657,3.031746896,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,22,12,0.8024287224,202.8441925,0.6526725615,0
2018p896060,earthquake,2018-11-28T13:00:15Z,2018-12-10T00:34:25Z,165.4589081,-47.73537445,5.273060639,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,10,8,1.778950334,322.6739769,0.8685472167,0
2018p895699,earthquake,2018-11-28T09:49:22Z,2018-12-09T22:53:50Z,165.8661346,-48.06512833,3.140140811,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,9,1,1.896813035,331.2962761,1.098686942,0
2018p895700,earthquake,2018-11-28T09:48:56Z,2018-12-09T22:14:13Z,165.5796051,-47.78990936,3.395642107,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,10,4,1.790765166,321.2932777,1.339542166,0
2018p893351,outside of network interest,2018-11-27T12:57:44Z,2018-12-07T04:32:42Z,174.3659293,-40.73139715,3.79497274,171.875,M,NA,NonLinLoc,NA,automatic,nz3drx,13,13,2,0.4864486017,90.06837788,2.302631881,0
2018p890416,earthquake,2018-11-26T10:47:48Z,2018-12-07T00:41:36Z,165.2000427,-47.93437958,3.128393342,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,15,3,2.038100481,325.3328609,1.337592584,0
2018p890311,earthquake,2018-11-26T09:57:00Z,2018-12-06T22:28:21Z,165.5044708,-47.85105515,5.131232833,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,12,9,1.867833138,307.6136627,0.9441405441,0
2018p889077,earthquake,2018-11-25T23:00:33Z,2018-12-06T04:29:11Z,179.4578552,-36.26881027,3.468382575,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,45,39,12,1.586784124,281.9993744,1.033915571,0
2018p888014,earthquake,2018-11-25T13:33:47Z,2018-12-06T03:58:17Z,165.581604,-47.76092911,4.389264289,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,17,10,1.76400733,321.1196728,1.748322308,0
2018p887249,earthquake,2018-11-25T06:46:28Z,2018-12-06T02:14:03Z,174.4109344,-39.62148285,3.280850034,124.7422256,M,NA,LOCSAT,confirmed,manual,iasp91,73,55,40,0.1611989886,80.28590393,0.634456478,0
2018p886661,earthquake,2018-11-25T01:34:47Z,2018-11-25T22:12:52Z,165.5045624,-47.85758972,4.09200133,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,6,6,1.873687625,322.5948849,0.9212707705,0
2018p886660,earthquake,2018-11-25T01:32:31Z,2018-11-25T21:59:18Z,165.4537964,-47.89965057,4.199234364,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,11,7,1.926512718,323.4081631,0.9139936522,0
2018p886455,earthquake,2018-11-24T23:42:38Z,2018-12-05T04:16:41Z,165.4424591,-47.97293472,5.797087519,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,13,9,1.995807171,176.0685482,1.332144572,0
2018p884567,earthquake,2018-11-24T06:57:39Z,2018-12-05T00:41:35Z,176.3847504,-38.6925621,3.250246014,67.65616608,M,NA,LOCSAT,confirmed,manual,iasp91,104,95,72,0.1343606263,20.8447113,0.5103300314,0
2018p883951,earthquake,2018-11-24T01:29:10Z,2018-12-04T02:13:41Z,172.8532562,-40.89953995,3.203798578,205.4693298,M,NA,LOCSAT,confirmed,manual,iasp91,55,41,24,0.05568841845,63.90086365,0.5961667771,0
2018p882258,earthquake,2018-11-23T10:28:45Z,2018-11-26T21:01:48Z,177.9541779,-38.55199051,3.300179243,15.36053371,M,NA,LOCSAT,confirmed,manual,iasp91,30,21,16,0.126294136,83.73404694,0.4749719253,0
2018p879989,outside of network interest,2018-11-22T14:17:48Z,2018-11-23T04:06:37Z,179.9065704,-33.14634323,4.363243652,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,67,43,21,4.296377659,167.7968025,2.123599254,0
2018p878607,earthquake,2018-11-22T02:02:12Z,2018-11-23T03:06:57Z,177.7126312,-35.97052765,3.338877345,221.3194122,M,NA,LOCSAT,confirmed,manual,iasp91,38,21,10,1.658718705,253.5578918,0.5910357977,0
2018p878539,earthquake,2018-11-22T01:26:25Z,2018-11-23T02:47:12Z,175.1337585,-40.02659988,3.050641971,22.89618874,M,NA,LOCSAT,confirmed,manual,iasp91,43,26,16,0.1138613448,62.6013031,0.6641445792,0
2018p876709,outside of network interest,2018-11-21T09:09:51Z,2018-11-23T01:46:59Z,-179.1586914,-34.93280029,4.342538937,409.282074,M,NA,LOCSAT,confirmed,manual,iasp91,30,22,6,3.4827456470000002,199.9842768,1.443149245,0
2018p875569,earthquake,2018-11-20T23:02:48Z,2018-11-22T04:26:19Z,-179.6005096,-39.44257355,3.911276221,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,65,46,31,1.955540657,195.252121,0.8319602594,0
2018p875063,earthquake,2018-11-20T18:33:39Z,2018-11-22T04:12:36Z,174.3379822,-39.70232391,3.440910007,110.7596741,M,NA,LOCSAT,confirmed,manual,iasp91,81,58,44,0.2469291985,89.45640564,0.3772479504,0
2018p874053,earthquake,2018-11-20T09:35:34Z,2018-11-22T03:20:08Z,178.0858765,-38.59154129,3.557590857,24.62395859,M,NA,LOCSAT,confirmed,manual,iasp91,55,38,29,0.1438219398,152.3698502,0.5567491887,0
2018p873809,earthquake,2018-11-20T07:25:45Z,2018-11-22T01:58:47Z,-179.5413361,-39.30640411,3.809167443,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,45,32,18,2.118506193,202.3781891,0.7468174486,0
2018p873665,earthquake,2018-11-20T06:09:10Z,2018-11-22T01:34:48Z,177.7362671,-37.24294281,3.219448047,54.43735886,ML,NA,LOCSAT,confirmed,manual,iasp91,29,22,18,0.5135779977,198.7256851,0.6646442431,0.2122782739
2018p873465,earthquake,2018-11-20T04:22:31Z,2018-11-21T03:42:52Z,177.7738647,-37.23748016,3.152354399,53.19801331,M,NA,LOCSAT,confirmed,manual,iasp91,44,32,18,0.5177540183,190.3296127,0.7065215064,0
2018p871246,earthquake,2018-11-19T08:40:05Z,2018-11-21T01:40:18Z,175.596405,-39.16055679,3.059171869,82.36037445,M,NA,LOCSAT,confirmed,manual,iasp91,118,105,77,0.01545501966,31.40319824,0.6847884139,0
2018p869849,NA,2018-11-18T20:15:16Z,2018-11-18T20:17:59Z,177.0749398,-37.46612869,3.058000592,119.375,M,NA,NonLinLoc,NA,automatic,nz3drx,60,60,37,0.5715351369,141.5917859,1.65082606,0
2018p867821,earthquake,2018-11-18T02:15:22Z,2018-11-18T19:50:09Z,172.8978882,-42.64719009,3.245598366,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,16,12,0.335478127,98.35508728,0.8769957419,0
2018p867762,earthquake,2018-11-18T01:44:12Z,2018-11-19T22:21:08Z,175.9953461,-37.99037552,3.302038311,251.6859741,M,NA,LOCSAT,confirmed,manual,iasp91,71,59,44,0.1506544948,63.92115784,0.5082363345,0
2018p867261,earthquake,2018-11-17T21:17:05Z,2018-11-17T21:21:16Z,176.0201874,-38.6481514,3.1122597,2.677371979,M,NA,LOCSAT,confirmed,manual,iasp91,35,27,21,0.05221986026,57.56395817,0.2723281068,0
2018p866623,earthquake,2018-11-17T15:37:04Z,2018-11-17T21:15:20Z,177.5697937,-37.40483856,3.80943062,92.62077332,M,NA,LOCSAT,confirmed,manual,iasp91,65,56,96,0.3261297345,161.6465607,0.5262869737,0
2018p866355,earthquake,2018-11-17T13:14:37Z,2018-11-17T21:13:13Z,173.3659363,-41.30792236,3.844438225,89.63816071,M,NA,LOCSAT,confirmed,manual,iasp91,38,29,95,0.09131085873,54.70441103,0.638860543,0
2018p865659,earthquake,2018-11-17T07:03:24Z,2018-11-19T04:03:09Z,176.52005,-39.96875,3.972596575,26.20894241,M,NA,LOCSAT,confirmed,manual,iasp91,40,25,18,0.05530256405,60.14909363,0.6724017058,0
2018p864709,earthquake,2018-11-16T22:37:31Z,2018-11-16T23:19:31Z,177.0145264,-36.88103104,3.838631853,220.9907379,M,NA,LOCSAT,confirmed,manual,iasp91,55,49,89,0.9734429717,183.8943253,0.6260022642,0
