publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2017p572323,outside of network interest,2017-07-31T18:13:36Z,2017-08-16T03:34:09Z,-178.9658813,-35.20405579,4.563932974,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,15,10,3.22196579,306.158783,0.5665258974,0
2017p571740,earthquake,2017-07-31T13:03:12Z,2017-08-16T03:11:31Z,165.6584625,-47.6555481,3.711101758,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,8,3,1.646484017,319.4911842,0.576377605,0
2017p571571,outside of network interest,2017-07-31T11:32:28Z,2017-08-16T03:02:55Z,179.3815308,-32.37427521,4.129742244,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,12,3,5.527053356,342.1002045,1.413864506,0
2017p570208,outside of network interest,2017-07-30T23:26:10Z,2017-08-16T01:55:10Z,-178.9055939,-34.97034454,3.86730937,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,10,3,3.42987895,335.6530151,0.508068085,0
2017p569964,outside of network interest,2017-07-30T21:17:43Z,2017-07-31T06:06:48Z,-179.8336487,-34.84257126,4.182495538,222.7822876,Mw(mB),NA,LOCSAT,confirmed,manual,iasp91,23,15,1,3.487145424,344.2157745,1.054028464,0.4
2017p566693,earthquake,2017-07-29T16:15:15Z,2017-08-15T23:04:53Z,175.2347717,-39.74873734,4.089098324,55.99061584,M,NA,LOCSAT,confirmed,manual,iasp91,27,21,109,0.1922345608,44.89692688,0.3839225131,0
2017p563911,outside of network interest,2017-07-28T15:31:45Z,2017-08-15T21:51:44Z,164.1167603,-49.06032944,4.192190775,81.43366241,M,NA,LOCSAT,confirmed,manual,iasp91,13,9,3,3.375161171,334.4608173,0.593830154,0
2017p563643,earthquake,2017-07-28T13:09:14Z,2017-08-14T03:37:56Z,167.3832092,-45.08067703,3.677110038,64.62477112,M,NA,LOCSAT,confirmed,manual,iasp91,18,11,12,0.416890502,199.4938431,0.3246628964,0
2017p563128,outside of network interest,2017-07-28T08:34:26Z,2017-08-14T03:06:30Z,179.3859558,-34.65283203,3.930589655,295.3126221,M,NA,LOCSAT,confirmed,manual,iasp91,25,23,9,3.03204155,319.6312256,0.7544887021,0
2017p563063,outside of network interest,2017-07-28T07:59:29Z,2017-08-14T03:03:39Z,-179.1693268,-35.23162079,4.455126098,127.0667267,M,NA,LOCSAT,confirmed,manual,iasp91,34,27,7,3.091205597,301.9115295,0.6571909601,0
