publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2020p491615,earthquake,2020-06-30T21:32:33Z,2020-07-28T04:53:08Z,178.9399414,-35.11009979,3.86117654,208.0232544,M,NA,LOCSAT,confirmed,manual,iasp91,34,18,9,2.500046492,301.6127625,0.6532463447,0
2020p491586,earthquake,2020-06-30T21:17:16Z,2020-07-28T04:43:18Z,167.5254059,-44.64374542,4.238555511,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,33,22,16,0.2876941264,215.7848969,0.9553627831,0
2020p489837,earthquake,2020-06-30T05:44:51Z,2020-07-27T03:49:50Z,-177.4160461,-33.93377304,5.112996347,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,66,54,21,4.677412033,219.9185028,1.360770863,0.2130251258
2020p489356,earthquake,2020-06-30T01:28:04Z,2020-07-27T03:26:49Z,-177.5469818,-33.14421844,4.85114723,118.2245026,mB,NA,LOCSAT,confirmed,manual,iasp91,49,30,11,3.883312702,215.0444946,1.954937922,0.2174311199
2020p488838,earthquake,2020-06-29T20:52:47Z,2020-07-27T02:19:38Z,178.9881897,-32.87124634,4.324933161,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,42,26,10,4.713497639,335.5801239,1.882950519,0
2020p488532,earthquake,2020-06-29T18:09:56Z,2020-07-27T02:05:52Z,173.7328644,-42.42166519,3.572760167,7.535254955,M,NA,LOCSAT,confirmed,manual,iasp91,32,26,12,0.03779381886,146.9349442,0.7906273193,0
2020p486396,earthquake,2020-06-28T23:10:02Z,2020-07-26T02:15:09Z,-178.3660889,-33.00034332,4.677720946,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,33,19,9,3.746190786,200.0407023,1.737449903,0
2020p484450,earthquake,2020-06-28T05:55:16Z,2020-06-28T06:09:24Z,173.4441833,-42.32789993,4.096190951,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,38,26,75,0.1126153469,71.88071823,0.4629655474,0.2231620026
2020p483163,earthquake,2020-06-27T18:29:02Z,2020-07-25T06:50:43Z,-177.8996582,-33.37101746,5.271867034,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,26,19,5,4.096354961,175.0944519,1.994769897,0.0831326813
2020p482062,earthquake,2020-06-27T08:42:22Z,2020-07-25T06:43:17Z,-178.8422241,-33.2084198,4.291406161,92.03292847,M,NA,LOCSAT,confirmed,manual,iasp91,27,18,9,4.012574673,192.0420036,0.7442780938,0
2020p481949,earthquake,2020-06-27T07:40:17Z,2020-07-25T06:41:17Z,-178.3961029,-33.26828766,4.656538954,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,12,5,5.455019951,317.2596741,1.714128061,0
2020p481885,earthquake,2020-06-27T07:07:45Z,2020-07-25T06:33:54Z,-178.198349,-33.68647385,4.518615877,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,29,18,7,4.417331219,208.7902243,1.232281005,0
2020p481860,earthquake,2020-06-27T06:55:29Z,2020-07-25T06:22:51Z,177.1140137,-38.10179138,3.653894231,55.6908989,M,NA,LOCSAT,confirmed,manual,iasp91,31,24,17,0.1572258472,51.1105957,0.3996595673,0
2020p481799,earthquake,2020-06-27T06:21:59Z,2020-07-25T06:21:25Z,-178.3585663,-33.5287323,4.460546578,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,29,19,9,5.021969795,286.7599182,1.081132573,0
2020p481785,earthquake,2020-06-27T06:14:39Z,2020-07-25T06:18:50Z,-178.0673523,-33.56956482,4.955879159,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,21,14,4.959985256,279.8152466,0.8107055124,0
2020p480708,earthquake,2020-06-26T20:41:34Z,2020-06-26T20:54:41Z,176.1882172,-38.42023087,4.898023306,107.1994019,M,NA,LOCSAT,confirmed,manual,iasp91,86,63,113,0.08085224777,41.71893311,0.5177198233,0
2020p480620,earthquake,2020-06-26T19:53:29Z,2020-07-25T05:35:08Z,-178.5062103,-33.13909531,4.502452168,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,8,5,3.897470713,198.1055551,0.9042325026,0
2020p480511,earthquake,2020-06-26T18:56:28Z,2020-07-25T05:32:19Z,167.5228882,-44.66983414,3.900009381,0.4834284782,M,NA,LOCSAT,confirmed,manual,iasp91,37,23,7,0.2879227102,212.8571701,1.092022455,0
2020p480344,earthquake,2020-06-26T17:27:34Z,2020-07-25T05:20:15Z,179.031311,-36.63030624,3.97880219,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,35,25,17,1.095924735,273.1423645,1.620323562,0
2020p480282,earthquake,2020-06-26T16:53:27Z,2020-07-25T05:17:15Z,-178.7296143,-33.13841248,4.408919452,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,16,11,3.926030874,193.7548628,0.9644910746,0
2020p480071,earthquake,2020-06-26T14:58:37Z,2020-07-25T04:57:33Z,-178.147934,-33.186943050000004,4.612208615,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,12,6,3.91759181,205.3019042,1.24897526,0
2020p479909,earthquake,2020-06-26T13:34:52Z,2020-07-25T04:53:45Z,-177.6912994,-33.84757233,4.377637152,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,12,5,5.070058346,351.9335938,1.378392457,0
