publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2022p655753,earthquake,2022-08-31T15:05:15Z,2022-09-13T22:01:02Z,173.0275116,-43.07152176,3.798563546,5,MLv,operator assigned,LOCSAT,confirmed,manual,tab,40,29,49,0.1042408869,142.7192879,0.4150141843,0.2449192497
2022p655750,earthquake,2022-08-31T15:04:06Z,2022-09-13T21:57:50Z,167.1613617,-45.33531189,3.548502222,54.79821777,MLv,NA,LOCSAT,confirmed,manual,tab,30,17,9,0.1295288354,104.5487366,0.4397011307,0.449097738
2022p655694,earthquake,2022-08-31T14:33:07Z,2022-09-13T21:52:57Z,179.5917816,-33.20191956,4.196115308,335.1288452,mB,NA,LOCSAT,confirmed,manual,tab,18,12,2,4.705877781,348.7136536,0.4317425515,0.4938430862
2022p654916,earthquake,2022-08-31T07:39:43Z,2022-09-13T21:38:16Z,172.5017548,-41.71806717,3.5403802619999998,5,MLv,operator assigned,LOCSAT,confirmed,manual,tab,45,28,46,0.1535733789,94.51448512,0.4995832671,0.2392486658
2022p653855,earthquake,2022-08-30T22:14:01Z,2022-09-13T03:56:21Z,170.8061829,-43.28458405,3.503484667,5,MLv,operator assigned,LOCSAT,confirmed,manual,tab,26,20,25,0.2161910683,72.44293213,0.5242409604,0.1643984967
2022p652982,earthquake,2022-08-30T14:29:04Z,2022-09-13T03:22:35Z,177.5805969,-37.02616119,4.1295165130000004,107.0095673,MLv,NA,LOCSAT,confirmed,manual,tab,25,21,102,0.7461870313,194.9467773,0.3326453424,0.307941277
2022p651919,earthquake,2022-08-30T05:01:16Z,2022-09-13T03:01:05Z,-178.5215149,-33.25400543,4.649082301,33,MLv,operator assigned,LOCSAT,confirmed,manual,tab,18,13,9,4.012763023,164.926065,2.002031701,0.1739023145
2022p650700,outside of network interest,2022-08-29T18:10:49Z,2022-08-29T19:31:19Z,-178.4707642,-32.89428329,6.072404402,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,24,21,16,3.66750598,165.4678965,1.374722863,0.1708955378
2022p649339,earthquake,2022-08-29T06:07:57Z,2022-09-12T22:56:31Z,178.3595123,-35.66810226,3.561645601,225.6674347,MLv,NA,LOCSAT,confirmed,manual,iasp91,27,19,12,1.890930414,274.7257233,0.4273895323,0.1851009429
2022p646610,earthquake,2022-08-28T05:53:22Z,2022-09-12T22:19:45Z,179.8668365,-32.63075638,4.716779709,378.1656494,MLv,NA,LOCSAT,confirmed,manual,iasp91,27,19,9,5.083570004,311.2324371,0.9429013041,0.1041407726
2022p645422,earthquake,2022-08-27T19:21:19Z,2022-09-12T05:02:31Z,174.9070587,-40.51340485,3.601545371,19.98028374,MLv,NA,LOCSAT,confirmed,manual,iasp91,47,33,72,0.2487700433,64.46374512,0.3557475932,0.1324515927
2022p644660,earthquake,2022-08-27T12:35:22Z,2022-09-12T04:57:50Z,166.0555878,-46.14413071,3.686105155,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,16,11,7,0.4350886941,277.9272804,0.7029535017,0.134201609
2022p643367,earthquake,2022-08-27T01:04:54Z,2022-09-12T04:50:33Z,-177.89888,-33.50971222,5.061466461,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,18,14,7,4.234683514,211.59152220000001,0.5458141047,0.103194922
2022p643257,earthquake,2022-08-27T00:06:41Z,2022-09-12T04:46:27Z,-179.2312012,-33.44651794,4.707315213,100,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,21,18,9,4.319609165,186.327424,0.745169279,0.1680595577
2022p642489,earthquake,2022-08-26T17:18:16Z,2022-09-12T04:13:39Z,179.7665558,-37.55300522,3.5249836,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,24,17,18,1.104739189,288.6835938,0.4011826698,0.1497125872
2022p640822,earthquake,2022-08-26T02:29:23Z,2022-09-12T03:50:59Z,-179.3580933,-34.14771271,4.048054823,100,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,17,11,4,4.282886505,306.1460114,0.4526244923,0.1305753133
2022p639663,earthquake,2022-08-25T16:12:08Z,2022-09-12T03:18:02Z,179.2501373,-34.59598923,3.821989804,245.549408,MLv,NA,LOCSAT,confirmed,manual,iasp91,21,17,3,3.286633492,290.8485718,0.5326537285,0.04060640265
2022p637596,earthquake,2022-08-24T21:50:19Z,2022-09-07T04:09:51Z,-179.1467133,-33.2997551,3.937366649,100,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,18,14,7,4.1598382,186.8494482,0.4900763893,0.09732219936
2022p637276,earthquake,2022-08-24T19:00:29Z,2022-09-07T04:02:29Z,-178.0023346,-33.6907196,4.899910638,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,23,19,18,4.415733814,210.3510789,0.9525976248,0.1243291662
2022p634013,earthquake,2022-08-23T14:02:12Z,2022-09-07T02:06:07Z,174.2523041,-39.70499039,3.72170054,116.0788193,MLv,NA,LOCSAT,confirmed,manual,iasp91,53,40,91,0.2706945837,80.42318726,0.3627451572,0.2395328121
2022p633687,earthquake,2022-08-23T11:08:30Z,2022-09-07T02:01:08Z,179.6042938,-34.84225464,4.72570984,100,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,32,25,51,2.910192728,141.539629,1.002879192,0.2491935256
2022p633397,earthquake,2022-08-23T08:33:59Z,2022-09-07T01:56:59Z,173.5709839,-42.13767242,3.606608555,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,33,22,47,0.1422155946,71.80049896,0.3083225666,0.2544458475
2022p633180,earthquake,2022-08-23T06:38:41Z,2022-09-07T01:49:44Z,173.5712585,-42.13754654,4.125561871,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,34,25,65,0.1421991587,71.80250549,0.2915502639,0.24113373330000001
2022p633064,earthquake,2022-08-23T05:36:52Z,2022-09-07T01:47:33Z,173.5805206,-42.14152527,3.90005233,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,33,25,50,0.1489854902,74.09416962,0.4293289137,0.2405073758
2022p632291,earthquake,2022-08-22T22:43:46Z,2022-09-07T01:05:25Z,-178.723053,-33.60769272,4.069353038,100,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,19,12,4,4.803937912,353.1077728,0.7045935798,0.1917631722
