publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
3380101,earthquake,2010-09-29T04:14:47Z,2013-08-08T11:19:00Z,177.25844,-36.75703,5.4,284.6185,Mw,NA,GROPE,reviewed,manual,nz1dr,57,54,0,0.772,198,0.14381,0
3367989,earthquake,2010-09-06T22:48:33Z,2013-07-16T14:15:00Z,176.72292,-40.38838,5,21.1418,Mw,NA,GROPE,reviewed,manual,nz1dr,57,52,0,0.12,180,0.23463,0
3367749,earthquake,2010-09-06T11:40:50Z,2013-08-12T14:25:00Z,171.85748,-43.57884,5,7.566,Mw,NA,GROPE,reviewed,manual,nz1dr,67,35,0,0.041,85,0.1861,0
3792053,earthquake,2010-09-03T23:14:54Z,2013-01-15T10:27:00Z,172.17816,-43.50919,5.203,7.7167,ML,NA,GROPE,reviewed,NA,nz1dr,33,21,57,0.058,55,0.30474,0.327
3792018,earthquake,2010-09-03T23:12:45Z,2013-01-15T10:27:00Z,172.17453,-43.50886,5.079,8.7228,ML,NA,GROPE,reviewed,NA,nz1dr,39,21,60,0.056,54,0.25233,0.315
3791059,earthquake,2010-09-03T19:56:49Z,2013-01-15T10:23:00Z,172.40186,-43.58372,5.126,8.6807,ML,NA,GROPE,reviewed,NA,nz1dr,43,32,59,0.019,75,0.2229,0.391
3750629,earthquake,2010-09-03T17:18:37Z,2013-07-16T14:51:00Z,172.18248,-43.58258,5.05,5.7404,ML,NA,GROPE,reviewed,manual,nz1dr,30,22,41,0.068,87,0.26641,0.26
3743073,earthquake,2010-09-03T16:59:20Z,2013-07-16T14:51:00Z,172.21004,-43.61625,5.504,8.0537,ML,NA,GROPE,reviewed,manual,nz1dr,47,33,86,0.054,65,0.2439,0.271
3366154,earthquake,2010-09-03T16:52:56Z,2013-07-16T14:04:00Z,172.40279,-43.59917,5.468,7.4831,ML,NA,GROPE,reviewed,manual,nz1dr,53,35,26,0.017,86,0.27000999999999997,0.27
3699473,earthquake,2010-09-03T16:44:57Z,2013-07-16T14:51:00Z,172.16286,-43.46124,5.359,6.6817,ML,NA,GROPE,reviewed,manual,nz1dr,36,28,30,0.054,78,0.27928,0.286
3696722,earthquake,2010-09-03T16:43:28Z,2013-07-16T14:51:00Z,172.16673,-43.60926,5.144,9.4878,ML,NA,GROPE,reviewed,manual,nz1dr,33,22,25,0.061,63,0.22816,0.248
3672856,earthquake,2010-09-03T16:39:03Z,2013-07-16T14:51:00Z,172.11028,-43.62283,5.335,17.6058,ML,NA,GROPE,reviewed,manual,nz1dr,18,10,10,0.132,222,0.38813,0.199
3672831,earthquake,2010-09-03T16:38:42Z,2013-07-16T14:51:00Z,172.11847,-43.49201,5.162,10.1591,ML,NA,GROPE,reviewed,manual,nz1dr,20,11,9,0.012,154,0.27886,0.213
3672822,earthquake,2010-09-03T16:38:17Z,2013-07-16T14:51:00Z,172.18575,-43.4711,5.434,6.2919,ML,NA,GROPE,reviewed,manual,nz1dr,20,14,7,0.064,88,0.38259,0.19
3669676,earthquake,2010-09-03T16:37:36Z,2013-07-16T14:51:00Z,172.29477,-43.5661,5.532,11.8823,ML,NA,GROPE,reviewed,manual,nz1dr,46,26,6,0.069,68,0.24771,0.149
3669661,earthquake,2010-09-03T16:37:17Z,2013-07-16T14:51:00Z,172.38512,-43.6585,5.114,7.8273,ML,NA,GROPE,reviewed,manual,nz1dr,21,12,3,0.064,253,0.08527,0.186
3669651,earthquake,2010-09-03T16:37:02Z,2013-07-16T14:51:00Z,172.32367,-43.55426,5.815,10.0257,ML,NA,GROPE,reviewed,manual,nz1dr,39,23,7,0.058,57,0.18791,0.251
3366146,earthquake,2010-09-03T16:35:41Z,2013-07-16T14:04:00Z,172.16794,-43.52731,7.2,11.0426,Mw,NA,GROPE,reviewed,manual,nz1dr,21,16,0,0.06,82,0.14312,0
