publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2021p210234,earthquake,2021-03-19T18:52:43Z,2021-03-19T19:03:04Z,178.9234619,-35.53553772,5.896496655,161.5651855,M,NA,LOCSAT,confirmed,manual,iasp91,46,32,108,2.082805395,166.1603546,0.8234156897,0
2021p207480,earthquake,2021-03-18T18:24:29Z,2022-04-11T20:22:22Z,-178.267395,-33.32783127,5.262972066,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,30,21,48,4.064115524,202.6226363,1.13245203,0.2688000293
2021p193233,earthquake,2021-03-13T11:54:59Z,2021-04-16T00:37:15Z,179.808136,-37.76992416,5.442985829,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,42,31,25,1.104802966,291.5610809,0.4321370366,0
2021p192566,earthquake,2021-03-13T06:00:10Z,2022-04-12T03:03:21Z,-179.7063446,-34.70407104,5.072623018,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,29,22,23,3.274376631,300.627594,0.5860255905,0.171039792
2021p189688,earthquake,2021-03-12T04:26:16Z,2022-04-07T03:57:36Z,166.7292175,-45.35817337,5.216913851,11.61694622,MLv,NA,LOCSAT,confirmed,manual,iasp91,34,26,36,0.1820226908,224.2309837,0.5721475328,0.1687198852
2021p189453,outside of network interest,2021-03-12T02:19:37Z,2021-03-12T02:28:51Z,-177.3787994,-32.66854858,5.440346252,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,27,24,27,3.445379734,218.3538513,0.7589801641,0.1830451972
2021p187840,earthquake,2021-03-11T12:00:55Z,2022-04-06T01:25:17Z,-179.9046936,-37.36231232,5.198024884,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,26,21,90,1.410562277,293.0561371,0.5788346223,0.1532689652
2021p186460,earthquake,2021-03-10T23:44:50Z,2022-04-04T22:11:49Z,-178.0317688,-33.40794754,5.196600167,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,30,23,24,5.108914375,316.7531128,0.7479995017,0.121542295
2021p186056,earthquake,2021-03-10T20:07:40Z,2022-04-04T21:26:33Z,-177.8927917,-33.3193779,5.332992403,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,16,12,12,4.044883728,210.7843781,0.9740321014,0.07159178105
2021p184037,earthquake,2021-03-10T02:12:26Z,2021-04-16T00:30:22Z,-177.7043762,-33.33485031,5.060258506,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,34,24,19,5.327834129,317.199173,0.9634609987,0
2021p178412,earthquake,2021-03-08T00:16:32Z,2021-04-03T23:11:45Z,-177.8184204,-33.63090134,5.203341786,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,21,15,21,5.034883976,317.4595642,0.994234766,0.214520547
2021p177750,earthquake,2021-03-07T18:25:32Z,2021-04-03T21:54:05Z,179.8338928,-37.66122055,5.046186539,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,26,85,1.135921836,290.9042664,0.4995970403,0
2021p176954,earthquake,2021-03-07T11:19:20Z,2022-03-28T03:30:49Z,-178.319,-32.424,5.549295954,10,MLv,NA,NA,confirmed,manual,NA,0,0,6,0,0,4.764555945,0.09143101068
2021p176613,earthquake,2021-03-07T08:19:29Z,2021-04-16T00:22:28Z,179.8828888,-37.34073257,5.02037383,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,29,22,14,1.116758227,289.3452759,0.7090442944,0
2021p176597,earthquake,2021-03-07T08:08:17Z,2022-04-11T23:09:00Z,-178.1,-32.444,5.144060563,10,MLv,NA,NA,confirmed,manual,NA,0,0,1,0,0,3.972295759,0
2021p176572,earthquake,2021-03-07T07:56:19Z,2022-03-30T01:41:34Z,-178.006,-32.394,5.651724386,11,mB,NA,NA,confirmed,manual,NA,0,0,39,0,0,2.57327467,0.2170554527
2021p176227,earthquake,2021-03-07T04:53:59Z,2021-04-16T00:21:48Z,-179.9328918,-37.33866119,5.61328405,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,24,17,1.257382751,292.4516754,0.5198464949,0
2021p175203,earthquake,2021-03-06T19:48:30Z,2021-04-03T20:59:43Z,179.8560486,-37.65858841,5.05429667,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,37,24,93,1.15370059,291.2857361,0.5878296567,0.158676645
2021p174549,earthquake,2021-03-06T13:58:47Z,2022-03-21T03:02:05Z,-178.179,-32.448,5.068822294,10,mB,NA,NA,confirmed,manual,NA,0,0,6,0,0,3.905762223,0.09349923475
2021p173659,earthquake,2021-03-06T06:05:51Z,2021-03-31T04:24:53Z,179.9774017,-37.31289673,5.18253963,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,37,25,16,1.321805239,294.9967346,0.694031648,0
2021p173004,earthquake,2021-03-06T00:16:20Z,2021-04-03T20:33:28Z,179.9360046,-37.46975708,6.213178073,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,38,24,23,1.256779075,291.1168671,0.4508324853,0.4
2021p172697,earthquake,2021-03-05T21:33:23Z,2021-04-16T00:16:41Z,179.8057556,-37.44074249,5.372119252,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,17,13,1.167059541,288.5828094,0.5045840639,0
2021p169948,earthquake,2021-03-04T21:08:08Z,2022-02-20T21:55:08Z,179.8869629,-37.49982452,5.231202463,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,45,33,71,1.210960269,290.4768829,0.674518509,0.2200123571
2021p169939,earthquake,2021-03-04T21:04:08Z,2021-04-02T02:34:34Z,179.7724915,-37.6259079,5.244561592,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,35,23,88,1.093651772,289.4231415,0.2964832568,0
2021p169756,earthquake,2021-03-04T19:25:57Z,2021-04-02T02:16:58Z,179.7216034,-37.67269516,5.009314587,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,36,24,77,1.04609704,288.8852234,0.4900710085,0
2021p169274,earthquake,2021-03-04T15:09:30Z,2021-03-14T09:21:21Z,179.7039337,-37.55521011,5.544298737,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,36,23,105,1.056018472,287.5006714,0.5423150194,0
2021p169224,earthquake,2021-03-04T14:43:07Z,2021-03-14T08:31:57Z,179.8180237,-37.6373558,5.029830955,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,33,23,92,1.009063601,295.4685364,0.5769318458,0
2021p169214,earthquake,2021-03-04T14:37:41Z,2021-03-14T07:59:17Z,-179.9539337,-37.30830002,5.341178397,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,27,60,1.250420213,291.928833,0.5136796923,0
2021p169137,earthquake,2021-03-04T13:56:49Z,2021-03-14T02:23:16Z,179.8483276,-37.37889481,5.163165931,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,25,74,1.220380187,288.9581451,0.6213481594,0
2021p169083,earthquake,2021-03-04T13:27:35Z,2022-02-27T20:54:22Z,179.9621277,-37.40475845,7.235519568,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,32,28,41,1.159074545,291.1156464,0.5965940225,0
