publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2020p489837,earthquake,2020-06-30T05:44:51Z,2020-07-27T03:49:50Z,-177.4160461,-33.93377304,5.112996347,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,66,54,21,4.677412033,219.9185028,1.360770863,0.2130251258
2020p483163,earthquake,2020-06-27T18:29:02Z,2020-07-25T06:50:43Z,-177.8996582,-33.37101746,5.271867034,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,26,19,5,4.096354961,175.0944519,1.994769897,0.0831326813
2020p475488,earthquake,2020-06-24T22:20:01Z,2020-06-24T22:34:31Z,167.4815063,-44.61588669,5.888094491,5,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,51,43,58,0.3227268755,209.5533447,0.9246779982,0.2059708183
2020p473727,earthquake,2020-06-24T06:41:05Z,2020-07-24T01:46:07Z,-177.9756012,-33.99495316,5.289325794,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,27,19,7,4.669210434,304.3648987,0.8562186236,0.1688255907
2020p473205,earthquake,2020-06-24T02:02:41Z,2020-07-23T21:06:49Z,-178.2773285,-33.97808838,5.281558111,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,56,39,17,4.527849674,331.7387238,1.416131556,0.24358011
2020p469617,earthquake,2020-06-22T18:11:11Z,2020-07-22T07:31:33Z,-178.2262573,-33.64926147,5.563775704,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,34,28,8,4.818565845,278.6990204,2.077926093,0.07179507167
2020p469200,earthquake,2020-06-22T14:29:12Z,2020-07-21T08:05:24Z,-177.6598358,-34.14912796,5.409774237,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,54,38,21,4.725140572,276.3614044,0.8087518759,0.1229132542
2020p466333,earthquake,2020-06-21T13:01:15Z,2020-07-20T02:37:54Z,-178.1911621,-33.01324844,5.003584322,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,12,3,5.537736416,353.34198,0.9030561839,0
2020p465049,earthquake,2020-06-21T01:36:52Z,2020-07-20T02:14:58Z,-178.5973816,-33.73345947,5.034886449,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,20,13,4,4.49513483,200.1296191,1.147946259,0.1213142027
2020p464880,earthquake,2020-06-21T00:08:56Z,2020-07-20T01:30:03Z,-178.8045959,-33.88412476,5.027195005,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,22,15,5,4.529384136,340.153595,0.9048085721,0.08136331465
2020p464652,earthquake,2020-06-20T22:06:12Z,2020-07-20T01:07:43Z,-178.2045135,-34.15927505,5.057211144,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,36,29,11,4.422210217,293.5444336,0.6841218101,0.1538107662
2020p462616,earthquake,2020-06-20T03:59:30Z,2020-07-19T00:07:38Z,-178.28,-34.7,5.15439419,12,mB,NA,NA,confirmed,manual,NA,0,0,12,0,0,2.84244586,0.1153300961
2020p462148,earthquake,2020-06-19T23:51:12Z,2020-07-17T05:17:39Z,-178.1733093,-32.9468689,5.115767032,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,28,19,7,3.679722071,203.5777295,1.180377305,0.1507692139
2020p461895,earthquake,2020-06-19T21:36:50Z,2020-07-17T05:05:45Z,-178.3638306,-33.86144257,5.247068703,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,39,21,7,4.601048946,203.7125788,1.717429596,0.06992827509
2020p461853,earthquake,2020-06-19T21:12:45Z,2020-07-17T05:02:33Z,-178.9289093,-33.16042328,5.049651019,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,29,17,4,3.981142998,191.4128036,1.697711062,0.325954111
2020p461734,earthquake,2020-06-19T20:08:31Z,2020-07-17T04:44:56Z,-177.78508,-32.42002106,5.475055265,0,M,NA,LOCSAT,confirmed,manual,iasp91,18,13,6,3.150099516,177.8387909,2.361662457,0
2020p461402,earthquake,2020-06-19T17:14:41Z,2020-07-17T03:16:50Z,-178.3063202,-32.28904724,5.07444453,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,28,17,7,3.035589695,197.3705616,1.915397248,0
2020p461394,earthquake,2020-06-19T17:10:33Z,2020-07-17T03:13:21Z,-178.3126373,-33.50738144,5.255463716,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,71,41,30,4.245589733,202.7165179,1.820965934,0.1173742782
2020p459534,earthquake,2020-06-19T00:38:49Z,2020-07-16T05:33:51Z,-178.3039398,-33.75383759,5.817036024,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,53,40,27,4.490093708,168.693027,1.747667023,0.1233994963
2020p459245,earthquake,2020-06-18T22:03:30Z,2020-07-16T00:59:50Z,-178.5448303,-32.93205643,5.205451498,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,37,23,14,3.697542191,197.562583,1.482157899,0
2020p458959,earthquake,2020-06-18T19:34:10Z,2020-07-15T05:47:48Z,-177.9277344,-33.40441513,5.33138908,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,16,13,4.129630566,210.312782,2.228183528,0
2020p458962,earthquake,2020-06-18T19:32:48Z,2020-07-15T06:16:48Z,-178.0384369,-32.71719742,5.050685662,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,36,33,6,3.445780993,172.9027689,1.216086834,0.04671019184
2020p458920,earthquake,2020-06-18T19:11:50Z,2020-07-15T05:16:09Z,-178.0254059,-33.63560486,5.620741593,10,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,61,39,18,4.361131191,172.9869279,1.997662731,0.08823588006
2020p458595,earthquake,2020-06-18T16:17:10Z,2020-07-15T01:27:17Z,-178.3216248,-33.25988007,5.170758756,12,ML,operator assigned,LOCSAT,confirmed,manual,iasp91,38,21,1,4.000258446,203.2210832,1.595012708,0
2020p458582,earthquake,2020-06-18T16:11:33Z,2020-07-14T23:59:30Z,-177.2011719,-33.30064774,5.83904731,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,34,29,15,4.07289505,151.1997395,2.827724953,0.1436806795
2020p458459,earthquake,2020-06-18T15:06:13Z,2020-07-14T23:35:24Z,-177.8084106,-33.37292099,5.747502701,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,56,38,21,4.099332333,146.9285831,2.575859276,0.1783924137
2020p458434,earthquake,2020-06-18T14:52:49Z,2020-07-14T23:24:29Z,-177.9958649,-33.03812027,5.176976677,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,32,26,12,3.764877558,207.5137312,1.969071839,0.09543589794
2020p458309,not locatable,2020-06-18T13:43:59Z,2020-06-18T16:00:48Z,-178.0176086,-33.13022995,5.428665009,33,M,operator assigned,LOCSAT,preliminary,manual,iasp91,23,22,1,3.857079744,207.8256868,1.925050028,0
2020p458261,earthquake,2020-06-18T13:20:56Z,2020-07-14T03:53:54Z,-177.9757233,-33.77971649,5.317746545,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,91,49,34,4.504192352,211.2569327,2.474978876,0
2020p458203,earthquake,2020-06-18T12:49:49Z,2020-07-02T03:26:09Z,-177.4386749,-33.4619751,7.394644571,10,M,operator assigned,LOCSAT,confirmed,manual,iasp91,54,43,30,4.207231998,120.1336937,2.05394568,0
2020p441383,earthquake,2020-06-12T07:29:17Z,2020-07-02T23:52:50Z,167.7835083,-44.43654251,5.247430022,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,57,42,26,0.2578565776,205.1416702,0.9010419242,0
2020p433190,earthquake,2020-06-09T06:43:01Z,2020-06-30T21:48:33Z,-178.1549225,-32.78885269,5.363587738,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,25,18,8,3.521504641,203.1601484,1.449607593,0.1666598465
