publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
3126592,earthquake,2009-07-19T08:48:43Z,2013-07-03T10:47:00Z,166.16429,-45.33741,5.2,12,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,21,12,0,0.471,266,0.23176,0
3126520,earthquake,2009-07-19T05:11:33Z,2013-06-24T17:18:00Z,166.09659,-45.37895,5.3,12,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,19,13,0,0.495,258,0.20008,0
3126277,earthquake,2009-07-18T15:33:46Z,2013-06-24T17:17:00Z,166.65356,-45.53456,5,23.0729,Mw,NA,GROPE,reviewed,manual,nz1dr,18,12,0,0.074,214,0.15637,0
3125691,earthquake,2009-07-17T06:39:23Z,2013-06-24T17:13:00Z,166.50191,-45.33122,5.2,12,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,26,13,0,0.254,236,0.25335,0
3125523,earthquake,2009-07-16T22:18:23Z,2013-06-24T17:11:00Z,166.12094,-46.18637,5.7,33,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,11,9,0,0.389,283,0.24588,0
3125421,earthquake,2009-07-16T17:27:40Z,2013-06-24T17:11:00Z,166.50856,-45.46636,5,12,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,14,10,0,0.454,225,0.1391,0
3125201,earthquake,2009-07-16T06:30:01Z,2013-06-24T17:08:00Z,166.5722,-45.69186,5,12,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,12,7,0,0.467,233,0.21631,0
3125083,earthquake,2009-07-16T00:44:46Z,2013-07-03T13:52:00Z,165.89288,-46.16516,5.3,5,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,11,9,0,0.547,279,0.31494,0
3125077,earthquake,2009-07-16T00:24:05Z,2013-07-03T13:50:00Z,165.98418,-46.1404,5.6,12,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,12,9,0,0.485,287,0.32227,0
3793036,earthquake,2009-07-15T23:41:20Z,2013-05-14T10:07:00Z,167.04752,-45.51938,5.114,67.4409,ML,NA,GROPE,reviewed,NA,nz1dr,26,14,20,0.092,196,0.15158,0.329
3792841,earthquake,2009-07-15T21:36:02Z,2013-05-14T10:05:00Z,166.10686,-46.01078,5.135,12,ML,operator assigned,GROPE,reviewed,NA,nz1dr,12,7,21,0.429,281,0.37763,0.24
3352355,earthquake,2009-07-15T13:50:39Z,2013-07-03T13:36:00Z,166.54713,-45.44289,5.5,12,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,19,12,0,0.428,227,0.32628,0
3124834,earthquake,2009-07-15T11:49:42Z,2013-06-24T17:05:00Z,166.61771,-45.59642,5.001,5,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,7,23,0.399,255,0.25109,0.174
3332165,earthquake,2009-07-15T11:44:14Z,2013-06-24T17:40:00Z,166.5941,-45.53629,5.121,12,ML,operator assigned,GROPE,reviewed,manual,nz1dr,16,9,17,0.4,219,0.36597,0.182
3330588,earthquake,2009-07-15T11:35:43Z,2013-06-24T17:40:00Z,166.68178,-45.57671,5.056,12,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,9,27,0.35,225,0.27082,0.196
3124813,earthquake,2009-07-15T10:46:00Z,2013-06-24T17:05:00Z,166.19542,-46.037,5.109,20,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,5,11,0.362,287,0.42255,0.233
3321335,earthquake,2009-07-15T10:36:42Z,2013-06-24T17:40:00Z,166.08278,-46.0501,5.202,20,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,7,23,0.432,283,0.25555,0.203
3124807,earthquake,2009-07-15T10:21:32Z,2013-06-24T17:05:00Z,165.84415,-46.19568,5.014,33,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,14,0.582,298,0.45876,0.199
3316575,earthquake,2009-07-15T10:16:16Z,2013-06-24T17:39:00Z,166.64261,-45.48478,5.169,12,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,8,23,0.36,231,0.25343,0.216
3314094,earthquake,2009-07-15T10:12:30Z,2013-06-24T17:39:00Z,166.08502,-46.03155,5.175,12,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,15,0.436,282,0.3015,0.222
3124802,earthquake,2009-07-15T10:11:20Z,2013-06-24T17:05:00Z,166.51402,-45.93456,5.053,12,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,7,14,0.261,250,0.47537,0.318
3314092,earthquake,2009-07-15T10:11:15Z,2013-06-24T17:39:00Z,165.39171,-46.07088,5.286,12,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,5,13,0.902,299,0.22329,0.229
3124798,earthquake,2009-07-15T10:01:50Z,2013-06-24T17:05:00Z,166.43488,-45.83543,5.533,5,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,10,28,0.374,250,0.2163,0.23
3313472,earthquake,2009-07-15T09:55:07Z,2013-06-24T17:39:00Z,166.53592,-45.6745,5.296,5,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,8,25,0.481,237,0.12777,0.372
3313467,earthquake,2009-07-15T09:53:46Z,2013-06-24T17:39:00Z,166.02161,-46.05949,5.073,20,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,5,14,0.471,294,0.20545,0.17
