publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2019p478973,earthquake,2019-06-27T05:15:40Z,2019-06-27T05:23:41Z,-178.0563812,-32.91795349,5.101748562,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,20,14,6,3.646353006,204.7050239,1.480143717,0.08301024459
2019p462790,earthquake,2019-06-21T05:34:21Z,2019-07-16T07:48:42Z,-178.27771,-33.63613129,5.172947192,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,39,25,10,4.371408463,204.0003848,1.331162459,0.07504145428
2019p462079,outside of network interest,2019-06-20T23:15:12Z,2019-07-15T08:03:12Z,179.7279053,-33.79676819,5.163504086,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,29,23,18,3.931327105,140.4863091,1.277601171,0.1615173993
2019p460069,earthquake,2019-06-20T05:24:42Z,2019-07-15T06:54:13Z,-178.3130646,-33.65339279,5.15812723,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,52,33,19,4.390785217,203.470593,1.375645033,0
2019p459468,earthquake,2019-06-20T00:04:29Z,2019-07-15T06:05:20Z,-178.3828278,-33.95652771,5.196117973,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,40,26,9,4.648757935,311.8934326,1.031994493,0.1150715801
2019p459435,earthquake,2019-06-19T23:47:18Z,2019-07-14T07:33:05Z,-178.691803,-33.50328445,5.020945766,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,35,23,9,4.279364586,195.912446,1.165134339,0.09134803534
2019p455176,earthquake,2019-06-18T09:56:42Z,2019-07-11T03:14:54Z,-178.3100891,-33.62650299,5.077178979,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,32,20,9,4.363853455,204.7195072,2.300220957,0.1013358363
2019p454882,earthquake,2019-06-18T07:20:20Z,2019-06-18T07:31:26Z,-177.7896423,-33.61330414,5.506992562,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,31,28,16,4.339398861,213.7649994,0.8107400521,0.08962778281
2019p454480,earthquake,2019-06-18T03:45:42Z,2019-07-11T02:04:15Z,-177.6547089,-32.77559662,5.182467388,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,28,19,8,3.509929419,213.230072,1.551838093,0.0946573545
2019p428761,earthquake,2019-06-08T15:24:08Z,2019-06-08T16:31:40Z,168.1524353,-44.34041977,5.52366011,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,22,72,0.3700796068,189.9099808,0.54402921420000006,0
