publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2022p233467,earthquake,2022-03-28T09:10:09Z,2022-03-28T22:11:56Z,-178.3057098,-32.54831314,5.133747767,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,32,24,24,3.29258132,198.0659895,1.58538808,0.2226076541
2022p225327,earthquake,2022-03-25T08:54:34Z,2022-03-28T23:22:09Z,-178.1190796,-34.1101265,5.718104335,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,36,28,13,4.504896164,171.4529424,0.8083588167,0.1352406229
2022p225269,earthquake,2022-03-25T08:22:48Z,2022-04-03T22:58:49Z,-178.3317566,-34.07326126,5.177932654,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,25,20,12,4.424830437,311.7569275,0.5762242385,0.1354191265
2022p223738,earthquake,2022-03-24T18:47:07Z,2022-04-03T22:23:02Z,-178.4014587,-34.0449028,5.018354652,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,23,18,7,4.412855625,205.7124567,0.8142492054,0.1437692368
2022p223653,earthquake,2022-03-24T18:02:02Z,2022-03-28T22:35:10Z,-178.4321747,-33.92441559,5.519970787,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,29,21,32,4.495406628,166.8210092,1.180160463,0.1923022972
2022p220721,earthquake,2022-03-23T16:00:14Z,2022-04-03T21:28:01Z,-178.9756622,-33.8133316,5.201271459,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,26,23,34,4.345529556,158.6727915,0.728307228,0.2392752073
2022p218832,earthquake,2022-03-22T23:13:19Z,2022-03-31T22:43:16Z,-178.5554504,-34.17538071,5.00233623,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,33,25,13,4.232347965,290.2936707,0.8489325861,0.1882339631
2022p216313,earthquake,2022-03-22T00:51:24Z,2022-03-31T21:53:36Z,-178.2742157,-33.9322052,5.396100755,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,30,23,10,4.566092014,169.1739724,1.130414352,0.1478148668
2022p215765,earthquake,2022-03-21T19:58:45Z,2022-03-31T21:31:35Z,-178.5770874,-34.26996613,5.078562801,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,18,16,2,4.145769596,272.0005798,0.393132497,0.004956033263
2022p209430,earthquake,2022-03-19T11:44:03Z,2022-03-29T22:12:09Z,-178.8665161,-33.91566086,5.422234736,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,31,23,49,4.304016113,160.4100809,0.8528011166,0.1929658878
2022p209382,earthquake,2022-03-19T11:18:15Z,2022-03-29T22:06:44Z,-178.93367,-33.80036163,5.529701373,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,25,20,9,4.374200821,159.272172,0.7838151198,0.142953281
2022p191894,earthquake,2022-03-13T00:00:30Z,2022-03-24T21:40:10Z,-178.505249,-33.38648605,5.057598596,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,23,21,11,4.142081738,199.6339951,0.8950844589,0.07337096352
2022p181390,earthquake,2022-03-09T02:44:45Z,2022-03-24T01:10:10Z,177.3166351,-37.72393036,5.1511111530000004,54.55956268,MLv,NA,LOCSAT,confirmed,manual,iasp91,38,28,120,0.2214553356,105.874054,0.44279638650000003,0.2873655383
2022p178993,earthquake,2022-03-08T05:26:48Z,2022-03-24T01:36:38Z,-178.302597,-33.17879868,5.337685977,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,27,22,48,3.918319225,201.2343187,1.026853247,0.1789383309
2022p173586,earthquake,2022-03-06T05:26:46Z,2022-03-23T22:58:59Z,167.4913483,-45.11865997,5.144173037,70.92035675,MLv,NA,LOCSAT,confirmed,manual,iasp91,35,22,44,0.338660866,180.47938920000001,0.6570320125,0.2014733956
