publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p724829,outside of network interest,2016-09-25T04:28:39Z,2016-10-24T22:34:32Z,-177.6709595,-32.6031723,5.265661248,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,47,27,20,3.337461233,211.2653961,2.015206796,0
2016p724381,outside of network interest,2016-09-25T00:28:01Z,2016-10-24T21:44:47Z,-178.067276,-32.501091,5.111311121,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,42,22,11,3.231263876,203.6476045,1.775591691,0
2016p724310,outside of network interest,2016-09-24T23:52:00Z,2016-10-21T06:13:43Z,-177.9814606,-32.47740555,5.245487667,10,M,operator assigned,LOCSAT,confirmed,manual,iasp91,33,21,15,3.205606222,205.3890167,1.619063776,0
2016p724293,outside of network interest,2016-09-24T23:42:48Z,2016-10-21T05:59:41Z,-177.8177032,-32.45700073,5.077301514,71.66805267,M,NA,LOCSAT,confirmed,manual,iasp91,33,19,15,3.186048031,207.8700409,1.043403447,0
2016p722078,outside of network interest,2016-09-24T04:02:14Z,2016-10-21T03:02:15Z,-177.7203674,-32.46167755,5.452739517,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,36,19,15,3.194117308,210.9158783,1.259036623,0
2016p719587,earthquake,2016-09-23T05:56:27Z,2016-10-20T04:48:01Z,179.0021362,-37.37324905,5.066892761,13.22118855,M,NA,LOCSAT,confirmed,manual,iasp91,78,67,51,0.5846705437,219.1000824,0.6668642664,0
2016p683563,earthquake,2016-09-09T22:02:49Z,2016-09-09T22:26:14Z,173.9271704,-40.49306897,5.077998679,79.53125,M,NA,NonLinLoc,confirmed,manual,nz3drx,54,45,163,0.3103717253,105.9251626,0.6702009168,0
2016p672188,earthquake,2016-09-05T17:01:58Z,2016-09-05T17:29:02Z,179.0791168,-36.99710846,5.313777941,19.47682762,M,NA,LOCSAT,confirmed,manual,iasp91,50,43,114,0.8354043365,300.8570862,0.7400328167,0
2016p671995,earthquake,2016-09-05T15:19:02Z,2016-09-22T03:49:09Z,178.7605591,-37.00841141,5.667150516,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,62,54,41,0.6608464718,267.0940247,0.4302956255,0
2016p669820,earthquake,2016-09-04T20:00:29Z,2016-09-28T22:55:13Z,178.8164825,-37.35430527,5.073576891,15,M,operator assigned,LOCSAT,confirmed,manual,iasp91,33,24,90,0.4557460248,267.7042694,0.5575582762,0
2016p666385,earthquake,2016-09-03T13:30:26Z,2016-09-03T13:36:09Z,179.0248871,-37.38977051,5.462745894,17.61055374,M,NA,LOCSAT,confirmed,manual,iasp91,104,100,76,0.5968076587,275.6197052,0.5319217729,0
2016p665425,earthquake,2016-09-03T04:58:36Z,2016-09-03T05:08:35Z,178.9894409,-37.25641251,5.202061812,113.9742661,M,NA,LOCSAT,confirmed,manual,iasp91,41,34,26,0.7239424586,307.3673248,1.116130053,0
2016p665372,earthquake,2016-09-03T04:30:10Z,2016-09-03T04:38:07Z,179.1143341,-37.36350632,5.466556372,11.51180649,M,NA,LOCSAT,confirmed,manual,iasp91,117,112,84,0.6726290584,273.657074,0.7587661685,0
2016p661723,earthquake,2016-09-01T20:06:03Z,2016-09-01T20:34:34Z,179.6620789,-37.13850021,6.048648022,18.21588707,M,NA,LOCSAT,confirmed,manual,iasp91,87,87,67,1.452582121,302.6296844,0.7280766159,0
2016p661633,earthquake,2016-09-01T19:18:28Z,2016-09-01T19:43:03Z,179.1008759,-37.0473175,5.813589953,18.38925362,M,NA,LOCSAT,confirmed,manual,iasp91,30,25,117,0.8156554699,300.4428253,0.9647918336,0
2016p661442,earthquake,2016-09-01T17:36:03Z,2016-09-22T05:20:38Z,179.0390625,-37.05254364,5.560255205,28.61926651,M,NA,LOCSAT,confirmed,manual,iasp91,59,32,22,0.7745548487,278.2578278,1.118445889,0
2016p661438,earthquake,2016-09-01T17:34:27Z,2016-09-01T18:01:20Z,179.2342224,-37.1348381,5.050790142,25.71646309,M,NA,LOCSAT,confirmed,manual,iasp91,21,13,11,0.8535042405,316.2358856,0.6908706566,0
2016p661400,earthquake,2016-09-01T17:14:05Z,2016-09-01T17:19:49Z,179.212326,-36.9058609,6.155773718,19.69123268,M,NA,LOCSAT,confirmed,manual,iasp91,59,51,38,0.975603044,283.1850433,0.7095965584,0
2016p661375,earthquake,2016-09-01T17:01:09Z,2016-09-01T23:39:56Z,179.1357117,-37.00196075,5.65411034,18.80845261,M,NA,LOCSAT,confirmed,manual,iasp91,39,27,19,0.8660823703,281.6356964,1.094875534,0
2016p661354,earthquake,2016-09-01T16:48:05Z,2016-09-02T02:32:00Z,178.9299927,-37.00452805,5.180073034,17.1928997,M,NA,LOCSAT,confirmed,manual,iasp91,33,19,11,0.7464205027,276.9321747,0.9077975724,0
2016p661332,earthquake,2016-09-01T16:37:55Z,2016-09-01T18:03:16Z,179.5200195,-36.97947693,7.079899473,21.78820992,M,NA,LOCSAT,confirmed,manual,iasp91,87,71,22,1.12930727,288.5708466,0.7153160173,0
