publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p894629,earthquake,2016-11-27T00:18:39Z,2017-02-17T00:41:39Z,179.311615,-37.04989243,5.099591637,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,97,90,93,0.9506367445,284.108963,0.8138275972,0
2016p887983,outside of network interest,2016-11-24T13:15:51Z,2017-02-10T22:01:46Z,-178.75,-32.97,5.023716866,10,M,NA,NA,confirmed,manual,NA,0,0,13,0,0,4.132978046,0
2016p886094,earthquake,2016-11-23T20:30:24Z,2017-02-09T01:04:43Z,165.056778,-47.95734787,5.2696384,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,11,16,2.107852221,326.3826771,0.8592942751,0
2016p881669,earthquake,2016-11-22T05:13:34Z,2017-02-03T01:18:20Z,172.9574585,-42.93263626,5.806281681,7.242141724,M,NA,LOCSAT,confirmed,manual,iasp91,48,44,90,0.06652003527,58.40981293,0.5522343528,0
2016p881118,earthquake,2016-11-22T00:19:42Z,2016-11-22T03:44:07Z,177.2288055,-40.67358017,5.548644778,29.1119442,M,NA,LOCSAT,confirmed,manual,iasp91,29,24,19,0.6087327003,132.3858643,0.6884839392,0
2016p871889,earthquake,2016-11-18T14:22:57Z,2017-01-23T01:01:46Z,173.1206665,-42.52661133,5.324480789,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,35,71,0.214536339,81.85868835,0.6296520991,0
2016p862895,earthquake,2016-11-15T06:30:31Z,2018-01-31T02:36:47Z,173.8515778,-42.29529953,5.843717343,11.07760811,M,NA,LOCSAT,confirmed,manual,iasp91,38,24,119,0.1530072242,144.4324951,0.5230298646,0
2016p862742,earthquake,2016-11-15T05:09:27Z,2018-01-12T03:13:48Z,173.6486969,-42.28828812,5.274230579,11.15705299,M,NA,LOCSAT,confirmed,manual,iasp91,27,18,13,0.1513280421,172.2635727,0.7237739992,0
2016p862356,earthquake,2016-11-15T01:43:52Z,2018-01-04T21:31:37Z,174.2591248,-41.67596817,5.173879193,6.481728554,M,NA,LOCSAT,confirmed,manual,iasp91,48,28,20,0.08048611879,122.7148895,0.5308284601,0
2016p862339,earthquake,2016-11-15T01:34:45Z,2018-01-03T01:47:44Z,174.2169342,-41.68177795,5.817842039,5.816515923,M,NA,LOCSAT,confirmed,manual,iasp91,34,23,115,0.06722511351,99.86979675,0.6529398464,0
2016p861632,earthquake,2016-11-14T19:17:34Z,2017-11-22T22:46:03Z,173.6977997,-42.23801804,5.140757593,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,15,6,0.1880316436,144.7302208,0.764782281,0
2016p860729,earthquake,2016-11-14T11:16:42Z,2017-11-08T05:04:55Z,174.2624207,-41.69561768,5.024858926,7.950045109,M,NA,LOCSAT,confirmed,manual,iasp91,46,26,16,0.06457902491,133.5822449,0.4001472692,0
2016p860567,earthquake,2016-11-14T09:49:56Z,2017-11-05T00:02:56Z,173.7741547,-42.43452454,5.008802034,9.552521706,M,NA,LOCSAT,confirmed,manual,iasp91,49,45,29,0.06868562102,147.1863213,0.752349949,0
2016p860287,earthquake,2016-11-14T07:21:04Z,2017-10-30T22:05:24Z,174.2872314,-41.73667526,5.752227217,11.48209858,M,NA,LOCSAT,confirmed,manual,iasp91,26,22,14,0.05630378053,141.8011246,0.5036657192,0
2016p860224,earthquake,2016-11-14T06:47:50Z,2017-10-27T01:43:35Z,174.0207214,-42.38825607,5.72230256,16.79718208,M,NA,LOCSAT,confirmed,manual,iasp91,37,29,18,0.2535624802,155.4333534,0.9438972457,0
2016p860215,earthquake,2016-11-14T06:43:00Z,2017-10-27T01:13:17Z,174.2632751,-41.76691055,5.582599545,13.15195179,M,NA,LOCSAT,confirmed,manual,iasp91,65,45,18,0.04109442979,141.349411,0.606883415,0
2016p860053,earthquake,2016-11-14T05:16:32Z,2017-10-23T22:58:26Z,173.3909607,-42.39008713,5.160148601,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,15,7,0.1126396656,88.08001709,0.4997779888,0
2016p859929,earthquake,2016-11-14T04:10:21Z,2017-10-18T03:27:21Z,173.5823517,-42.14295959,5.143930913,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,36,24,72,0.2747344971,107.4174538,0.5445704572,0
2016p859628,earthquake,2016-11-14T01:30:14Z,2017-10-02T20:39:49Z,173.7338867,-42.33687592,5.38535422,11.05774117,M,NA,LOCSAT,confirmed,manual,iasp91,33,24,19,0.09679955989,171.8379841,0.7193361914,0
2016p859625,earthquake,2016-11-14T01:28:22Z,2017-10-02T04:25:24Z,173.879425,-41.98282242,5.249665723,7.596300125,M,NA,LOCSAT,confirmed,manual,iasp91,38,25,7,0.247992143,145.6324348,0.6684475356,0
2016p859524,earthquake,2016-11-14T00:34:23Z,2017-09-28T02:39:56Z,173.1375732,-42.46536255,6.656748205,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,32,26,54,0.1660360545,79.22915649,0.5683598441,0
2016p859439,earthquake,2016-11-13T23:49:12Z,2017-09-24T00:57:56Z,174.3457489,-41.70961761,5.19361659,6.91605711,M,NA,LOCSAT,confirmed,manual,iasp91,59,36,18,0.1063072905,141.4688034,0.6823432642,0
2016p859378,earthquake,2016-11-13T23:17:33Z,2017-09-21T21:53:22Z,173.8491058,-42.10297394,5.169089164,9.81598568,M,NA,LOCSAT,confirmed,manual,iasp91,45,31,42,0.1771407276,137.4121361,0.714934792,0
2016p859270,earthquake,2016-11-13T22:19:32Z,2017-09-19T06:00:00Z,173.0904541,-42.35208893,5.176747839,10.70491886,M,NA,LOCSAT,confirmed,manual,iasp91,44,35,23,0.2685890198,62.57929993,0.8046566768,0
2016p859105,earthquake,2016-11-13T20:51:22Z,2017-09-11T03:14:24Z,172.9056091,-42.10984421,5.056750565,62.70677948,M,NA,LOCSAT,confirmed,manual,iasp91,51,28,103,0.2627176344,53.87783813,0.6943184687,0
2016p859051,earthquake,2016-11-13T20:22:15Z,2017-09-07T23:40:35Z,173.7754517,-42.27362442,5.009383142,8.751700401,M,NA,LOCSAT,confirmed,manual,iasp91,26,16,9,0.1670839489,167.1938858,0.5235976577,0
2016p858951,earthquake,2016-11-13T19:28:56Z,2017-09-05T01:54:08Z,174.0193481,-42.36377335,5.588782975,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,32,27,9,0.2573795915,216.6230021,0.8576516206,0
2016p858896,earthquake,2016-11-13T18:59:55Z,2017-08-23T23:52:03Z,174.2871246,-41.70785141,5.297200462,6.625385284,M,NA,LOCSAT,confirmed,manual,iasp91,39,22,12,0.06857455522,138.4590225,0.7194624032,0
2016p858895,earthquake,2016-11-13T18:59:09Z,2017-08-23T23:16:52Z,173.895401,-42.34347534,5.362012437,14.72529602,M,NA,LOCSAT,confirmed,manual,iasp91,46,32,91,0.2738543153,151.8441772,0.7543550637,0
2016p858848,earthquake,2016-11-13T18:34:27Z,2017-08-18T05:00:35Z,174.1804504,-41.77605057,5.164755511,13.29709339,M,NA,LOCSAT,confirmed,manual,iasp91,45,34,22,0.03678356484,135.5144501,0.8337915759,0
2016p858704,earthquake,2016-11-13T17:17:39Z,2017-08-09T00:12:34Z,173.7984619,-42.51691055,5.108199751,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,26,15,0.1252878308,155.9621696,0.8755813743,0
2016p858526,earthquake,2016-11-13T15:42:47Z,2017-07-31T05:21:11Z,179.102417,-36.8814888,5.019163309,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,91,80,60,0.930203557,273.4851227,0.8945044532,0
2016p858508,earthquake,2016-11-13T15:33:04Z,2017-07-28T03:40:30Z,174.2350159,-41.78993225,5.525672,7.179207325,M,NA,LOCSAT,confirmed,manual,iasp91,42,28,102,0.04385107756,145.9633713,0.4503135914,0
2016p858340,earthquake,2016-11-13T14:04:23Z,2017-07-20T04:52:07Z,173.0162811,-42.59799576,5.140240672,11.86807919,M,NA,LOCSAT,confirmed,manual,iasp91,59,44,8,0.03490690142,56.95903778,0.7007007959,0
2016p858314,earthquake,2016-11-13T13:50:01Z,2017-07-13T03:19:29Z,174.2903137,-41.75642014,5.044271231,5.193205833,M,NA,LOCSAT,confirmed,manual,iasp91,33,26,44,0.05771103874,153.3026428,0.8296535738,0
2016p858279,earthquake,2016-11-13T13:31:27Z,2017-07-06T02:05:55Z,173.6455231,-42.2741127,5.987634877,13.95416355,M,NA,LOCSAT,confirmed,manual,iasp91,46,31,103,0.1540109664,109.0202827,0.6638001043,0
2016p858260,earthquake,2016-11-13T13:21:11Z,2017-07-04T23:06:33Z,174.2338867,-41.79623795,5.804140771,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,121,75,141,0.04951503873,141.9198532,0.8031624166,0
2016p858207,earthquake,2016-11-13T12:52:52Z,2017-06-29T05:27:31Z,173.581665,-42.14778519,5.398860153,9.475849152,M,NA,LOCSAT,confirmed,manual,iasp91,29,20,38,0.2485349327,106.3064461,0.8099909672,0
2016p858180,earthquake,2016-11-13T12:38:38Z,2017-02-22T03:56:43Z,174.2624969,-41.70980072,5.286243834,4.872344971,M,NA,LOCSAT,confirmed,manual,iasp91,29,21,12,0.05350567773,137.4892426,0.5034707793,0
2016p858160,earthquake,2016-11-13T12:28:00Z,2017-01-25T02:54:57Z,173.736557,-42.32509232,5.156143227,18.83562851,M,NA,LOCSAT,confirmed,manual,iasp91,67,39,25,0.1084346399,142.8908081,0.9854362429,0
2016p858156,earthquake,2016-11-13T12:25:55Z,2017-01-25T02:19:47Z,172.8690033,-42.6702919,5.258754998,10.12402534,M,NA,LOCSAT,confirmed,manual,iasp91,52,34,17,0.05932185054,82.46899414,0.9058932228,0
2016p858151,earthquake,2016-11-13T12:23:09Z,2017-01-24T22:39:31Z,173.1503754,-42.45174408,5.184655113,10.00735474,M,NA,LOCSAT,confirmed,manual,iasp91,45,23,7,0.1822365373,91.99476624,0.6621781366,0
2016p858146,earthquake,2016-11-13T12:22:13Z,2016-12-20T03:30:35Z,174.276062,-41.73374176,5.102442812,5.199304581,M,NA,LOCSAT,confirmed,manual,iasp91,69,41,13,0.04901589081,139.494812,0.7959221041,0
2016p858147,earthquake,2016-11-13T12:20:40Z,2017-01-08T22:37:14Z,173.9790192,-42.28661728,5.033383097,9.752326965,M,NA,LOCSAT,confirmed,manual,iasp91,142,78,12,0.2603397965,173.8290176,0.8849847856,0
2016p858134,earthquake,2016-11-13T12:12:00Z,2017-01-24T03:08:06Z,173.9850616,-41.95685959,5.044006012,8.148046494,M,NA,LOCSAT,confirmed,manual,iasp91,37,31,18,0.1727615148,146.2958908,1.03954446,0
2016p858116,earthquake,2016-11-13T12:04:13Z,2017-01-18T02:01:31Z,174.3447266,-41.66528702,5.07044771,10.04419327,M,NA,LOCSAT,confirmed,manual,iasp91,33,19,34,0.1288677454,140.6952133,0.9200158793,0
2016p858115,earthquake,2016-11-13T12:03:55Z,2017-01-18T01:07:32Z,174.1649628,-41.73196793,5.147072764,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,16,8,0.04033827782,82.65589905,0.8782896636,0
2016p858095,earthquake,2016-11-13T11:53:41Z,2017-01-16T04:14:22Z,174.2764282,-41.72347641,5.320425248,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,54,30,13,0.05335557833,137.6551514,0.8455220969,0
2016p858097,earthquake,2016-11-13T11:53:14Z,2017-01-16T05:22:30Z,174.4197998,-41.78520584,5.226144565,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,11,8,3,0.1582739502,285.514328,0.484116827,0
2016p858094,earthquake,2016-11-13T11:52:44Z,2017-01-15T21:29:49Z,173.6026306,-42.20107269,6.136439961,9.046556473,Mw(mB),NA,LOCSAT,confirmed,manual,iasp91,68,49,2,0.2198984176,101.8690033,0.8055375177,0.4
2016p858074,earthquake,2016-11-13T11:41:48Z,2017-01-10T04:09:15Z,174.2585754,-41.79508209,5.582634237,5.780201912,M,NA,LOCSAT,confirmed,manual,iasp91,49,34,20,0.05691665784,158.6200638,0.7997331788,0
2016p858069,earthquake,2016-11-13T11:40:48Z,2017-01-10T02:47:55Z,173.4771729,-42.32665253,5.008149217,9.762313843,M,NA,LOCSAT,confirmed,manual,iasp91,60,36,14,0.1003326178,77.69348526,0.9462378521,0
