publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2013p619458,earthquake,2013-08-18T04:46:04Z,2015-07-24T02:54:34Z,166.0003967,-47.2366066,5.137090453,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,18,18,1.418574572,310.488493,1.202362581,0
2013p617227,earthquake,2013-08-17T08:58:40Z,2015-07-23T19:36:27Z,174.0642932,-41.73263618,5.495730843,15.078125,M,NA,NonLinLoc,confirmed,manual,nz3drx,35,27,29,0.1128973269,110.9061193,0.3640379625,0
2013p616691,earthquake,2013-08-17T04:13:20Z,2015-07-22T18:53:31Z,174.0036731,-41.77548829,5.009249672,8.6328125,M,NA,NonLinLoc,confirmed,manual,nz3drx,43,29,27,0.1114216805,127.6542073,0.443637011,0
2013p614487,earthquake,2013-08-16T08:38:55Z,2015-06-21T20:16:22Z,174.1305693,-41.68244489,5.191242112,17.0703125,M,NA,NonLinLoc,confirmed,manual,nz3drx,34,28,23,0.09175472023,73.27302521,0.3601436246,0
2013p614294,earthquake,2013-08-16T06:55:58Z,2015-06-18T23:36:12Z,174.2764568,-41.67755395,5.470215864,17.0703125,M,NA,NonLinLoc,confirmed,manual,nz3drx,37,34,29,0.08729694702,131.3695771,0.2971729299,0
2013p614268,earthquake,2013-08-16T06:42:40Z,2015-06-18T22:42:11Z,174.279839,-41.67556798,5.154459251,15.078125,M,NA,NonLinLoc,confirmed,manual,nz3drx,39,32,25,0.09036180347,131.915369,0.2906865183,0
2013p614185,earthquake,2013-08-16T05:58:28Z,2015-06-18T03:54:36Z,174.2956999,-41.66227087,5.002573113,9.3359375,M,NA,NonLinLoc,confirmed,manual,nz3drx,23,18,12,0.3187016162,134.3427206,0.400045994,0
2013p614135,earthquake,2013-08-16T05:31:17Z,2015-06-18T02:59:33Z,174.2540207,-41.6310176,5.955616354,14.9609375,M,NA,NonLinLoc,confirmed,manual,nz3drx,37,30,27,0.1237594486,109.3746488,0.5258501534,0
2013p613947,earthquake,2013-08-16T03:51:36Z,2015-06-14T21:45:39Z,174.1813846,-41.6730932,5.530571485,14.2578125,M,NA,NonLinLoc,confirmed,manual,nz3drx,29,19,28,0.08100394606,80.54863803,0.2673205904,0
2013p613867,earthquake,2013-08-16T03:09:07Z,2015-06-12T02:31:43Z,174.0611824,-41.74297247,5.62720585,7.4609375,M,NA,NonLinLoc,confirmed,manual,nz3drx,26,22,15,0.1141535872,116.4558807,0.30798918,0
2013p613844,earthquake,2013-08-16T02:56:26Z,2015-06-12T01:59:02Z,174.2848712,-41.63109022,5.007924122,10.0390625,M,NA,NonLinLoc,confirmed,manual,nz3drx,31,27,22,0.1314805901,119.293629,0.4432826742,0
2013p613824,earthquake,2013-08-16T02:45:27Z,2015-06-12T01:17:17Z,174.1201985,-41.72572646,5.331907623,5.64453125,M,NA,NonLinLoc,confirmed,manual,nz3drx,28,23,24,0.07398254323,102.6793828,0.497287366,0
2013p613809,earthquake,2013-08-16T02:37:30Z,2015-06-12T00:42:13Z,174.1019777,-41.73895582,5.375048983,5.05859375,M,NA,NonLinLoc,confirmed,manual,nz3drx,24,18,22,0.08422986103,170.3677038,0.4069316377,0
2013p613797,earthquake,2013-08-16T02:31:05Z,2016-07-08T06:23:24Z,174.1616585,-41.70170969,6.468769,7.4609375,M,NA,NonLinLoc,confirmed,manual,nz3drx,40,37,30,0.06222692007,64.71094656,0.5163044675,0
